state,week,mean,std,trump_mean,clinton_mean,mean_diff,candidate,right_1_total,right_1_ratio,left_1_total,left_1_ratio,right_2std_total,right_2std_ratio,left_2std_total,left_2std_ratio,right_5_total,right_5_ratio,left_5_total,left_5_ratio,right_10_total,right_10_ratio,left_10_total,left_10_ratio
Iowa,56.0,0.5325948787929646,0.6996894072734448,0.8785838612554971,-0.45702498869230557,1.3356088499478027,Trump,4915,0.3056972260231372,190,0.01181739022266451,2347,0.14597586764522952,20,0.0012439358129120537,2906,0.1807438736161214,346,0.02152008956337853,5236,0.32566239582037565,586,0.03644731931832317
Iowa,57.0,0.5437372961868515,0.7043243058794237,0.8980488153874063,-0.4618236741165138,1.3598724895039203,Trump,5309,0.33036714374611076,189,0.011761045426260112,2184,0.13590541381456128,11,0.0006845052893590542,2737,0.17031736154324828,370,0.023024268823895456,4984,0.3101431238332296,621,0.03864343497199751
Iowa,58.0,0.5413059697876376,0.7058913879143272,0.8997233951333703,-0.4547933381082007,1.354516733241571,Trump,5392,0.334844438924424,184,0.011426442277836428,2211,0.13730360802334968,12,0.0007452027572502018,2803,0.174066944047693,339,0.0210519778923182,5048,0.31348195988325156,619,0.038440042228156245
Iowa,59.0,0.5529582661739607,0.6854777327925823,0.8789253763717472,-0.45558206281445435,1.3345074391862015,Trump,5400,0.3220227801300018,165,0.009839584948416722,2094,0.12487327807263403,10,0.0005963384817222256,2912,0.17365376587751208,375,0.022362693064583456,5327,0.31766950921342957,624,0.037211521259466876
Iowa,60.0,0.5426850565507763,0.678644445525706,0.8567756547301214,-0.45832677744701655,1.315102432177138,Trump,5310,0.31665573379450174,173,0.010316655733794502,2187,0.13041922595265074,8,0.00047707078537778045,2826,0.16852525493470094,331,0.019738803745005664,5294,0.3157015922237462,703,0.04192259526507246
Iowa,61.0,0.5482945907727578,0.6765519250697114,0.8475005133739535,-0.48556459351728,1.3330651068912336,Trump,5335,0.30909617612977985,174,0.010081112398609501,2093,0.1212630359212051,7,0.0004055619930475087,3062,0.17740440324449594,328,0.019003476245654693,5451,0.31581691772885284,764,0.04426419466975666
Iowa,62.0,0.552153611802167,0.6920226832007579,0.8701032173079687,-0.49887920817722825,1.368982425485197,Trump,5571,0.31971305595408894,199,0.011420373027259685,2022,0.11604017216642755,12,0.0006886657101865136,3118,0.1789383070301291,381,0.02186513629842181,5505,0.3159253945480631,819,0.04700143472022956
Iowa,63.0,0.5371263853999005,0.6969065002318486,0.8582702699775178,-0.5101303437031366,1.3684006136806544,Trump,5486,0.3188422643263978,220,0.012786237359060792,1843,0.10711379751249564,11,0.0006393118679530397,2772,0.161106590724166,390,0.022666511681971407,5244,0.3047774032314309,826,0.04800650935720097
Iowa,64.0,0.5222235515690109,0.7022980435992134,0.8641599954287599,-0.4909157094603068,1.3550757048890667,Trump,5493,0.31509206676991913,235,0.013480181265416166,1850,0.10612057591923364,13,0.0007457121551081282,2697,0.1547065909482017,474,0.027189812424711753,5166,0.2963345379452762,817,0.04686514082487237
Iowa,65.0,0.5033147665107007,0.7071013123477532,0.8734531806655845,-0.46303036474049264,1.336483545406077,Trump,5306,0.31392734587622767,281,0.0166252514495326,1734,0.10259140930067448,14,0.0008283043426813394,2403,0.14217252396166133,453,0.026801561945331915,4751,0.2810909951485031,755,0.04466926990888652
Iowa,66.0,0.4991520479315057,0.6852763585352382,0.8467459061601551,-0.4319056346456482,1.2786515408058032,Trump,4888,0.2895563059060482,268,0.01587583673952965,1692,0.10023102896747824,17,0.0010070493454179255,2331,0.13808423671583436,459,0.027190332326283987,4566,0.27048160653989695,705,0.04176292873644926
Iowa,67.0,0.5168400079209121,0.6882569065718447,0.86842244819816,-0.4159440914670899,1.2843665396652497,Trump,4921,0.29954954954954954,151,0.009191624056488922,1861,0.11328220112003896,9,0.000547845142439737,2371,0.14432675919162405,419,0.025505234964694423,4532,0.27587046505965424,669,0.040723155588020456
Iowa,68.0,0.5518315122802175,0.6934365592993321,0.8783232939540516,-0.4413633076573818,1.3196866016114335,Trump,5274,0.316928069226609,217,0.01304008172585782,1671,0.10041463854335676,19,0.0011417583077940028,2378,0.14290006610179676,459,0.027582477014602487,4680,0.28123309897241755,695,0.04176431704825431
Iowa,69.0,0.5487034380350923,0.6808287051496673,0.8599218396139422,-0.44892530393136076,1.3088471435453028,Trump,5186,0.3087456093350003,308,0.0183366077275704,1569,0.09340953741739597,27,0.0016074298981961065,2484,0.1478835506340418,466,0.02774304935405132,4830,0.2875513484550813,716,0.042626659522533784
Iowa,70.0,0.5483179799370529,0.6877016683992014,0.8724060224110914,-0.462210424622126,1.3346164470332176,Trump,5224,0.3126833063985156,234,0.014006105225354643,1603,0.09594780630873287,23,0.0013766684623211828,2512,0.15035613814568743,437,0.026156700784102472,4927,0.29490632668941164,760,0.045489914407134735
Iowa,71.0,0.5388830544156408,0.6966809674776563,0.8902846444813799,-0.46166337883698055,1.3519480233183605,Trump,5263,0.3141151894956729,254,0.015159653834676216,1608,0.09597135183527306,26,0.0015517755893763056,2569,0.1533273649656819,460,0.027454491196657715,4971,0.29668755595344676,810,0.048343777976723366
Iowa,72.0,0.5293028191911113,0.6872702171090449,0.880092770767675,-0.47336777142250525,1.3534605421901802,Trump,4998,0.296969696969697,209,0.01241830065359477,1556,0.09245395127748068,18,0.0010695187165775401,2530,0.1503267973856209,478,0.028401663695781343,4996,0.2968508615567439,849,0.050445632798573975
