state,week,trump_num,clinton_num,total,trump_ratio
Alabama,1.0,14693,5508,20201,2.6675744371822803
Alabama,2.0,14644,5759,20403,2.542802569890606
Alabama,3.0,14557,6037,20594,2.411297001822097
Alabama,4.0,14619,5933,20552,2.464014832293949
Alabama,5.0,14822,6277,21099,2.3613191014815995
Alabama,6.0,14447,5924,20371,2.438723835246455
Alabama,7.0,15484,6900,22384,2.2440579710144926
Alabama,8.0,16166,6830,22996,2.3669106881405564
Alabama,9.0,16889,6560,23449,2.5745426829268294
Alabama,10.0,16574,6681,23255,2.4807663523424637
Alabama,11.0,16596,6165,22761,2.691970802919708
Alabama,12.0,16016,5931,21947,2.700387792952285
Alabama,13.0,15861,6299,22160,2.518018733132243
Alabama,14.0,16060,6283,22343,2.5561037720833997
Alabama,15.0,16275,6088,22363,2.673291721419185
Alabama,16.0,16268,6205,22473,2.6217566478646255
Alabama,17.0,16133,6219,22352,2.5941469689660717
Alabama,18.0,15983,6220,22203,2.569614147909968
Alabama,19.0,15993,6508,22501,2.457437000614628
Alabama,20.0,15752,6439,22191,2.4463425997825747
Alabama,21.0,15311,6445,21756,2.3756400310318075
Alabama,22.0,15334,6434,21768,2.3832763444202674
Alabama,23.0,15072,6416,21488,2.349127182044888
Alabama,24.0,15692,6416,22108,2.4457605985037407
Alabama,25.0,16493,6266,22759,2.632141717203958
Alabama,26.0,18158,5905,24063,3.0750211685012703
Alabama,27.0,18063,5896,23959,3.0636024423337855
Alabama,28.0,17728,5854,23582,3.0283566791937138
Alabama,29.0,17665,5981,23646,2.9535194783481025
Alabama,30.0,16426,6171,22597,2.6618052179549507
Alabama,31.0,16369,6185,22554,2.6465642683912693
Alabama,32.0,15947,6129,22076,2.6018926415402186
Alabama,33.0,16031,6266,22297,2.5584104691988507
Alabama,34.0,15817,6490,22307,2.4371340523882896
Alabama,35.0,15734,6693,22427,2.3508142835798598
Alabama,36.0,15962,6548,22510,2.437690897984117
Alabama,37.0,15719,6622,22341,2.37375415282392
Alabama,38.0,15883,6695,22578,2.372367438386856
Alabama,39.0,16057,6756,22813,2.3767021906453523
Alabama,40.0,16045,6898,22943,2.326036532328211
Alabama,41.0,15595,6586,22181,2.367901609474643
Alabama,42.0,17260,6775,24035,2.5476014760147603
Alabama,43.0,17040,6566,23606,2.595187328662808
Alabama,44.0,17111,6521,23633,2.6239840515258397
Alabama,45.0,15533,6873,22406,2.260002909937436
Alabama,46.0,14872,6855,21727,2.1695113056163384
Alabama,47.0,14695,6922,21617,2.1229413464316673
Alabama,48.0,13985,7350,21335,1.9027210884353742
Alabama,49.0,13781,7144,20925,1.9290313549832028
Alabama,50.0,14186,7068,21255,2.0070741369552914
Alabama,51.0,14569,7037,21606,2.0703424754867132
Alabama,52.0,14950,6583,21533,2.2710010633449795
Alabama,53.0,15780,6218,21998,2.537793502733998
Alabama,54.0,15826,6173,21999,2.563745342621092
Alabama,55.0,15807,6497,22304,2.4329690626442972
Alabama,56.0,16527,6319,22846,2.615445481880044
Alabama,57.0,16453,6606,23059,2.4906145927944294
Alabama,58.0,16438,6705,23143,2.4516032811334827
Alabama,59.0,17372,6561,23933,2.6477671086724586
Alabama,60.0,17212,6659,23871,2.5847724883616157
Alabama,61.0,18713,6168,24881,3.0338845654993514
Alabama,62.0,18482,6378,24860,2.8977735967387894
Alabama,63.0,17666,6245,23911,2.8288230584467575
Alabama,64.0,17324,6373,23697,2.71834300957163
Alabama,65.0,15244,6722,21966,2.2677774471883367
Alabama,66.0,15204,6441,21645,2.360503027480205
Alabama,67.0,15090,6216,21306,2.4276061776061777
Alabama,68.0,15740,6064,21804,2.595646437994723
Alabama,69.0,16097,6006,22103,2.68015318015318
Alabama,70.0,15783,6277,22060,2.514417715469173
Alabama,71.0,15562,6441,22003,2.416084458934948
Alabama,72.0,15522,6406,21928,2.4230408991570402
Alabama,73.0,15679,6320,21999,2.480854430379747
Alabama,74.0,15810,6257,22067,2.52677001758031
Alabama,75.0,15866,6138,22004,2.5848810687520367
Alabama,76.0,15950,6377,22327,2.5011761016151794
Alabama,77.0,17898,6160,24058,2.9055194805194806
Alabama,78.0,18272,6023,24295,3.0337041341524156
Alabama,79.0,18423,5914,24337,3.115150490361853
,1.0,26825,24488,51313,1.0954344985298923
,2.0,26727,25204,51931,1.0604269163624822
,3.0,24539,27844,52383,0.8813029737106738
,4.0,25232,27015,52247,0.9339996298352767
,5.0,24352,29374,53726,0.8290324777013686
,6.0,26558,24877,51435,1.0675724564859106
,7.0,24395,30649,55044,0.7959476655029528
,8.0,26600,30833,57433,0.8627120293192359
,9.0,29582,28766,58348,1.028366821942571
,10.0,28674,28461,57135,1.007483925371561
,11.0,28801,27512,56313,1.0468522826403024
,12.0,27234,25957,53191,1.049196748468621
,13.0,24516,27584,52100,0.888776102088167
,14.0,24364,28230,52594,0.8630534891958909
,15.0,24987,28217,53204,0.8855299996456037
,16.0,25266,28942,54208,0.8729873540183816
,17.0,25811,29147,54958,0.8855456822314475
,18.0,25660,29253,54913,0.8771749905992547
,19.0,25614,30375,55989,0.8432592592592593
,20.0,25070,30440,55510,0.823587385019711
,21.0,24531,29622,54153,0.8281344946323679
,22.0,24262,29376,53638,0.8259123093681917
,23.0,23485,29016,52501,0.8093810311552248
,24.0,23826,29493,53319,0.8078527108127352
,25.0,25751,29790,55541,0.8644175897952333
,26.0,32122,27832,59954,1.1541391204369071
,27.0,32323,27690,60013,1.1673167208378477
,28.0,32787,26983,59770,1.2150983952859207
,29.0,32047,27661,59708,1.158562597158454
,30.0,26859,28407,55266,0.9455063892702503
,31.0,26986,28357,55344,0.9516521493811052
,32.0,25537,28349,53887,0.9008077886345197
,33.0,25378,28639,54017,0.8861342923984776
,34.0,25007,29383,54391,0.8510703467991696
,35.0,24966,29719,54685,0.840068642955685
,36.0,25454,29219,54673,0.8711454875252405
,37.0,25655,29190,54846,0.8788968824940048
,38.0,26239,28827,55066,0.9102230547750373
,39.0,25924,29072,54996,0.8917171161254815
,40.0,24947,30277,55224,0.823958780592529
,41.0,23532,28692,52224,0.8201589293182768
,42.0,25057,31957,57014,0.7840848640360485
,43.0,24609,32139,56748,0.7657052179594884
,44.0,24734,32512,57246,0.7607652559055118
,45.0,24660,30944,55605,0.796923474663909
,46.0,24269,31659,55928,0.7665750655421839
,47.0,23933,31642,55575,0.756368118323747
,48.0,22576,32766,55342,0.6890068973936397
,49.0,21530,33288,54818,0.6467796202835857
,50.0,22173,34102,56275,0.6501964694152835
,51.0,22580,33831,56411,0.6674351925748574
,52.0,23130,35886,59016,0.6445410466477177
,53.0,23370,35366,58736,0.6608041621896737
,54.0,22647,36404,59051,0.6221019668168333
,55.0,21960,41831,63791,0.5249695202122827
,56.0,23413,40320,63733,0.5806795634920635
,57.0,23081,41145,64226,0.5609673107303439
,58.0,23055,40062,63117,0.5754830013479107
,59.0,25104,34770,59874,0.7220017256255392
,60.0,24826,33377,58203,0.7438056146448153
,61.0,26556,35440,61996,0.7493227990970655
,62.0,26631,37286,63917,0.7142359062382664
,63.0,25354,38034,63388,0.6666140821370353
,64.0,33921,30707,64628,1.104666688377243
,65.0,22192,38443,60635,0.5772702442577322
,66.0,22974,36055,59029,0.6371931770905561
,67.0,22702,34435,57137,0.6592710904602875
,68.0,25032,34659,59691,0.7222366484895698
,69.0,25981,34347,60328,0.756427053308877
,70.0,24432,37763,62195,0.6469824960940603
,71.0,23380,38721,62101,0.603806719867772
,72.0,23166,39005,62171,0.5939238559159082
,73.0,30107,32496,62603,0.9264832594780896
,74.0,29361,32727,62088,0.8971491429095243
,75.0,29709,31877,61586,0.9319885811086364
,76.0,23953,41686,65640,0.5746053831022405
,77.0,27327,46339,73670,0.5897192429702842
,78.0,40798,34479,75281,1.1832709765364424
,79.0,42342,32744,75088,1.2931224041045688
California,1.0,592801,1684459,2277260,0.35192367401046865
California,2.0,598278,1670171,2268449,0.3582136200424986
California,3.0,210815,2058048,2268864,0.10243444273408589
California,4.0,671674,1700700,2372374,0.3949397306991239
California,5.0,677542,1760001,2437543,0.3849668267233939
California,6.0,688370,1648765,2337142,0.41750643663590625
California,7.0,714306,1810853,2525164,0.3944583022476148
California,8.0,221187,2233716,2454903,0.0990219884712291
California,9.0,244085,2153648,2397737,0.11333560544712971
California,10.0,240004,2167618,2407626,0.11072246124547776
California,11.0,237854,2161390,2399244,0.11004677545468425
California,12.0,233208,2088519,2321729,0.11166190013114556
California,13.0,217697,2051847,2269544,0.10609806676618676
California,14.0,213526,1821870,2035406,0.11720155664235099
California,15.0,233153,1812459,2045621,0.1286390478350131
California,16.0,235886,1879646,2115540,0.12549490701972604
California,17.0,242962,1993225,2236193,0.12189391563922788
California,18.0,242381,2048362,2290743,0.11832918204887613
California,19.0,227118,2059789,2286912,0.11026275021373548
California,20.0,218896,2039558,2258459,0.10732521458080624
California,21.0,255353,1930269,2185629,0.1322888157039252
California,22.0,261624,1852532,2114167,0.1412250908486331
California,23.0,261185,1899258,2160443,0.13751949445520303
California,24.0,260148,1905107,2165268,0.13655296001746883
California,25.0,244618,2136816,2381439,0.11447780248743926
California,26.0,271001,2303084,2574085,0.11766874330245879
California,27.0,265739,2284455,2550203,0.11632490024973134
California,28.0,273514,2366356,2639880,0.11558446827104628
California,29.0,267305,2289379,2556695,0.11675873675787189
California,30.0,244960,2182186,2427157,0.11225440911086405
California,31.0,251405,2275463,2526903,0.11048520674693459
California,32.0,236413,2117866,2354323,0.11162793113445327
California,33.0,236795,2091628,2328423,0.1132108577624702
California,34.0,228062,2044510,2272621,0.11154848839086139
California,35.0,221417,2013325,2234773,0.10997578632361889
California,36.0,234195,1988550,2222768,0.1177717432299917
California,37.0,228870,2132763,2361655,0.10731150155924497
California,38.0,234196,2191358,2425573,0.10687254204926808
California,39.0,237124,2107434,2344580,0.11251787719093456
California,40.0,228242,2109101,2337343,0.10821767188958709
California,41.0,217366,1877531,2094929,0.11577225622373212
California,42.0,227513,1932150,2159708,0.1177512097922004
California,43.0,223069,1924437,2147506,0.11591390105261955
California,44.0,229610,1940848,2170502,0.11830395785759627
California,45.0,233708,1793583,2027338,0.13030230549687413
California,46.0,234151,1831899,2066093,0.1278187279975588
California,47.0,232926,1839502,2072428,0.12662448858441033
California,48.0,214720,2202861,2417619,0.09747324048135583
California,49.0,199056,2319595,2518685,0.08581498063239489
California,50.0,215958,2342634,2558635,0.09218597527398646
California,51.0,218865,2423421,2642326,0.09031241373248808
California,52.0,230723,2129652,2360375,0.10833835762838248
California,53.0,253785,2027945,2281775,0.1251439264871582
California,54.0,244757,1970981,2215789,0.1241802939754366
California,55.0,237603,2071909,2309579,0.11467829909518226
California,56.0,259892,2085484,2345443,0.12461951278456224
California,57.0,254610,2088659,2343355,0.12190118157152507
California,58.0,260037,2066503,2326540,0.12583432010502768
California,59.0,266370,2002929,2269299,0.13299023579967137
California,60.0,257000,1994932,2251932,0.12882644621470807
California,61.0,277473,1854454,2132048,0.14962517269233963
California,62.0,278608,2054869,2333590,0.13558431218729758
California,63.0,291416,1911669,2203176,0.15244061602714695
California,64.0,557827,1664841,2222745,0.33506322826023627
California,65.0,237240,2017311,2254635,0.11760209506615489
California,66.0,243453,1795530,2039054,0.13558837780488212
California,67.0,233693,1726322,1960075,0.13537045811847384
California,68.0,256493,1774814,2031375,0.14451824247498612
California,69.0,272964,1954486,2227504,0.1396602482698776
California,70.0,258005,2056953,2315006,0.12543067342812403
California,71.0,246501,2083858,2330359,0.11829068967271282
California,72.0,245646,2262488,2508191,0.10857339353844087
California,73.0,258759,2095883,2354736,0.12346061302086042
California,74.0,282685,1998470,2281277,0.14145070979299165
California,75.0,292361,1988090,2280572,0.14705621978884256
California,76.0,298026,1881825,2180015,0.15837073054083137
California,77.0,560727,1803942,2365104,0.31083427294225646
California,78.0,602926,1799076,2402453,0.33513092276257367
California,79.0,609921,1778126,2388502,0.3430133747552198
Alaska,1.0,8372,6958,15330,1.2032193158953723
Alaska,2.0,8310,7184,15494,1.15673719376392
Alaska,3.0,8003,7721,15724,1.0365237663515088
Alaska,4.0,8077,7426,15503,1.0876649609480205
Alaska,5.0,7792,8088,15880,0.963402571711177
Alaska,6.0,7500,7664,15164,0.9786012526096033
Alaska,7.0,8470,8047,16517,1.0525661737293401
Alaska,8.0,9868,7740,17608,1.2749354005167959
Alaska,9.0,10397,7217,17614,1.4406262990162118
Alaska,10.0,10332,7174,17506,1.4402007248396989
Alaska,11.0,9716,7302,17018,1.3305943577102164
Alaska,12.0,8269,7551,15820,1.095086743477685
Alaska,13.0,7922,8165,16087,0.9702388242498469
Alaska,14.0,7811,8217,16028,0.9505902397468663
Alaska,15.0,8071,8281,16352,0.9746407438715131
Alaska,16.0,8170,8363,16533,0.9769221571206504
Alaska,17.0,8227,8846,17073,0.9300248699977391
Alaska,18.0,8172,8893,17065,0.9189249971888002
Alaska,19.0,7986,8994,16980,0.8879252835223482
Alaska,20.0,7827,9027,16854,0.867065470255899
Alaska,21.0,7653,8556,16209,0.8944600280504909
Alaska,22.0,7726,8488,16214,0.9102262016965127
Alaska,23.0,7790,8311,16101,0.9373119961496812
Alaska,24.0,7894,8389,16283,0.9409941590177614
Alaska,25.0,8441,8398,16839,1.005120266730174
Alaska,26.0,8966,8283,17249,1.0824580466014728
Alaska,27.0,8935,8388,17323,1.0652122079160706
Alaska,28.0,8910,8352,17262,1.0668103448275863
Alaska,29.0,8709,8493,17202,1.0254327092900035
Alaska,30.0,8375,8480,16855,0.9876179245283019
Alaska,31.0,8428,8398,16826,1.0035722791140749
Alaska,32.0,8170,8346,16516,0.9789120536784088
Alaska,33.0,8463,8277,16740,1.0224719101123596
Alaska,34.0,8326,8572,16898,0.9713019132057863
Alaska,35.0,8172,8889,17061,0.9193385082686466
Alaska,36.0,8275,8889,17164,0.9309258634267071
Alaska,37.0,7999,9111,17110,0.8779497310942816
Alaska,38.0,8167,8959,17126,0.9115972764817502
Alaska,39.0,8196,8885,17081,0.9224535734383793
Alaska,40.0,8127,8905,17032,0.9126333520494104
Alaska,41.0,7830,8581,16411,0.912481062813192
Alaska,42.0,8286,9189,17475,0.9017303297420829
Alaska,43.0,8272,9208,17480,0.8983492615117289
Alaska,44.0,8328,9293,17622,0.8961583987947918
Alaska,45.0,8295,9043,17340,0.9172840871392237
Alaska,46.0,8621,8986,17608,0.9593812597373692
Alaska,47.0,8134,9540,17674,0.8526205450733753
Alaska,48.0,7766,9940,17706,0.7812877263581489
Alaska,49.0,7300,9943,17243,0.7341848536658956
Alaska,50.0,7388,9608,16996,0.7689425478767694
Alaska,51.0,7437,9261,16698,0.8030450275348234
Alaska,52.0,8006,8516,16522,0.9401127289807422
Alaska,53.0,8535,8233,16768,1.0366816470302442
Alaska,54.0,8958,8153,17111,1.0987366613516496
Alaska,55.0,8267,9166,17433,0.9019201396465197
Alaska,56.0,9226,8474,17700,1.0887420344583432
Alaska,57.0,9190,8634,17825,1.0643965716933055
Alaska,58.0,8968,8650,17618,1.0367630057803467
Alaska,59.0,9413,8505,17918,1.1067607289829513
Alaska,60.0,8783,9020,17803,0.9737250554323725
Alaska,61.0,9179,8640,17819,1.0623842592592592
Alaska,62.0,9658,8306,17964,1.1627738983867084
Alaska,63.0,9118,8320,17438,1.0959134615384616
Alaska,64.0,8812,8724,17536,1.010087116001834
Alaska,65.0,7841,9289,17130,0.8441166971686942
Alaska,66.0,8038,8933,16971,0.8998096943915818
Alaska,67.0,7930,8711,16641,0.9103432441740328
Alaska,68.0,9146,8502,17648,1.0757468830863326
Alaska,69.0,9614,8297,17911,1.1587320718331928
Alaska,70.0,9561,8532,18093,1.1206047819971872
Alaska,71.0,9325,8947,18272,1.0422487984799373
Alaska,72.0,8595,9253,17848,0.9288879282394898
Alaska,73.0,8849,9308,18157,0.9506875805758487
Alaska,74.0,9065,9166,18231,0.9889810168012219
Alaska,75.0,8872,9305,18177,0.953465878559914
Alaska,76.0,8685,9632,18317,0.9016818936877077
Alaska,77.0,9610,9309,18920,1.0323343001396499
Alaska,78.0,9773,9160,18933,1.0669213973799128
Alaska,79.0,9921,8929,18850,1.1110986672639713
Arizona,1.0,124645,43549,168194,2.8621782360100116
Arizona,2.0,124128,45681,169809,2.7172785184212254
Arizona,3.0,120619,50571,171190,2.385141681991655
Arizona,4.0,122557,48818,171375,2.5104879347781557
Arizona,5.0,120456,53936,174392,2.233313556808069
Arizona,6.0,116693,51153,167846,2.2812542763865267
Arizona,7.0,126060,54292,180353,2.3218890444264346
Arizona,8.0,132949,52387,185336,2.537824269379808
Arizona,9.0,139693,47711,187405,2.927899226593448
Arizona,10.0,137439,48462,185902,2.8360158474681194
Arizona,11.0,138024,47790,185814,2.888135593220339
Arizona,12.0,131964,47955,179919,2.7518298404754455
Arizona,13.0,130645,53098,183743,2.4604504877773175
Arizona,14.0,129856,52888,182744,2.4553017697776434
Arizona,15.0,132574,51854,184430,2.5566783661819725
Arizona,16.0,134559,52893,187454,2.5439850263740005
Arizona,17.0,135482,52460,187946,2.5825772016774686
Arizona,18.0,135116,53921,189037,2.505814061311919
Arizona,19.0,133708,56063,189773,2.3849597773932896
Arizona,20.0,130311,56546,186859,2.304513139744633
Arizona,21.0,127185,56717,183904,2.2424493538092634
Arizona,22.0,126826,56629,183456,2.2395945540270885
Arizona,23.0,126228,56396,182624,2.2382438470813533
Arizona,24.0,128269,56839,185111,2.2567075423564806
Arizona,25.0,135819,55093,190913,2.465267819868223
Arizona,26.0,145136,51333,196469,2.8273430346950303
Arizona,27.0,146313,51493,197807,2.8414153380071077
Arizona,28.0,146715,50969,197687,2.878514391100473
Arizona,29.0,147358,51493,198852,2.8617093585535898
Arizona,30.0,142716,52540,195257,2.716330414921964
Arizona,31.0,143009,51800,194815,2.760791505791506
Arizona,32.0,137318,53121,190445,2.585004047363566
Arizona,33.0,137306,53758,191064,2.5541500799880947
Arizona,34.0,136630,56524,193162,2.4172033118675254
Arizona,35.0,135705,58289,193997,2.328140815591278
Arizona,36.0,142487,55685,198173,2.5588039867109633
Arizona,37.0,140582,57420,198004,2.4483106931382794
Arizona,38.0,151493,55289,206783,2.7400206189296243
Arizona,39.0,152693,55138,207833,2.769287968370271
Arizona,40.0,150042,56705,206747,2.646010052023631
Arizona,41.0,145826,54890,200719,2.6566952085990163
Arizona,42.0,146488,58683,205171,2.4962595640986316
Arizona,43.0,144886,58989,203875,2.4561528420552983
Arizona,44.0,147890,57980,205870,2.550707140393239
Arizona,45.0,147208,54423,201632,2.7048858019587305
Arizona,46.0,142257,56390,198648,2.522734527398475
Arizona,47.0,140474,56643,197117,2.479988701163427
Arizona,48.0,134920,59903,194825,2.252307897768058
Arizona,49.0,130266,62227,192497,2.0933999710736497
Arizona,50.0,135310,58744,194056,2.3033841754051476
Arizona,51.0,137873,58173,196051,2.370051398415072
Arizona,52.0,140274,54846,195120,2.5575976370200197
Arizona,53.0,145602,51904,197512,2.805217324290999
Arizona,54.0,144137,52369,196512,2.7523343963031563
Arizona,55.0,140765,56445,197214,2.4938435645318453
Arizona,56.0,146682,55213,201897,2.656656946733559
Arizona,57.0,145440,56916,202358,2.555344718532574
Arizona,58.0,145986,56530,202516,2.5824517955068105
Arizona,59.0,154401,53803,208204,2.8697470401278737
Arizona,60.0,153735,53588,207323,2.868832574456968
Arizona,61.0,161805,48679,210491,3.323917911214281
Arizona,62.0,162788,50634,213429,3.214993877631631
Arizona,63.0,159746,50409,210159,3.1689975996349857
Arizona,64.0,158346,52800,211150,2.9989772727272728
Arizona,65.0,149942,58321,208265,2.5709778638912226
Arizona,66.0,151268,56537,207808,2.675557599448149
Arizona,67.0,149499,55479,204979,2.694695290109771
Arizona,68.0,157793,52202,209998,3.022738592391096
Arizona,69.0,162346,50292,212641,3.228068082398791
Arizona,70.0,162148,51475,213625,3.150033997085964
Arizona,71.0,161532,54812,216344,2.9470189009705905
Arizona,72.0,164797,57229,222032,2.8796064932114835
Arizona,73.0,169030,56655,225689,2.983496602241638
Arizona,74.0,170740,57392,228136,2.9749790911625316
Arizona,75.0,172180,56313,228499,3.057553318061549
Arizona,76.0,175499,54540,230041,3.217803447011368
Arizona,77.0,190038,51641,241690,3.679982959276544
Arizona,78.0,191792,50070,241867,3.8304773317355703
Arizona,79.0,191960,49529,241497,3.875709180480123
Arkansas,1.0,33500,7600,41100,4.407894736842105
Arkansas,2.0,33834,7884,41718,4.2914764079147645
Arkansas,3.0,32867,8755,41622,3.7540833809251857
Arkansas,4.0,32852,8297,41149,3.9595034349764977
Arkansas,5.0,33278,8799,42077,3.7820206841686557
Arkansas,6.0,32028,8357,40385,3.832475768816561
Arkansas,7.0,35578,8621,44199,4.126899431620462
Arkansas,8.0,38024,8210,46234,4.63142509135201
Arkansas,9.0,39184,7606,46790,5.151722324480673
Arkansas,10.0,38372,7753,46125,4.949309944537599
Arkansas,11.0,37767,7771,45538,4.859992278985973
Arkansas,12.0,35027,7945,42972,4.408684707363122
Arkansas,13.0,34245,8906,43151,3.8451605659106223
Arkansas,14.0,34278,8955,43233,3.8278056951423785
Arkansas,15.0,34584,8700,43285,3.9751724137931035
Arkansas,16.0,34789,9405,44195,3.698989898989899
Arkansas,17.0,35069,9343,44412,3.7535052980841273
Arkansas,18.0,34815,9523,44338,3.6558857502887747
Arkansas,19.0,34588,10079,44668,3.431689651751166
Arkansas,20.0,34186,9564,43750,3.5744458385612714
Arkansas,21.0,33393,9525,42918,3.505826771653543
Arkansas,22.0,33477,9617,43094,3.4810231881043983
Arkansas,23.0,33231,9690,42921,3.429411764705882
Arkansas,24.0,34030,10002,44032,3.4023195360927816
Arkansas,25.0,35558,9678,45236,3.674106220293449
Arkansas,26.0,37058,9317,46375,3.977460555972953
Arkansas,27.0,37069,9385,46454,3.9498135322322856
Arkansas,28.0,36398,9258,45656,3.9315186865413696
Arkansas,29.0,35635,9530,45165,3.7392444910807976
Arkansas,30.0,34606,9298,43904,3.721875672187567
Arkansas,31.0,34424,9346,43771,3.683286967686711
Arkansas,32.0,33292,9401,42694,3.54132539091586
Arkansas,33.0,33900,9469,43369,3.5801034956172773
Arkansas,34.0,33921,10132,44054,3.347907619423608
Arkansas,35.0,33953,10388,44341,3.2684828648440507
Arkansas,36.0,34971,9839,44810,3.5543246264864314
Arkansas,37.0,34902,9987,44889,3.494743166115951
Arkansas,38.0,34697,10056,44753,3.4503778838504378
Arkansas,39.0,34220,10524,44744,3.251615355378183
Arkansas,40.0,33963,10680,44643,3.180056179775281
Arkansas,41.0,32147,10231,42378,3.142117095103118
Arkansas,42.0,34957,11219,46176,3.1158748551564313
Arkansas,43.0,34647,11194,45841,3.0951402537073434
Arkansas,44.0,34746,11265,46011,3.084420772303595
Arkansas,45.0,33469,10570,44039,3.166414380321665
Arkansas,46.0,32635,10746,43382,3.0369439791550343
Arkansas,47.0,33021,10436,43457,3.1641433499425067
Arkansas,48.0,32236,10802,43038,2.9842621736715422
Arkansas,49.0,31387,11387,42774,2.7563888644945993
Arkansas,50.0,31821,11024,42845,2.886520319303338
Arkansas,51.0,36215,10887,47103,3.3264443832093322
Arkansas,52.0,36875,10281,47156,3.58671335473203
Arkansas,53.0,38338,9650,47988,3.9728497409326424
Arkansas,54.0,38497,9640,48137,3.9934647302904565
Arkansas,55.0,33694,10551,44245,3.1934413799639843
Arkansas,56.0,35518,10331,45850,3.438002129513116
Arkansas,57.0,37043,9846,46890,3.7622384724761324
Arkansas,58.0,36878,9991,46869,3.691122009808828
Arkansas,59.0,38779,9600,48379,4.039479166666666
Arkansas,60.0,38161,9862,48023,3.8694990874062056
Arkansas,61.0,38134,9893,48027,3.854644698271505
Arkansas,62.0,38019,10234,48253,3.714969708813758
Arkansas,63.0,36531,10130,46661,3.6062191510365253
Arkansas,64.0,36137,10373,46511,3.4837559047527233
Arkansas,65.0,33563,11337,44900,2.9604833730263738
Arkansas,66.0,33667,10908,44576,3.0864503116978366
Arkansas,67.0,33112,10652,43765,3.108524220803605
Arkansas,68.0,34272,10476,44748,3.2714776632302405
Arkansas,69.0,34610,10520,45130,3.2899239543726235
Arkansas,70.0,33897,11025,44922,3.074557823129252
Arkansas,71.0,33465,11453,44918,2.921941849297127
Arkansas,72.0,33381,11394,44775,2.9296998420221168
Arkansas,73.0,33703,11217,44920,3.0046358206294017
Arkansas,74.0,34096,11024,45120,3.09288824383164
Arkansas,75.0,34102,10815,44919,3.153213129912159
Arkansas,76.0,34473,11105,45581,3.104277352543899
Arkansas,77.0,38813,10590,49405,3.665061378659112
Arkansas,78.0,38893,10316,49209,3.77016285381931
Arkansas,79.0,39056,9840,48896,3.9691056910569107
Connecticut,1.0,42972,289063,332035,0.14865963475090205
Connecticut,2.0,37456,296574,334030,0.12629562942132486
Connecticut,3.0,19347,330364,349711,0.05856267632066448
Connecticut,4.0,42171,303632,345803,0.1388885229488328
Connecticut,5.0,48280,315189,363469,0.15317793450913578
Connecticut,6.0,48488,287802,336290,0.1684769390066782
Connecticut,7.0,61217,306772,367989,0.19955211036209303
Connecticut,8.0,70372,315367,385739,0.22314319507113933
Connecticut,9.0,22881,360218,383099,0.06351986852406043
Connecticut,10.0,21448,358599,380047,0.05981054046441847
Connecticut,11.0,21174,352643,373817,0.06004372694197815
Connecticut,12.0,21075,349922,370997,0.060227707889186737
Connecticut,13.0,18050,360985,379035,0.05000207764865576
Connecticut,14.0,17008,376107,393115,0.045221173761722064
Connecticut,15.0,18047,385329,403376,0.046835301781075395
Connecticut,16.0,19072,396628,415700,0.04808535958127011
Connecticut,17.0,19886,395842,415728,0.050237215858852775
Connecticut,18.0,20570,410789,431359,0.050074369079989973
Connecticut,19.0,20576,416040,436616,0.04945678300163446
Connecticut,20.0,20938,412185,433124,0.050797578757111495
Connecticut,21.0,20076,441960,462036,0.045424925332609285
Connecticut,22.0,19364,470794,490158,0.04113051568201804
Connecticut,23.0,19739,528758,548497,0.03733087726332273
Connecticut,24.0,17267,720987,738254,0.023949114200394736
Connecticut,25.0,20609,714117,734726,0.02885941659419955
Connecticut,26.0,25556,719503,745059,0.03551896239487535
Connecticut,27.0,24975,683103,708079,0.03656110425514161
Connecticut,28.0,25290,514599,539889,0.04914506246611439
Connecticut,29.0,22464,504050,526514,0.0445670072413451
Connecticut,30.0,19717,440322,460039,0.04477859384722998
Connecticut,31.0,19204,460560,479766,0.041697064443286434
Connecticut,32.0,18136,433515,451652,0.04183476926980612
Connecticut,33.0,18443,434408,452851,0.04245547964125891
Connecticut,34.0,17390,446554,463945,0.038942658670619905
Connecticut,35.0,17109,439001,456110,0.03897257637226339
Connecticut,36.0,112441,327696,440137,0.34312594599873053
Connecticut,37.0,16846,413160,430006,0.04077355019847033
Connecticut,38.0,17157,398812,415969,0.04302027020250143
Connecticut,39.0,18817,368671,387488,0.05104008723224772
Connecticut,40.0,17408,364104,381512,0.04781051567683958
Connecticut,41.0,16947,359174,376121,0.04718325936732614
Connecticut,42.0,16755,388361,405117,0.04314284905023934
Connecticut,43.0,15569,382974,398543,0.04065289027453561
Connecticut,44.0,17097,385854,402954,0.04430950566794695
Connecticut,45.0,18482,355420,373906,0.05200045017162793
Connecticut,46.0,18800,383229,402033,0.0490568302503203
Connecticut,47.0,19115,392671,411786,0.0486794288348261
Connecticut,48.0,17077,398242,415321,0.04288096182723068
Connecticut,49.0,15058,388669,403729,0.03874247753229612
Connecticut,50.0,15799,392137,407938,0.040289490662702064
Connecticut,51.0,15693,384005,399704,0.04086665538209138
Connecticut,52.0,16639,357242,373881,0.046576270427329376
Connecticut,53.0,17627,340593,358225,0.051753852839019
Connecticut,54.0,17379,313384,330767,0.055455926275751154
Connecticut,55.0,16628,315189,331821,0.052755648198382556
Connecticut,56.0,17428,330770,348201,0.05268917979260513
Connecticut,57.0,18658,330433,349095,0.05646530461545911
