"DATA_YEAR","AGENCY_ID","INCIDENT_ID","NIBRS_MONTH_ID","CARGO_THEFT_FLAG","SUBMISSION_DATE","INCIDENT_DATE","REPORT_DATE_FLAG","INCIDENT_HOUR","CLEARED_EXCEPT_ID","CLEARED_EXCEPT_DATE","INCIDENT_STATUS","DATA_HOME","ORIG_FORMAT","DID"
2017,16299,88430908,7492640,"",17-AUG-18,04-JAN-17,"",12,6,,0,"C","F",2031563
2017,16301,88430937,7492641,"",17-AUG-18,25-JAN-17,"",8,6,,0,"C","F",2031648
2017,16315,88430974,7492643,"",17-AUG-18,04-JAN-17,"",14,6,,0,"C","F",2031735
2017,16307,88430997,7492644,"",17-AUG-18,22-JAN-17,"",4,6,,0,"C","F",2031786
2017,16337,88431017,7492645,"",17-AUG-18,28-JAN-17,"",19,6,,0,"C","F",2031811
2017,16303,88431030,7492646,"",17-AUG-18,14-JAN-17,"",22,6,,0,"C","F",2031863
2017,16300,88431116,7469433,"",17-AUG-18,12-JAN-17,"",23,6,,0,"C","F",2032042
2017,16302,88431211,7492648,"",17-AUG-18,11-JAN-17,"",21,6,,0,"C","F",2032207
2017,16302,88431220,7492648,"",17-AUG-18,19-JAN-17,"",13,6,,0,"C","F",2032223
2017,16476,88431295,7469488,"",17-AUG-18,11-JAN-17,"",21,6,,0,"C","F",2032438
2017,16316,88430961,7492642,"",17-AUG-18,17-JAN-17,"",2,6,,0,"C","F",2031696
2017,16307,88430986,7492644,"",17-AUG-18,02-JAN-17,"",13,6,,0,"C","F",2031779
2017,16337,88431016,7492645,"",17-AUG-18,30-JAN-17,"",13,6,,0,"C","F",2031812
2017,16306,88431067,7492647,"",17-AUG-18,26-JAN-17,"",9,6,,0,"C","F",2031941
2017,16300,88431091,7469433,"",17-AUG-18,03-JAN-17,"",14,6,,0,"C","F",2032007
2017,16300,88431127,7469433,"",17-AUG-18,16-JAN-17,"",19,6,,0,"C","F",2032047
2017,16302,88431206,7492648,"",17-AUG-18,09-JAN-17,"",12,6,,0,"C","F",2032206
2017,16302,88431234,7492648,"",17-AUG-18,26-JAN-17,"",16,6,,0,"C","F",2032234
2017,16474,88431246,7492650,"",17-AUG-18,10-JAN-17,"R",14,6,,0,"C","F",2032261
2017,25773,88431261,7492652,"",17-AUG-18,24-JAN-17,"",11,6,,0,"C","F",2032357
2017,16307,88431004,7492644,"",17-AUG-18,29-JAN-17,"",22,6,,0,"C","F",2031798
2017,16300,88431144,7469433,"",17-AUG-18,29-JAN-17,"",2,6,,0,"C","F",2032065
2017,16302,88431210,7492648,"",17-AUG-18,18-JAN-17,"",11,6,,0,"C","F",2032208
2017,16302,88431238,7492648,"",17-AUG-18,30-JAN-17,"",12,6,,0,"C","F",2032239
2017,16476,88431289,7469488,"",17-AUG-18,04-JAN-17,"",2,6,,0,"C","F",2032430
2017,15766,88430900,7492637,"",17-AUG-18,18-JAN-17,"",5,6,,0,"C","F",2031543
2017,16316,88430946,7492642,"",17-AUG-18,03-JAN-17,"",15,6,,0,"C","F",2031685
2017,16315,88430967,7492643,"",17-AUG-18,11-JAN-17,"",15,6,,0,"C","F",2031728
2017,16307,88430995,7492644,"",17-AUG-18,21-JAN-17,"",12,6,,0,"C","F",2031787
2017,16300,88431111,7469433,"",17-AUG-18,15-JAN-17,"",11,6,,0,"C","F",2032031
2017,16300,88431117,7469433,"",17-AUG-18,17-JAN-17,"",13,6,,0,"C","F",2032043
2017,16476,88431292,7469488,"",17-AUG-18,12-JAN-17,"",8,6,,0,"C","F",2032441
2017,16476,88431309,7469488,"",17-AUG-18,28-JAN-17,"",10,6,,0,"C","F",2032457
2017,16300,88431137,7469433,"",17-AUG-18,24-JAN-17,"",17,6,,0,"C","F",2032063
2017,16302,88431225,7492648,"",17-AUG-18,24-JAN-17,"",13,6,,0,"C","F",2032221
2017,16316,88430948,7492642,"",17-AUG-18,22-JAN-17,"",17,6,,0,"C","F",2031690
2017,16315,88430972,7492643,"",17-AUG-18,07-JAN-17,"",13,6,,0,"C","F",2031739
2017,16307,88431001,7492644,"",17-AUG-18,23-JAN-17,"",3,6,,0,"C","F",2031791
2017,16300,88431090,7469433,"",17-AUG-18,03-JAN-17,"",17,4,27-JAN-17,0,"C","F",2032012
2017,16302,88431187,7492648,"",17-AUG-18,26-JAN-17,"R",10,6,,0,"C","F",2032167
2017,16302,88431226,7492648,"",17-AUG-18,17-JAN-17,"",17,6,,0,"C","F",2032220
2017,16476,88431297,7469488,"",17-AUG-18,02-JAN-17,"",16,6,,0,"C","F",2032433
2017,16299,88430909,7492640,"",17-AUG-18,13-JAN-17,"",14,6,,0,"C","F",2031572
2017,16301,88430933,7492641,"",17-AUG-18,30-JAN-17,"",20,6,,0,"C","F",2031657
2017,16301,88430944,7492641,"",17-AUG-18,05-JAN-17,"",17,6,,0,"C","F",2031664
2017,16316,88430950,7492642,"",17-AUG-18,21-JAN-17,"",21,6,,0,"C","F",2031693
2017,16300,88431108,7469433,"",17-AUG-18,09-JAN-17,"",15,6,,0,"C","F",2032026
2017,16473,88431259,7492651,"",17-AUG-18,23-JAN-17,"",8,6,,0,"C","F",2032360
2017,16301,88430920,7492641,"",17-AUG-18,14-JAN-17,"",18,6,,0,"C","F",2031625
2017,16337,88431008,7492645,"",17-AUG-18,02-JAN-17,"",15,6,,0,"C","F",2031802
