"week","state_name","n","year","month_year","quarter","month","mean","std","trump_mean","clinton_mean","mean_diff","candidate","right_1_total","right_1_ratio","left_1_total","left_1_ratio","right_2std_total","right_2std_ratio","left_2std_total","left_2std_ratio","right_5_total","right_5_ratio","left_5_total","left_5_ratio","right_10_total","right_10_ratio","left_10_total","left_10_ratio","population","crime_rate","extreme_1_ratio","extreme_2std_ratio","extreme_5_ratio","extreme_10_ratio","extreme_1_total","extreme_2std_total","extreme_5_total","extreme_10_total","mean_diff_last","mean_diff_last2"
19,"Florida",1,2015,9,3,117,0.189751528367368,0.618996121150286,0.602756341960992,-0.481646095417236,1.08440243737823,"Trump",28356,0.0682331709077784,9350,0.0224989472417734,21799,0.0524550321843229,2338,0.00562593996270228,30502,0.073397100403056,20713,0.0498417854779522,68679,0.165262587980509,32959,0.0793093906033809,20224249,4.94455937523317e-08,0.0907321181495518,0.0580809721470252,0.123238885881008,0.24457197858389,37706,24137,51215,101638,1.1084442768799,1.10473290683917
22,"Florida",1,2015,9,3,117,0.174424950694449,0.633349171775627,0.62181189512082,-0.478259873848519,1.10007176896934,"Trump",32100,0.0815335417814952,8345,0.0211961808774635,23924,0.0607666184916041,1952,0.004958052135747,31579,0.0802102092186242,20487,0.0520366875538159,70835,0.179919888850225,32633,0.0828873541730695,20224249,4.94455937523317e-08,0.102729722658959,0.0657246706273511,0.13224689677244,0.262807243023294,40445,25876,52066,103468,1.08440243737823,1.1084442768799
23,"Florida",1,2015,10,4,118,0.196356716009784,0.635802421377926,0.640341963039153,-0.469944341081062,1.11028630412022,"Trump",34685,0.087793456938556,8102,0.0205074985762197,23025,0.0582800734037841,1987,0.00502942479276087,31847,0.0806100107574511,20450,0.0517623236094412,73184,0.185240777067645,32394,0.0819945579953173,20224249,4.94455937523317e-08,0.108300955514776,0.063309498196545,0.132372334366892,0.267235335062963,42787,25012,52297,105578,1.10007176896934,1.08440243737823
24,"Florida",2,2015,10,4,118,0.192369856029727,0.630062065961737,0.628513426937015,-0.471676383235921,1.10018981017294,"Trump",34286,0.0855432718816975,7776,0.0194010523873324,24067,0.0600469557363593,2001,0.00499247760121556,32897,0.0820777289591146,20434,0.0509826523254566,74820,0.186675249436756,32789,0.0818082698981794,20224249,9.88911875046633e-08,0.10494432426903,0.0650394333375748,0.133060381284571,0.268483519334935,42062,26068,53331,107609,1.11028630412022,1.10007176896934
25,"Florida",1,2015,10,4,118,0.209174624028525,0.614933266084849,0.608437043316848,-0.468917328366589,1.07735437168344,"Trump",34381,0.0821150580496927,7770,0.018557749950441,25232,0.0602637254503897,2040,0.00487230500629339,34255,0.0818141215640099,20646,0.0493105927254576,69671,0.166401157888954,32822,0.0783915661355695,20224249,4.94455937523317e-08,0.100672808000134,0.0651360304566831,0.131124714289467,0.244792724024524,42151,27272,54901,102493,1.10018981017294,1.11028630412022
26,"Florida",1,2015,10,4,118,0.217142925564827,0.61602990907372,0.58999275308339,-0.492413572165276,1.08240632524867,"Trump",37041,0.0859344187751428,8439,0.0195783202409068,25577,0.0593381558006487,1861,0.00431748476932428,35309,0.0819162115637136,20348,0.0472069747910857,72123,0.167323994636204,32385,0.0751325869180907,20224249,4.94455937523317e-08,0.10551273901605,0.063655640569973,0.129123186354799,0.242456581554295,45480,27438,55657,104508,1.07735437168344,1.10018981017294
27,"Florida",1,2015,11,4,119,0.216995692166262,0.616276369118699,0.587871675040337,-0.496310090892699,1.08418176593304,"Trump",36734,0.0850905131976697,8502,0.0196940040073661,25469,0.0589963053474016,1770,0.00410002200576783,34889,0.0808167614458948,20059,0.0464645996687553,71138,0.164783822286052,32152,0.0744767839149419,20224249,4.94455937523317e-08,0.104784517205036,0.0630963273531694,0.12728136111465,0.239260606200994,45236,27239,54948,103290,1.08240632524867,1.07735437168344
28,"Florida",1,2015,11,4,119,0.220818574783662,0.621079725194494,0.594426186529762,-0.500371013801624,1.09479720033139,"Trump",36328,0.0845346383053979,9132,0.0212500087261862,23006,0.053534570822891,1905,0.00443290260878064,33972,0.0790522663650897,19672,0.0457764095117757,70112,0.163149431867101,31562,0.0734442373429577,20224249,4.94455937523317e-08,0.105784647031584,0.0579674734316716,0.124828675876865,0.236593669210059,45460,24911,53644,101674,1.08418176593304,1.08240632524867
29,"Florida",1,2015,11,4,119,0.215911391111229,0.631174538567221,0.60774302265402,-0.50344664358873,1.11118966624275,"Trump",38796,0.0907576707496234,9384,0.0219525204225813,23582,0.0551667025367981,1778,0.00415937567256496,34988,0.0818494015926338,19855,0.0464479212479063,70747,0.165502446966791,31677,0.0741037925645896,20224249,4.94455937523317e-08,0.112710191172205,0.059326078209363,0.12829732284054,0.23960623953138,48180,25360,54843,102424,1.09479720033139,1.08418176593304
31,"Florida",1,2015,12,4,120,0.204473225138046,0.628894055536902,0.612227568472392,-0.485468750523732,1.09769631899612,"Trump",37544,0.0910866395425289,8485,0.0205857163999136,23716,0.0575381084431764,1914,0.00464361357565524,33673,0.0816950887842418,19526,0.0473726220889468,68812,0.166946884727267,30874,0.0749043498091848,20224249,4.94455937523317e-08,0.111672355942442,0.0621817220188316,0.129067710873189,0.241851234536451,46029,25630,53199,99686,1.11118966624275,1.09479720033139
36,"Florida",1,2016,1,1,121,0.164283511941908,0.643852959248116,0.601866500790878,-0.503456161317114,1.10532266210799,"Trump",37618,0.0912703804347826,10584,0.025679347826087,25307,0.0614009122670807,1570,0.00380920031055901,33651,0.0816454774844721,20921,0.0507594138198758,67125,0.162861510093168,32791,0.0795589091614907,20629982,4.84731397245039e-08,0.11694972826087,0.0652101125776398,0.132404891304348,0.242420419254658,48202,26877,54572,99916,1.09769631899612,1.11118966624275
37,"Florida",2,2016,1,1,121,0.178229420514207,0.633238342938316,0.602196762646155,-0.488388308581249,1.0905850712274,"Trump",37098,0.0884709675573065,9511,0.0226817449037021,26587,0.0634044318951455,1532,0.00365349944195896,32947,0.0785717011189438,20535,0.0489716782249525,67363,0.160646659862064,32161,0.0766972555827952,20629982,9.69462794490078e-08,0.111152712461009,0.0670579313371045,0.127543379343896,0.237343915444859,46609,28119,53482,99524,1.10532266210799,1.09769631899612
40,"Florida",1,2016,1,1,121,0.188113299637857,0.622888616627834,0.592298131665857,-0.478946314116921,1.07124444578278,"Trump",39529,0.0907917433236636,10377,0.0238342968572354,25253,0.0580020717486523,1908,0.00438236854616991,33050,0.0759105243453435,21227,0.0487549984955705,67077,0.154065060257567,33126,0.0760850840987549,20629982,4.84731397245039e-08,0.114626040180899,0.0623844402948222,0.124665522840914,0.230150144356322,49906,27161,54277,100203,1.0905850712274,1.10532266210799
42,"Florida",3,2016,2,1,122,0.176042317380239,0.638444469312727,0.602774729245252,-0.482883594107163,1.08565832335242,"Trump",46284,0.104853946635132,11913,0.0269882695156928,27891,0.0631855808832525,1979,0.00448331951410694,34957,0.0791932290321558,22071,0.050000679634085,70152,0.158925634438418,33867,0.0767238918566244,20629982,1.45419419173512e-07,0.131842216150824,0.0676689003973594,0.129193908666241,0.235649526295043,58197,29870,57028,104019,1.07124444578278,1.0905850712274
44,"Florida",2,2016,3,1,123,0.186236669706232,0.662762873895623,0.639919299310331,-0.491180625023049,1.13109992433338,"Trump",52837,0.121588192112887,11305,0.0260149991830761,31429,0.0723242290424501,1088,0.00250369916949905,37049,0.0852569398260758,21587,0.049675876812478,72320,0.166422356560819,33716,0.0775870599253953,20629982,9.69462794490078e-08,0.147603191295963,0.0748279282119492,0.134932816638554,0.244009416486215,64142,32517,58636,106036,1.08565832335242,1.07124444578278
47,"Florida",2,2016,3,1,123,0.200302012040795,0.690536395493005,0.701402853459043,-0.481457959094757,1.1828608125538,"Trump",57270,0.144407154041862,9996,0.0252050621931632,32384,0.0816567361007799,998,0.00251647179559592,36081,0.0909787764097159,20001,0.0504328180197536,70572,0.17794834424729,31690,0.0799068048120589,20629982,9.69462794490078e-08,0.169612216235025,0.0841732078963758,0.141411594429469,0.257855149059349,67266,33382,56082,102262,1.13109992433338,1.08565832335242
48,"Florida",2,2016,3,1,123,0.188711945214921,0.705245444883721,0.724097718606048,-0.482673424910849,1.2067711435169,"Trump",61759,0.157560125621538,9976,0.0254508624362517,37178,0.0948488536141704,595,0.00151796944161685,36475,0.0930553535848315,20593,0.0525370499348166,71638,0.182763520770669,32253,0.0822841485722158,20629982,9.69462794490078e-08,0.18301098805779,0.0963668230557873,0.145592403519648,0.265047669342885,71735,37773,57068,103891,1.1828608125538,1.13109992433338
49,"Florida",1,2016,4,2,124,0.197811141855849,0.715519013660607,0.761379234121669,-0.472606863533113,1.23398609765478,"Trump",64642,0.16760179212213,9255,0.0239960797328411,38300,0.0993030636161872,722,0.00187197942378295,36415,0.0944156935139284,20284,0.0525917321773039,71786,0.186124535894298,32055,0.0831112194312501,20629982,4.84731397245039e-08,0.191597871854971,0.10117504303997,0.147007425691232,0.269235755325548,73897,39022,56699,103841,1.2067711435169,1.1828608125538
50,"Florida",1,2016,4,2,124,0.205154673500182,0.727122211441997,0.769225563166633,-0.486640469348781,1.25586603251541,"Trump",67639,0.17648562967215,9448,0.0246519941031428,38962,0.101660774158198,832,0.0021708783968898,37226,0.097131152887764,20973,0.0547233565119829,72602,0.189435232417059,32498,0.084794718920823,20629982,4.84731397245039e-08,0.201137623775293,0.103831652555087,0.151854509399747,0.274229951337882,77087,39794,58199,105100,1.23398609765478,1.2067711435169
53,"Florida",1,2016,5,2,125,0.218265971781364,0.706752042231401,0.705948949630784,-0.494617616501958,1.20056656613274,"Trump",64062,0.164509990729589,13002,0.0333888873195672,29203,0.0749927454540319,1559,0.00400348218206471,34089,0.0875399000028248,21586,0.0554324351392231,68174,0.175069528082155,32368,0.0831204049192242,20629982,4.84731397245039e-08,0.197898878049156,0.0789962276360966,0.142972335142048,0.258189933001379,77064,30762,55675,100542,1.25586603251541,1.23398609765478
