"week","state_name","n","year","month_year","quarter","month","mean","std","trump_mean","clinton_mean","mean_diff","candidate","right_1_total","right_1_ratio","left_1_total","left_1_ratio","right_2std_total","right_2std_ratio","left_2std_total","left_2std_ratio","right_5_total","right_5_ratio","left_5_total","left_5_ratio","right_10_total","right_10_ratio","left_10_total","left_10_ratio","population","crime_rate","extreme_1_ratio","extreme_2std_ratio","extreme_5_ratio","extreme_10_ratio","extreme_1_total","extreme_2std_total","extreme_5_total","extreme_10_total","mean_diff_last","mean_diff_last2","trump_num","clinton_num","total_num","trump_ratio"
12,"Arizona",2,2015,7,3,115,0.287959058255448,0.534613547566221,0.5455319643278,-0.420837750772431,0.966369715100232,"Trump",12027,0.0668467477031331,873,0.00485218348256716,11147,0.0619556578237985,179,0.000994892145910104,17560,0.0975994753194493,2826,0.0157070681806813,35080,0.194976628371656,5359,0.0297856257538114,6833596,2.92671676815545e-07,0.0716989311857002,0.0629505499697086,0.113306543500131,0.224762254125468,12900,11326,20386,40439,0.982195849787338,0.972010381827193,131964,47955,179919,0.73346339185967
13,"Arizona",3,2015,7,3,115,0.284249499572171,0.556621695862623,0.573070665198572,-0.426380678273722,0.999451343472294,"Trump",14518,0.0790125338108118,1032,0.00561654049405964,13135,0.071485716462668,172,0.000936090082343273,18874,0.102719559384575,2938,0.015989724778631,37242,0.202685272364117,5572,0.0303249647605623,6833596,4.39007515223317e-07,0.0846290743048715,0.0724218065450112,0.118709284163206,0.23301023712468,15550,13307,21812,42814,0.966369715100232,0.982195849787338,130645,53098,183743,0.711020283765912
14,"Arizona",3,2015,8,3,116,0.294394845507319,0.567052888534732,0.588910273670744,-0.428729406489159,1.0176396801599,"Trump",16107,0.0881396926848488,1015,0.00555421792233945,13296,0.0727575187147047,173,0.000946679507945541,19417,0.106252462461148,2862,0.015661252900232,37673,0.206151775160881,5512,0.0301624129930394,6833596,4.39007515223317e-07,0.0936939106071882,0.0737041982226503,0.12191371536138,0.23631418815392,17122,13469,22279,43185,0.999451343472294,0.966369715100232,129856,52888,182744,0.710589677362868
15,"Arizona",5,2015,8,3,116,0.306502624373797,0.56125663013985,0.591221762698952,-0.421417140250662,1.01263890294961,"Trump",15822,0.0857886460987909,1102,0.00597516672992463,11922,0.0646424117551374,161,0.000872959930596974,19130,0.103724990511305,2943,0.0159572737624031,37884,0.205411267147427,5461,0.029610150192485,6833596,7.31679192038862e-07,0.0917638128287155,0.0655153716857344,0.119682264273708,0.235021417339912,16924,12083,22073,43345,1.0176396801599,0.999451343472294,132574,51854,184430,0.718830992788592
16,"Arizona",1,2015,8,3,116,0.321533413247985,0.574150910228927,0.615415828935293,-0.426083361563669,1.04149919049896,"Trump",19148,0.102147726909002,1024,0.00546267350923427,13520,0.0721243611766087,115,0.000613483841369083,20793,0.110923213161629,2975,0.0158705602441132,39552,0.210995764294173,5475,0.0292071654912672,6833596,1.46335838407772e-07,0.107610400418236,0.0727378450179777,0.126793773405742,0.240202929785441,20172,13635,23768,45027,1.01263890294961,1.0176396801599,134559,52893,187454,0.717824106180716
17,"Arizona",1,2015,8,3,116,0.330817040082929,0.56933385549564,0.61895007459429,-0.41327713214052,1.03222720673481,"Trump",19253,0.102438998435721,1058,0.0056292764943122,13540,0.0720419695018782,148,0.000787460227937812,21092,0.11222372383557,3013,0.0160312004511934,39865,0.212108797207709,5539,0.0294712310982942,6833596,1.46335838407772e-07,0.108068274930033,0.072829429729816,0.128254924286763,0.241580028306003,20311,13688,24105,45404,1.04149919049896,1.01263890294961,135482,52460,187946,0.720855990550477
18,"Arizona",6,2015,8,3,116,0.329472787999405,0.575288087534017,0.625436041207915,-0.412156093522097,1.03759213473001,"Trump",20450,0.108179880129287,1022,0.00540634902162011,15283,0.0808466067489433,152,0.000804075392648,21848,0.115575257753773,3056,0.0161661473679756,41107,0.217454783984088,5645,0.029861878891434,6833596,8.78015030446635e-07,0.113586229150907,0.0816506821415913,0.131741405121749,0.247316662875522,21472,15435,24904,46752,1.03222720673481,1.04149919049896,135116,53921,189037,0.71475954442781
19,"Arizona",1,2015,9,3,117,0.319429616456732,0.573137197002286,0.621259330690357,-0.400407973717495,1.02166730440785,"Trump",20294,0.106938289430003,1057,0.00556981235476069,16170,0.0852070631754781,197,0.00103808234048047,21528,0.113440795055145,3069,0.0161719528067744,41690,0.219683516622491,5731,0.0301992380370232,6833596,1.46335838407772e-07,0.112508101784764,0.0862451455159585,0.129612747861919,0.249882754659514,21351,16367,24597,47421,1.03759213473001,1.03222720673481,133708,56063,189773,0.704568089243465
20,"Arizona",2,2015,9,3,117,0.308382385093722,0.573762869042044,0.615638473340872,-0.399679820166701,1.01531829350757,"Trump",18868,0.100974531598692,1199,0.00641660289309051,15520,0.0830572784827062,223,0.00119341321531208,20199,0.108097549489187,3148,0.0168469273623427,39931,0.213695888343617,5835,0.0312267538625381,6833596,2.92671676815545e-07,0.107391134491783,0.0842506916980183,0.12494447685153,0.244922642206155,20067,15743,23347,45766,1.02166730440785,1.03759213473001,130311,56546,186859,0.697376096414944
21,"Arizona",2,2015,9,3,117,0.311755347298429,0.588440149080541,0.632299729689053,-0.407035419082533,1.03933514877159,"Trump",20738,0.112765355837828,1106,0.00601400730816078,16192,0.0880459370106142,153,0.000831955803027667,20012,0.108817643988168,3099,0.016851183226031,39166,0.212969810335827,5807,0.0315762571776579,6833596,2.92671676815545e-07,0.118779363145989,0.0888778928136419,0.125668827214199,0.244546067513485,21844,16345,23111,44973,1.01531829350757,1.02166730440785,127185,56717,183904,0.691583652340351
22,"Arizona",1,2015,9,3,117,0.309662970817419,0.57857523467697,0.626278297084038,-0.399420300179343,1.02569859726338,"Trump",19500,0.106292517006803,1040,0.00566893424036281,15141,0.0825320512820513,173,0.000943005407291122,19193,0.104619091226234,2997,0.0163363422291994,38130,0.20784275248561,5717,0.0311627856270713,6833596,1.46335838407772e-07,0.111961451247166,0.0834750566893424,0.120955433455433,0.239005538112681,20540,15314,22190,43847,1.03933514877159,1.01531829350757,126826,56629,183456,0.691315628815629
