"week","state_name","n","year","month_year","quarter","month","mean","std","trump_mean","clinton_mean","mean_diff","candidate","right_1_total","right_1_ratio","left_1_total","left_1_ratio","right_2std_total","right_2std_ratio","left_2std_total","left_2std_ratio","right_5_total","right_5_ratio","left_5_total","left_5_ratio","right_10_total","right_10_ratio","left_10_total","left_10_ratio","population","crime_rate","extreme_1_ratio","extreme_2std_ratio","extreme_5_ratio","extreme_10_ratio","extreme_1_total","extreme_2std_total","extreme_5_total","extreme_10_total","mean_diff_last","mean_diff_last2","trump_num","clinton_num","total_num","trump_ratio"
63,"North Dakota",0,2016,7,3,127,0.189430811093283,0.629066901234441,0.575016975353791,-0.467347882518888,1.04236485787268,"Trump",1465,0.117784209680013,228,0.0183309213699952,413,0.0332046952886316,13,0.00104518411320148,610,0.049043254542531,373,0.0299887441710886,1353,0.108779546550892,623,0.0500884386557324,754353,0,0.136115131050008,0.0342498794018331,0.0790319987136195,0.158867985206625,1693,426,983,1976,0.965578178555335,0.909739225661163,7837,4601,12438,0.630085222704615
64,"North Dakota",0,2016,7,3,127,0.158806003102128,0.615733330648546,0.560276104189316,-0.447950788798476,1.00822689298779,"Trump",1380,0.105593388935649,237,0.0181345167954702,351,0.0268574489249369,14,0.00107123727905731,553,0.0423138725227638,368,0.0281582370495065,1263,0.0966409059606703,628,0.0480526436605708,754353,0,0.123727905731119,0.0279286862039942,0.0704721095722703,0.144693549621241,1617,365,921,1891,1.04236485787268,0.965578178555335,7865,5204,13069,0.601805799984697
65,"North Dakota",0,2016,7,3,127,0.137422141857119,0.616612479938033,0.585332231920536,-0.419742013177706,1.00507424509824,"Trump",1377,0.108152686145146,225,0.0176720075400566,362,0.0284322965755576,13,0.0010210493245366,540,0.0424128180961357,376,0.0295318881558278,1169,0.0918158969525605,609,0.0478322337417531,754353,0,0.125824693685203,0.0294533459000943,0.0719447062519636,0.139648130694314,1602,375,916,1778,1.00822689298779,1.04236485787268,7058,5674,12732,0.554351240967641
67,"North Dakota",0,2016,8,3,128,0.165438312748415,0.598818736308073,0.590549455050905,-0.379549190226032,0.970098645276937,"Trump",1282,0.106178565512672,130,0.0107669372204737,438,0.0362762961735962,13,0.00107669372204737,529,0.0438131522279278,279,0.0231075037270167,1143,0.0946662249461653,502,0.0415769421898294,754353,0,0.116945502733146,0.0373529898956435,0.0669206559549445,0.136243167135995,1412,451,808,1645,1.00507424509824,1.00822689298779,6783,5291,12074,0.561785655126719
68,"North Dakota",0,2016,8,3,128,0.20866314999315,0.620060203778813,0.629869923036435,-0.391816531874017,1.02168645491045,"Trump",1454,0.120344313855322,189,0.0156431054461182,391,0.0323621916901175,16,0.00132428405893064,544,0.0450256580036418,277,0.0229266677702367,1239,0.102549246813441,526,0.0435358384373448,754353,0,0.13598741930144,0.0336864757490482,0.0679523257738785,0.146085085250786,1643,407,821,1765,0.970098645276937,1.00507424509824,7101,4981,12082,0.587733818904155
69,"North Dakota",0,2016,8,3,128,0.213465238859458,0.58778969094887,0.558730349586145,-0.389781729068421,0.948512078654566,"Trump",1367,0.105178118027237,189,0.0145418173424636,352,0.0270831730399323,33,0.00253904747249365,540,0.0415480495498961,292,0.0224667230899438,1238,0.0952527506347619,529,0.0407017003923982,754353,0,0.119719935369701,0.0296222205124259,0.06401477263984,0.13595445102716,1556,385,832,1767,1.02168645491045,0.970098645276937,8266,4731,12997,0.63599292144341
71,"North Dakota",0,2016,9,3,129,0.18715655024318,0.59917335046319,0.594873478152746,-0.381605210642545,0.97647868879529,"Trump",1403,0.107074715713959,189,0.0144241776692361,356,0.0271693505304129,19,0.00145004960696024,555,0.0423567122033122,297,0.0226665649087995,1301,0.0992902388765931,539,0.041135617797451,754353,0,0.121498893383195,0.0286194001373731,0.0650232771121117,0.140425856674044,1592,375,852,1840,0.948512078654566,1.02168645491045,7632,5471,13103,0.582462031595818
72,"North Dakota",0,2016,9,3,129,0.174307427617718,0.601346483393636,0.596521234855595,-0.391076884818606,0.987598119674201,"Trump",1351,0.102917650643711,159,0.0121124400091415,393,0.0299382951169346,14,0.0010665041517483,617,0.0470023615449074,284,0.0216347985068942,1350,0.102841471775729,541,0.0412127675782738,754353,0,0.115030090652853,0.0310047992686829,0.0686371600518016,0.144054239354003,1510,407,901,1891,0.97647868879529,0.948512078654566,7515,5612,13127,0.572484192884894
74,"North Dakota",0,2016,9,3,129,0.164854159587687,0.634752081147176,0.669885080555111,-0.411597842804923,1.08148292336003,"Trump",1383,0.10834312573443,197,0.0154328241284763,339,0.0265569917743831,20,0.00156678417547983,676,0.0529573051312182,301,0.0235801018409714,1369,0.107246376811594,537,0.0420681551116334,754353,0,0.123775949862906,0.0281237759498629,0.0765374069721896,0.149314531923228,1580,359,977,1906,0.987598119674201,0.97647868879529,6804,5961,12765,0.533019976498237
75,"North Dakota",0,2016,10,4,130,0.176895045723851,0.649248830601752,0.692263397768959,-0.419934229651795,1.11219762742075,"Trump",1520,0.122778675282714,209,0.0168820678513732,331,0.0267366720516963,23,0.0018578352180937,700,0.0565428109854604,328,0.0264943457189015,1410,0.11389337641357,592,0.0478190630048465,754353,0,0.139660743134087,0.02859450726979,0.0830371567043619,0.161712439418417,1729,354,1028,2002,1.08148292336003,0.987598119674201,6643,5736,12380,0.536591276252019
77,"North Dakota",0,2016,10,4,130,0.207406252482864,0.643977546680512,0.637769137551954,-0.470694897148959,1.10846403470091,"Trump",1743,0.120456116102281,251,0.0173462335867312,273,0.0188666205943331,18,0.00124395300621977,708,0.0489288182446441,336,0.0232204561161023,1523,0.105252246026261,614,0.0424326192121631,754353,0,0.137802349689012,0.0201105736005529,0.0721492743607464,0.147684865238424,1994,291,1044,2137,1.11219762742075,1.08148292336003,8852,5618,14470,0.611748445058742
79,"North Dakota",0,2016,11,4,131,0.213953971750034,0.65727745145285,0.643397202353383,-0.502932704328028,1.14632990668141,"Trump",1793,0.125270732900161,268,0.0187242367078879,267,0.0186543701530078,24,0.00167679731712429,761,0.0531684482638161,343,0.0239642283239013,1555,0.108642492838678,609,0.0425487319220289,754353,0,0.143994969608049,0.020331167470132,0.0771326765877175,0.151191224760707,2061,291,1104,2164,1.10846403470091,1.14632990668141,8951,5362,14313,0.625375532732481
1,"Ohio",7,2015,5,2,113,0.0470160460431174,0.505204954628788,0.412719795598614,-0.406561614114059,0.819281409712673,"Trump",5011,0.0268961778550687,1665,0.00893676633979035,5925,0.031802006344299,389,0.00208792919289997,8107,0.0435137325625708,5298,0.028436629470396,17738,0.0952074242253461,10005,0.0537011094472087,11617850,6.02521120517135e-07,0.0358329441948591,0.033889935537199,0.0719503620329667,0.148908533672555,6676,6314,13405,27743,0.819281409712673,0.819281409712673,103146,83163,186309,0.553628649179589
2,"Ohio",14,2015,5,2,113,0.0334664660744617,0.491362564603103,0.381727457636091,-0.410652013525914,0.792379471162005,"Trump",4476,0.0231947143412359,1566,0.00811504080839487,5159,0.0267340329058168,351,0.00181888845705402,7552,0.0391346029278404,4998,0.0258997279440342,17708,0.0917631817592953,10369,0.0537323487498381,11617850,1.20504224103427e-06,0.0313097551496308,0.0285529213628708,0.0650343308718746,0.145495530509133,6042,5510,12550,28077,0.819281409712673,0.792379471162005,108160,84815,192975,0.56048710972924
3,"Ohio",8,2015,5,2,113,0.0302253043256665,0.490406184166726,0.409348665790525,-0.397007819369981,0.806356485160506,"Trump",4178,0.0215131277451379,1350,0.00695134572904169,5537,0.0285108157790399,329,0.00169406869989238,7705,0.0396741621053824,4772,0.0245717198659163,18037,0.0928751280849815,10735,0.0552760714083426,11617850,6.88595566305297e-07,0.0284644734741796,0.0302048844789323,0.0642458819712987,0.148151199493324,5528,5866,12477,28772,0.792379471162005,0.819281409712673,102897,91310,194207,0.529831571467558
4,"Ohio",9,2015,5,2,113,0.040079642340609,0.494947090650729,0.408436792074467,-0.403598002504612,0.812034794579079,"Trump",4570,0.0231900825607534,1485,0.00753550822816606,5005,0.025397453657893,504,0.00255750582289272,8127,0.0412397813941451,5014,0.0254431234047304,17995,0.0913141215931638,10806,0.0548341427027356,11617850,7.7467001209346e-07,0.0307255907889195,0.0279549594807857,0.0666829047988755,0.146148264295899,6055,5509,13141,28801,0.806356485160506,0.792379471162005,107673,89394,197067,0.546377627913349
5,"Ohio",5,2015,6,2,114,0.0337290205879841,0.506704269839129,0.427214918665224,-0.421670627543366,0.84888554620859,"Trump",4452,0.0216790027269186,1214,0.00591156992598364,5047,0.0245763537202961,286,0.00139267627580834,7991,0.0389121542656798,5488,0.0267238021036229,18906,0.092062719127386,11610,0.0565348656018699,11617850,4.30372228940811e-07,0.0275905726529022,0.0259690299961044,0.0656359563693027,0.148597584729256,5666,5333,13479,30516,0.812034794579079,0.806356485160506,110169,95191,205360,0.536467666536813
6,"Ohio",6,2015,6,2,114,0.0516025190845129,0.528447877890155,0.465228878713177,-0.425917605321686,0.891146484034864,"Trump",4865,0.0251396503702479,1392,0.00719309215115828,4752,0.0245557283780921,262,0.00135387222960019,7940,0.0410295629886471,5415,0.0279817485621567,18701,0.0966365059761574,10912,0.0563872281274707,11617850,5.16446674728973e-07,0.0323327425214062,0.0259096006076923,0.0690113115508038,0.153023734103628,6257,5014,13355,29613,0.84888554620859,0.812034794579079,103697,89822,193519,0.535849193102486
7,"Ohio",7,2015,6,2,114,0.062945018703225,0.53556518091092,0.481520696391914,-0.431353067851924,0.912873764243838,"Trump",5514,0.0264017237251616,1709,0.00818290639214747,4929,0.0236006703375628,283,0.00135503950203495,8404,0.0402394062724443,5960,0.0285372276753651,19544,0.0935791237730429,11571,0.0554033995690687,11617850,6.02521120517135e-07,0.0345846301173091,0.0249557098395978,0.0687766339478094,0.148982523342112,7223,5212,14364,31115,0.891146484034864,0.84888554620859,113087,95763,208850,0.541474742638257
8,"Ohio",14,2015,6,2,114,0.0753557416351275,0.54336419200289,0.486668150066862,-0.443849315177014,0.930517465243876,"Trump",6113,0.0288939201293207,1773,0.0083803239635671,4572,0.0216101754999598,249,0.00117693213024716,9111,0.0430643720428989,6451,0.0304915227800177,19832,0.0937386265343839,11456,0.0541483312614916,11617850,1.20504224103427e-06,0.0372742440928878,0.022787107630207,0.0735558948229166,0.147886957795876,7886,4821,15562,31288,0.912873764243838,0.891146484034864,118049,93518,211567,0.55797454234356
9,"Ohio",9,2015,6,2,114,0.0884706284277761,0.52905016179185,0.461438113413047,-0.43834758582669,0.899785699239737,"Trump",5632,0.0265185045672851,2026,0.00953950466145588,4192,0.0197382051040588,366,0.00172332611357002,8695,0.0409407665505226,6007,0.0282842075525002,19370,0.0912044448629814,10827,0.0509793765891327,11617850,7.7467001209346e-07,0.0360580092287409,0.0214615312176288,0.0692249741030229,0.142183821452114,7658,4558,14702,30197,0.930517465243876,0.912873764243838,124347,88033,212380,0.585492984273472
10,"Ohio",8,2015,7,3,115,0.0771561408001383,0.514124311373699,0.426194285707446,-0.433051596191808,0.859245881899254,"Trump",5447,0.0250447144939331,2218,0.0101981231407277,4373,0.0201065791228143,400,0.0018391565628003,8464,0.0389165528688543,6108,0.0280839207139606,18869,0.0867576129586971,10699,0.049192840163501,11617850,6.88595566305297e-07,0.0352428376346607,0.0219457356856146,0.0670004735828149,0.135950453122198,7665,4773,14572,29568,0.899785699239737,0.930517465243876,129143,88348,217491,0.593785489974298
11,"Ohio",11,2015,7,3,115,0.0712859654237336,0.521778275260409,0.425572159018809,-0.452491066921041,0.87806322593985,"Trump",5803,0.0267439073848763,2019,0.00930483353611326,4424,0.020388600081112,343,0.0015807617151495,8311,0.0383023633078937,6524,0.0300667330310069,19066,0.0878682299155698,11752,0.0541606754415072,11617850,9.46818903669784e-07,0.0360487409209896,0.0219693617962615,0.0683690963389006,0.142028905357077,7822,4767,14835,30818,0.859245881899254,0.899785699239737,129434,87550,216984,0.596514028684143
12,"Ohio",5,2015,7,3,115,0.0667334933128583,0.509137105805311,0.416293364123116,-0.437037598296078,0.853330962419194,"Trump",5266,0.0247478687507637,1955,0.00918763452482776,4675,0.0219704303854577,321,0.0015085578938464,7587,0.0356555412480144,6477,0.030439032643125,18353,0.0862509751581401,11321,0.0532036882125704,11617850,4.30372228940811e-07,0.0339355032755914,0.0234789882793041,0.0660945738911395,0.13945466337071,7221,4996,14064,29674,0.87806322593985,0.859245881899254,125620,87166,212786,0.590358388239828
13,"Ohio",5,2015,7,3,115,0.0451380143891594,0.524365525426562,0.434939870337029,-0.443087583364767,0.878027453701797,"Trump",6341,0.0295331333718352,2156,0.0100415447957226,5738,0.0267246679210835,277,0.0012901242617881,8051,0.0374974383814297,6431,0.0299523073197086,18614,0.0866944873968366,11329,0.0527646850606405,11617850,4.30372228940811e-07,0.0395746781675578,0.0280147921828716,0.0674497457011383,0.139459172457477,8497,6015,14482,29943,0.853330962419194,0.87806322593985,119388,95320,214708,0.556048214318982
14,"Ohio",4,2015,8,3,116,0.0446482467854116,0.5301181853611,0.441031524787888,-0.442956623685662,0.883988148473549,"Trump",6837,0.0319650287530974,2105,0.00984150731684511,5652,0.0264247977932582,272,0.00127168170554958,8058,0.0376735705269064,6288,0.029398288840058,18300,0.0855579971013138,11022,0.0515311608770864,11617850,3.44297783152649e-07,0.0418065360699425,0.0276964794988078,0.0670718593669643,0.1370891579784,8942,5924,14346,29322,0.878027453701797,0.853330962419194,117981,95909,213890,0.551596615082519
15,"Ohio",9,2015,8,3,116,0.0516331891106493,0.518693012316133,0.414671822049908,-0.435188468085286,0.849860290135194,"Trump",6478,0.0292050439337995,2198,0.00990933722854142,4961,0.0223658880758844,252,0.00113610235741239,7852,0.0353995067873099,6088,0.0274467902854232,17999,0.0811456600439113,10831,0.0488298596552921,11617850,7.7467001209346e-07,0.0391143811623409,0.0235019904332968,0.0628462970727331,0.129975519699203,8676,5213,13940,28830,0.883988148473549,0.878027453701797,127059,94752,221811,0.572825513612941
16,"Ohio",7,2015,8,3,116,0.0443200636801816,0.527304964668094,0.417372094906504,-0.441437756712998,0.858809851619501,"Trump",7861,0.0346897078227255,2080,0.0091788057844128,5165,0.0227925634021597,171,0.000754603744776245,8423,0.0371697505394755,6197,0.0273466631951952,18840,0.0831387985472775,11021,0.0486344319951988,11617850,6.02521120517135e-07,0.0438685136071383,0.0235471671469359,0.0645164137346707,0.131773230542476,9941,5336,14620,29861,0.849860290135194,0.883988148473549,128174,98435,226609,0.565617429140061
17,"Ohio",13,2015,8,3,116,0.0629835478920135,0.510849211036671,0.399793972354229,-0.422247273799813,0.822041246154042,"Trump",7616,0.0321979225237489,2052,0.00867517555393025,5013,0.0211933016821893,246,0.00104000642605597,8348,0.0352925757915252,6095,0.0257676388894761,19005,0.0803468379154213,10902,0.0460900408815534,11617850,1.11896779524611e-06,0.0408730980776792,0.0222333081082452,0.0610602146810013,0.126436878796975,9668,5259,14443,29907,0.858809851619501,0.849860290135194,139622,96915,236537,0.590275517149537
18,"Ohio",10,2015,8,3,116,0.0682239900061266,0.516165195024338,0.412908874620042,-0.424169326346188,0.83707820096623,"Trump",8017,0.0339221867264688,1995,0.00844140732434891,5603,0.0237078722999133,293,0.00123976558698458,8651,0.0366048194300463,6055,0.0256204117037256,19693,0.0833266338037108,10894,0.046095584657372,11617850,8.60744457881622e-07,0.0423635940508177,0.0249476378868978,0.062225231133772,0.129422218461083,10012,5896,14706,30587,0.822041246154042,0.858809851619501,139019,97316,236335,0.588228573846447
19,"Ohio",5,2015,9,3,117,0.0686526102256853,0.509492454998221,0.412751665178198,-0.415184076333622,0.827935741511819,"Trump",7722,0.0321098437753392,2234,0.00928948342322038,5406,0.0224793855800937,320,0.00133063325668331,8353,0.0347336862283616,6344,0.0263798043137467,20280,0.084328882642305,11334,0.0471293666601521,11617850,4.30372228940811e-07,0.0413993271985596,0.023810018836777,0.0611134905421083,0.131458249302457,9956,5726,14697,31614,0.83707820096623,0.822041246154042,140538,99949,240487,0.584389176961748
20,"Ohio",8,2015,9,3,117,0.0692462910471973,0.503806623401903,0.404013156364141,-0.412488945966394,0.816502102330534,"Trump",7086,0.029602830775915,2213,0.00924514034816538,5354,0.0223671402729677,374,0.00156244125179117,7834,0.0327277132794973,6289,0.0262732434024456,19795,0.0826965897839737,11278,0.0471155412772748,11617850,6.88595566305297e-07,0.0388479711240804,0.0239295815247588,0.0590009566819429,0.129812131061249,9299,5728,14123,31073,0.827935741511819,0.83707820096623,141227,98141,239369,0.589997033868212
21,"Ohio",6,2015,9,3,117,0.0638784397859907,0.522241670680326,0.425862706627575,-0.424075685585555,0.84993839221313,"Trump",8298,0.0361412723923014,2056,0.00895474283424579,5903,0.025710042291125,233,0.00101481278228564,8005,0.034865134430028,6229,0.0271299091023916,19525,0.0850395689876698,11301,0.0492205976506866,11617850,5.16446674728973e-07,0.0450960152265472,0.0267248550734106,0.0619950435324196,0.134260166638356,10354,6136,14234,30826,0.816502102330534,0.827935741511819,131814,97785,229599,0.574105287915017
22,"Ohio",7,2015,9,3,117,0.0592162463916317,0.506427583342747,0.401206022169511,-0.411212286225271,0.812418308394782,"Trump",7420,0.0314805622377504,1912,0.00811197237177611,5685,0.024119541283236,221,0.000937628605733535,7243,0.0307296108204887,6232,0.0264402781490108,19137,0.0811918489951252,11435,0.0485148556858053,11617850,6.02521120517135e-07,0.0395925346095265,0.0250571698889695,0.0571698889694995,0.12970670468093,9332,5906,13475,30572,0.84993839221313,0.816502102330534,136482,99219,235701,0.579047182659386
23,"Ohio",4,2015,10,4,118,0.0678463363361581,0.51604348694393,0.426282548837327,-0.401800176425758,0.828082725263085,"Trump",8923,0.038923762121417,1839,0.00802205519906824,5399,0.0235514279607229,229,0.000998939989443516,8233,0.0359138556030064,6138,0.0267750814637742,18819,0.082091928652129,11308,0.0493275694350536,11617850,3.44297783152649e-07,0.0469458173204853,0.0245503679501664,0.0626889370667807,0.131419498087183,10762,5628,14371,30127,0.812418308394782,0.84993839221313,130015,99228,229243,0.567149269552396
24,"Ohio",6,2015,10,4,118,0.0631516783033784,0.508216418911341,0.40969193680457,-0.406458337632541,0.816150274437111,"Trump",8841,0.0375020678948194,1786,0.00757591825134572,5733,0.0243184430766881,292,0.00123861597390423,8546,0.036250726414334,6222,0.026392700649425,18201,0.0772056484281878,11601,0.0492095339495306,11617850,5.16446674728973e-07,0.0450779861461652,0.0255570590505924,0.062643427063759,0.126415182377718,10627,6025,14768,29802,0.828082725263085,0.812418308394782,135648,100099,235747,0.575396505575893
25,"Ohio",4,2015,10,4,118,0.0699465786989633,0.506634851444849,0.402466018801124,-0.412008691220229,0.814474710021353,"Trump",8970,0.0370385663556033,1927,0.00795689156825502,6292,0.0259806755305971,301,0.00124287719877777,8932,0.0368816582707077,6470,0.0267156660335288,19169,0.0791518705095384,11893,0.0491081014121728,11617850,3.44297783152649e-07,0.0449954579238583,0.0272235527293748,0.0635973243042365,0.128259971921711,10897,6593,15402,31062,0.816150274437111,0.828082725263085,143307,98873,242180,0.591737550582212
26,"Ohio",5,2015,10,4,118,0.0706445370679839,0.528370260180844,0.424471309310927,-0.436584551934612,0.861055861245539,"Trump",10347,0.0429172266188841,2089,0.00866474209015645,6749,0.027993463076336,291,0.00120700811308546,9843,0.0408267383405505,6536,0.0271099829110879,20457,0.084851426011647,12146,0.0503791083901581,11617850,4.30372228940811e-07,0.0515819687090405,0.0292004711894215,0.0679367212516384,0.135230534401805,12436,7040,16379,32603,0.814474710021353,0.816150274437111,142022,99070,241092,0.589078028304548
27,"Ohio",3,2015,11,4,119,0.0646058979609319,0.525710474406563,0.409140657521602,-0.44081436101314,0.849955018534742,"Trump",9907,0.0405893173931391,2415,0.00989433748909165,6378,0.0261308838531787,287,0.00117584880305147,8829,0.0361727145719214,6480,0.02654878133719,19820,0.0812032169912201,12445,0.0509875900835385,11617850,2.58223337364487e-07,0.0504836548822307,0.0273067326562302,0.0627214959091114,0.132190807074759,12322,6665,15309,32265,0.861055861245539,0.814474710021353,145140,98939,244079,0.594643537543172
28,"Ohio",6,2015,11,4,119,0.0656874611224235,0.532608229590859,0.417622479628803,-0.442959239799747,0.86058171942855,"Trump",9350,0.0387102650514619,2537,0.01050352325514,6123,0.025350048439583,283,0.00117165828979291,8537,0.0353443350528695,6378,0.0264057829409865,20035,0.0829476107279186,11769,0.0487252523412465,11617850,5.16446674728973e-07,0.0492137883066019,0.0265217067293759,0.061750117993856,0.131672863069165,11887,6406,14915,31804,0.849955018534742,0.861055861245539,142761,98777,241538,0.591049855509278
29,"Ohio",5,2015,11,4,119,0.0607710693381531,0.541795167448681,0.431128115004154,-0.448957373273199,0.880085488277353,"Trump",9935,0.0413780752427083,2620,0.0109119836070353,6043,0.0251683652432498,265,0.00110369299842151,8863,0.0369133246981504,6414,0.0267135354410399,19549,0.0814192242495929,12130,0.0505199851730299,11617850,4.30372228940811e-07,0.0522900588497437,0.0262720582416713,0.0636268601391903,0.131939209422623,12555,6308,15277,31679,0.86058171942855,0.849955018534742,139063,101040,240103,0.579180601658455
30,"Ohio",1,2015,11,4,119,0.0611433978052568,0.533387778585715,0.426859901019766,-0.441424404357915,0.868284305377681,"Trump",9417,0.0399511270061473,2586,0.0109709689325578,5525,0.023439521791331,243,0.00103091471408026,8383,0.0355644364120774,6245,0.0264940839071243,18372,0.0779422433213272,11691,0.0495984523551947,11617850,8.60744457881622e-08,0.0509220959387051,0.0244704365054112,0.0620585203192017,0.127540695676522,12003,5768,14628,30063,0.880085488277353,0.86058171942855,136432,99281,235713,0.578805581363777
31,"Ohio",2,2015,12,4,120,0.0645350035004878,0.532233317768772,0.435526385946135,-0.433686598759299,0.869212984705433,"Trump",9329,0.0399416010891996,2388,0.0102240908351387,5817,0.0249051659916255,374,0.00160126045742959,8410,0.0360069530667991,6278,0.0268789121704358,18664,0.0799088908488393,11601,0.0496690442958307,11617850,1.72148891576324e-07,0.0501656919243383,0.0265064264490551,0.0628858652372349,0.12957793514467,11717,6191,14688,30265,0.868284305377681,0.880085488277353,133877,99689,233566,0.573187022083694
32,"Ohio",2,2015,12,4,120,0.0593236701481588,0.529205896637244,0.435575161829515,-0.429836373354689,0.865411535184204,"Trump",8761,0.0385208960801987,2258,0.00992811132851144,5802,0.0255105854419944,306,0.0013454393562996,8068,0.0354738716556379,6388,0.0280871457779146,17907,0.0787345835073757,11462,0.0503968166728956,11617850,1.72148891576324e-07,0.0484490074087102,0.026856024798294,0.0635610174335524,0.129131400180271,11019,6108,14456,29369,0.869212984705433,0.868284305377681,128554,98881,227435,0.565234022907644
33,"Ohio",3,2015,12,4,120,0.0564124202983865,0.527122653670794,0.427031173347359,-0.433040004622282,0.860071177969641,"Trump",8983,0.039195238801672,2560,0.0111699667518958,5705,0.0248924454373304,396,0.00172785423193389,8230,0.0359096978000401,6350,0.0277067534666166,17525,0.0764662762995995,11757,0.0512989449617341,11617850,2.58223337364487e-07,0.0503652055535678,0.0266202996692643,0.0636164512666568,0.127765221261334,11543,6101,14580,29282,0.865411535184204,0.869212984705433,130426,98760,229186,0.569083626399518
34,"Ohio",3,2015,12,4,120,0.0484691979458129,0.525341077476887,0.415823586083168,-0.435107971888964,0.850931557972133,"Trump",9950,0.0420745501828869,2568,0.0108590396853923,6150,0.0260058777512316,299,0.00126435080449077,8455,0.035752796160433,6426,0.0271729708015308,17649,0.0746305262490221,11834,0.0500412288305812,11617850,2.58223337364487e-07,0.0529335898682792,0.0272702285557224,0.0629257669619638,0.124671755079603,12518,6449,14881,29483,0.860071177969641,0.865411535184204,134392,102092,236485,0.568289743535531
35,"Ohio",8,2015,12,4,120,0.0429410275989575,0.528435734697303,0.42075777515879,-0.440640018409232,0.861397793568021,"Trump",9674,0.0406892867808187,2620,0.011019839917898,6246,0.0262709618806072,273,0.00114825049526189,8123,0.0341657097912539,6651,0.0279744104175342,17642,0.0742030594776932,12029,0.0505945245696164,11617850,6.88595566305297e-07,0.0517091266987167,0.0274192123758691,0.0621401202087881,0.12479758404731,12294,6519,14774,29671,0.850931557972133,0.860071177969641,133472,104280,237753,0.561389341038809
36,"Ohio",5,2016,1,1,121,0.04510126984546,0.534268488189634,0.423225344813929,-0.450545173201464,0.873770518015393,"Trump",9677,0.0407080688381563,3284,0.0138147461056635,6014,0.025298989975475,230,0.000967537029324785,8539,0.0359208638843667,6756,0.0284203485657315,18193,0.0765321790195905,12666,0.0532818435366423,11635003,4.29737749100709e-07,0.0545228149438197,0.0262665270047998,0.0643412124500982,0.129814022556233,12961,6244,15295,30859,0.861397793568021,0.850931557972133,134845,102872,237717,0.567250133562177
37,"Ohio",3,2016,1,1,121,0.0558312674439704,0.540195517577335,0.448038240844618,-0.437468383468514,0.885506624313132,"Trump",10465,0.0440012782024437,2888,0.0121429232153519,7517,0.031606078188989,257,0.00108058561854066,9176,0.0385815316565336,6694,0.0281456814416778,19682,0.0827551990043476,12505,0.0525786893379416,11635003,2.57842649460426e-07,0.0561442014177956,0.0326866638075296,0.0667272130982114,0.135333888342289,13353,7774,15870,32187,0.873770518015393,0.861397793568021,132493,105341,237834,0.557081830184078
38,"Ohio",6,2016,1,1,121,0.0576758295660673,0.556446738339317,0.47160215662647,-0.447048893188511,0.918651049814981,"Trump",11315,0.048463017770487,3283,0.0140613422307122,7753,0.0332066970194066,269,0.00115214774902881,9512,0.0407406296980002,6923,0.0296517429982397,21270,0.091101050638821,12217,0.0523263533452974,11635003,5.15685298920851e-07,0.0625243600011993,0.0343588447684354,0.0703923726962399,0.143427403984118,14598,8022,16435,33487,0.885506624313132,0.873770518015393,128276,105199,233477,0.549416002432788
39,"Ohio",7,2016,1,1,121,0.0678699925979166,0.547928259109562,0.477067125085438,-0.429936615787982,0.907003740873421,"Trump",10760,0.0459342235579386,3184,0.0135924319524606,7034,0.0300280045080428,430,0.00183566135036372,9861,0.0420964106417131,6779,0.0289394146374782,20620,0.0880263652197671,12382,0.0528585089307059,11635003,6.01632848740993e-07,0.0595266555103992,0.0318636658584065,0.0710358252791913,0.140884874150473,13944,7464,16640,33002,0.918651049814981,0.885506624313132,128566,105681,234248,0.548845667839213
40,"Ohio",6,2016,1,1,121,0.0659491628116688,0.552664727892787,0.485328543520924,-0.43165811449655,0.916986658017474,"Trump",11326,0.0479846123863511,3030,0.0128371336332901,7353,0.031152291619004,346,0.0014658905072998,9540,0.0404179058949134,6868,0.0290975029021243,20145,0.0853478736114289,12725,0.0539117245820517,11635003,5.15685298920851e-07,0.0608217460196412,0.0326181821263038,0.0695154087970377,0.139259598193481,14356,7699,16408,32870,0.907003740873421,0.918651049814981,128085,107949,236034,0.542654871755764
41,"Ohio",2,2016,2,1,122,0.0587738475272525,0.551803954269837,0.473577201737219,-0.436015149644587,0.909592351381806,"Trump",11006,0.0483801485779595,3149,0.0138423666974373,6185,0.0271880082640995,267,0.00117367796386654,8669,0.0381071695459141,6510,0.0286166424897798,18096,0.0795463536858763,12025,0.0528594663501692,11635003,1.71895099640284e-07,0.0622225152753967,0.0283616862279661,0.0667238120356939,0.132405820036046,14155,6452,15179,30121,0.916986658017474,0.907003740873421,123746,103741,227490,0.543962371972394
42,"Ohio",8,2016,2,1,122,0.0628518682802464,0.528691415054256,0.428032911294025,-0.427697459812729,0.855730371106754,"Trump",11379,0.0436991635751976,3298,0.0126654223983656,6615,0.0254038111477223,188,0.000721982841386514,8403,0.0322703288094196,6683,0.0256649538775855,19497,0.0748749971197493,12415,0.0476777498713488,11635003,6.87580398561135e-07,0.0563645859735631,0.0261257939891088,0.0579352826870051,0.122552746991098,14677,6803,15086,31912,0.909592351381806,0.916986658017474,149271,111122,260394,0.57325053572663
