Week,immigration_reaction_amount,immigration_reaction_ratio,race_reaction_amount,race_reaction_ratio,immigration_user_amount,immigration_user_ratio,race_user_amount,race_user_ratio,immigration_post_amount,immigration_post_ratio,race_post_amount,race_post_ratio,related_reaction_amount,related_reaction_ratio,related_user_amount,related_user_ratio,related_post_amount,related_post_ratio,std_whole_x,std_whole_y,std_all,std_new,std_quit
2015-07-19,3692450.0,0.03687240887308863,2421239.0,0.024178232443897208,1381672.0,0.12839376397147978,1164769.0,0.10823775546388473,4949,0.035034687809712584,3443,0.024373495681721646,6113689.0,0.06105064131698584,2546441.0,0.2366315194353645,8392,0.05940818349143423,1.0044949709389863,1.0044949709389863,1.0048109502658034,1.004521599804277,1.0046993714928232
2015-11-22,3549714.0,0.0386747224941353,2337492.0,0.025467362844516853,1533758.0,0.14050504601716649,1160238.0,0.1062874935816897,4446,0.03131868131868132,4162,0.029318117779656237,5887206.0,0.06414208533865215,2693996.0,0.24679253959885616,8608,0.06063679909833755,1.0073811976173075,1.0073811976173075,1.0098532887809035,1.0080177704565878,1.0085827084280787
2015-08-09,1419778.0,0.016288117515988482,2615829.0,0.030009572027268092,819490.0,0.07923204598782684,1237909.0,0.119686711023618,2376,0.01680636604774536,4575,0.032360742705570295,4035607.0,0.046297689543256575,2057399.0,0.19891875701144485,6951,0.049167108753315654,1.002901655817818,1.002901655817818,1.0033395653570276,1.003168260501181,1.002855422994418
2016-05-15,882805.0,0.012094863416774631,793297.0,0.010868559720365273,534307.0,0.05078023575102253,501185.0,0.04763233956297826,2221,0.014843676901073345,2196,0.014676593640142756,1676102.0,0.022963423137139904,1035492.0,0.09841257531400079,4417,0.0295202705412161,1.0105705051360516,1.0105705051360516,1.0193941366738455,1.0114684277915864,1.0163148116218104
2016-10-16,1525303.0,0.014256864791209219,1198460.0,0.011201893773022541,1049450.0,0.08639208398418607,741636.0,0.06105243660745707,2314,0.013494521131113794,2824,0.01646868093097034,2723763.0,0.02545875856423176,1791086.0,0.14744452059164315,5138,0.02996320206208413,1.0167528604075482,1.0167528604075482,1.0245679069050577,1.0185574277390554,1.0205254650957076
2016-07-10,1231591.0,0.014135480341329585,6541143.0,0.07507540919536243,719923.0,0.06261551406138265,2694374.0,0.2343439688461457,2398,0.015821281536999895,9260,0.061094690172067985,7772734.0,0.08921088953669201,3414297.0,0.2969594829075283,11658,0.07691597170906789,1.0149747292188533,1.0149747292188533,1.022558640913429,1.0171344830097782,1.0185632209910582
2015-10-04,2114782.0,0.02417160043885521,1161922.0,0.013280571862780905,913994.0,0.0867001890626709,672110.0,0.06375541203871331,3589,0.02391980965456569,2501,0.016668555014229255,3276704.0,0.03745217230163612,1586104.0,0.1504556011013842,6090,0.040588364668794945,1.0058113445718535,1.0058113445718535,1.0074493479890392,1.006016947360329,1.0066532680115368
2016-10-02,1247237.0,0.012670585857627842,2038835.0,0.020712369755737408,749309.0,0.06203106284268066,1224392.0,0.10136050293814096,2506,0.014916311516392469,3321,0.01976738649079784,3286072.0,0.03338295561336525,1973701.0,0.16339156578082162,5827,0.03468369800719031,1.0182930276387125,1.0182930276387125,1.0270008060841378,1.0205330170629292,1.022483448219127
2015-11-08,3033042.0,0.0289342440584095,1590739.0,0.01517513785144758,1254223.0,0.10358176396459652,850146.0,0.07021049869715823,4163,0.026588066984301356,3121,0.01993306679269866,4623781.0,0.04410938190985708,2104369.0,0.17379226266175474,7284,0.04652113377700001,1.0059540659737438,1.0059540659737438,1.007096660998184,1.006413238042781,1.0062652741531488
2016-10-23,781820.0,0.007961162252706487,1707909.0,0.017391395285177767,518462.0,0.04454592093133832,1012311.0,0.08697710876385159,2079,0.012314672763782186,3032,0.01795963820095603,2489729.0,0.025352557537884256,1530773.0,0.13152302969518992,5111,0.030274310964738215,1.0184760465986027,1.0184760465986027,1.0263105726830717,1.0196220871384332,1.021446152068816
2016-07-03,1370080.0,0.014621107948262784,4658694.0,0.049716270489259126,759735.0,0.06165240471036106,2206981.0,0.1790962451382092,2552,0.017050959116450302,6766,0.04520642217159198,6028774.0,0.06433737843752191,2966716.0,0.24074864984857028,9318,0.062257381288042285,1.0150429172222104,1.0150429172222104,1.0224445979796257,1.017278607712222,1.0180786007355702
2016-05-29,1519156.0,0.020328871031175453,724817.0,0.00969927467238618,841232.0,0.07837607082870132,480617.0,0.04477822055447004,2835,0.020181670629440325,2006,0.014280222674658656,2243973.0,0.03002814570356163,1321849.0,0.12315429138317135,4841,0.03446189330409898,1.0132923359938555,1.0132923359938555,1.0200727994801695,1.015294424493001,1.0165762844273418
