,Week,state,immigration_reaction_amount,immigration_reaction_ratio,race_reaction_amount,race_reaction_ratio,immigration_user_amount,immigration_user_ratio,race_user_amount,race_user_ratio,immigration_post_amount,immigration_post_ratio,race_post_amount,race_post_ratio,related_reaction_amount,related_reaction_ratio,related_user_amount,related_user_ratio,related_post_amount,related_post_ratio,hate_crime,racial_crime,racial_broad_crime,sexual_crime,population,hate_crime_rate,racial_crime_rate,racial_broad_crime_rate,sexual_crime_rate,ideology_mean,ideology_std,polarization_mean,polarization_median,total,trump_share,clinton_share,extreme_right_abs,extreme_left_abs,extreme_right_std,extreme_left_std,extreme_right_2std,extreme_left_2std
2371,2015-11-08,Nebraska,2315,0.0285087989359999,1343,0.016538797827666464,1144,0.09896193771626298,939,0.08122837370242214,4163,0.02658806698430136,3121,0.01993306679269866,3658,0.04504759676366636,2083,0.18019031141868516,7284,0.04652113377700001,0,0,0,0,1891507.0,0.0,0.0,0.0,0.0,0.2480676460504137,0.6017565539423679,1.0700012120233608,1.0478143082761788,17598.0,0.6503011705875668,0.34969882941243324,0.099727241732015,0.006989430617115581,0.3956131378565746,0.049096488237299694,0.07512217297420161,0.0010228435049437436
2372,2015-11-08,Colorado,6276,0.02358334585901097,3508,0.013182023147452277,3237,0.09917279411764704,2086,0.06390931372549019,4163,0.02658806698430136,3121,0.01993306679269866,9784,0.03676536900646325,5323,0.16308210784313726,7284,0.04652113377700001,2,2,2,0,5452107.0,3.6683065831246533e-07,3.6683065831246533e-07,3.6683065831246533e-07,0.0,-0.1335704162481021,0.578146442274551,1.0504262449149813,1.037575004484016,46103.0,0.33316703902132183,0.6668329609786782,0.04674316205019196,0.01882740819469449,0.18849098757130767,0.13220397804915082,0.0340975641498384,0.003644014489295707
2373,2015-11-08,Pennsylvania,23340,0.029684648305596712,10779,0.013709118426993443,8971,0.13380764870831094,5500,0.08203567806216812,4163,0.02658806698430136,3121,0.01993306679269866,34119,0.04339376673259016,14471,0.21584332677047907,7284,0.04652113377700001,2,1,2,0,12785759.0,1.5642403395840638e-07,7.821201697920319e-08,1.5642403395840638e-07,0.0,0.103819981074159,0.6383712772940192,1.098136673734698,1.1111435953113813,91456.0,0.5314249475157453,0.4685750524842547,0.08573521693491952,0.015450052484254725,0.3402401154653604,0.0975332400279916,0.06265307907627711,0.0029085024492652204
2374,2015-11-08,North Dakota,1196,0.02265752282802258,497,0.009415375288902359,626,0.07102337190832766,342,0.03880190605854323,4163,0.02658806698430136,3121,0.01993306679269866,1693,0.03207289811692494,968,0.10982527796687087,7284,0.04652113377700001,0,0,0,0,754022.0,0.0,0.0,0.0,0.0,0.11713807158481013,0.5538992190777217,0.9255239397059344,0.858680654568002,14131.0,0.5705894841129432,0.4294105158870568,0.05519779208831647,0.008562734413700375,0.2869577524591324,0.05413629608661808,0.04033684806453896,0.002193758403510013
2375,2015-11-08,Arkansas,43124,0.047712195575303484,11947,0.013218105939573108,12544,0.2293445470335497,6045,0.11052198555626656,4163,0.02658806698430136,3121,0.01993306679269866,55071,0.060930301514876585,18589,0.33986653258981625,7284,0.04652113377700001,0,0,0,0,2978407.0,0.0,0.0,0.0,0.0,0.5516600795228569,0.576708006138869,1.204209522298275,1.1705426238162029,73665.0,0.8182447566687029,0.1817552433312971,0.21338491821081929,0.004710513812529695,0.6443222697346094,0.028629607004683363,0.15908504717301294,0.0008552229688454491
2376,2015-11-08,South Carolina,262939,0.05262196217784586,84865,0.016984026029698486,77593,0.23466949747163146,43188,0.13061624446541334,4163,0.02658806698430136,3121,0.01993306679269866,347804,0.06960598820754435,120781,0.3652857419370448,7284,0.04652113377700001,0,0,0,0,4892253.0,0.0,0.0,0.0,0.0,0.5695420413311482,0.5131516855544512,1.0989023189055922,1.0959178728634715,435418.0,0.8545948950204172,0.1454051049795828,0.19458772949212025,0.0016030572920733642,0.6407429182991976,0.01085623469861145,0.14449333743667006,0.0003651663459020987
2377,2015-11-08,Mississippi,7567,0.03083310922589215,4009,0.01633539512179221,4123,0.1081811502938707,2584,0.06780016792611251,4163,0.02658806698430136,3121,0.01993306679269866,11576,0.04716850434768436,6707,0.1759813182199832,7284,0.04652113377700001,0,0,0,0,2988693.0,0.0,0.0,0.0,0.0,0.3871396838317348,0.4996484055036503,0.9601990614498148,0.9150258699248048,57928.0,0.7695587626018505,0.2304412373981495,0.08353473277171661,0.0013119734843253694,0.501778069327441,0.010979146526722829,0.05739883993923491,0.0003452561800856236
2378,2015-11-08,New Hampshire,1117,0.025422185807273887,538,0.0122445263780782,478,0.10321744763549988,284,0.06132584754912545,4163,0.02658806698430136,3121,0.01993306679269866,1655,0.037666712185352086,762,0.16454329518462532,7284,0.04652113377700001,2,2,2,0,1336294.0,1.4966766295440976e-06,1.4966766295440976e-06,1.4966766295440976e-06,0.0,-0.10263589604194792,0.6194438578675414,1.0816176800235755,1.0308184923257928,6707.0,0.38720739525868497,0.6127926047413149,0.05397346056359028,0.03175786491725063,0.21067541374683169,0.18428507529446847,0.03980915461458178,0.0050693305501714634
2379,2015-11-08,Maine,5750,0.032658022230173736,1926,0.010939017533098195,2635,0.11059346931923107,1282,0.05380676571812306,4163,0.02658806698430136,3121,0.01993306679269866,7676,0.04359703976327193,3917,0.16440023503735413,7284,0.04652113377700001,1,1,1,0,1328484.0,7.527377070405063e-07,7.527377070405063e-07,7.527377070405063e-07,0.0,0.14368307796828433,0.6489066516759173,1.1282688219049022,1.11996815226051,35970.0,0.5690853489018627,0.4309146510981373,0.09204892966360856,0.01659716430358632,0.36572143452877404,0.09952738393105366,0.06719488462607727,0.003641923825410064
2380,2015-11-08,New York,26402,0.021584915902871968,17597,0.014386401225014696,13100,0.08779866626453538,9385,0.06290003686203545,4163,0.02658806698430136,3121,0.01993306679269866,43999,0.03597131712788666,22485,0.15069870312657085,7284,0.04652113377700001,4,1,3,1,19661411.0,2.0344419838433766e-07,5.0861049596084435e-08,1.525831487882533e-07,5.0861049596084435e-08,-0.19955071034860627,0.5606799885286147,1.0359378618694786,0.9941322970224408,218860.0,0.3030933016540254,0.6969066983459746,0.03755825641962899,0.026528374303207532,0.15496207621310426,0.16004751896189345,0.027177190898291147,0.0037192725943525537
