Week,state,immigration_reaction_amount,immigration_reaction_ratio,race_reaction_amount,race_reaction_ratio,immigration_user_amount,immigration_user_ratio,race_user_amount,race_user_ratio,immigration_post_amount,immigration_post_ratio,race_post_amount,race_post_ratio,immigration_comment_amount,immigration_comment_ratio,race_comment_amount,race_comment_ratio,immigration_comment_length,immigration_comment_length_ratio,race_comment_length,race_comment_length_ratio,immigration_comment_sentiment,immigration_comment_negative_ratio,race_comment_sentiment,race_comment_negative_ratio,related_reaction_amount,related_reaction_ratio,related_user_amount,related_user_ratio,related_post_amount,related_post_ratio,related_comment_amount,related_comment_ratio,related_comment_length,related_comment_length_ratio,related_comment_sentiment,related_comment_negative_ratio,hate_crime,racial_crime,racial_broad_crime,sexual_crime,population,hate_crime_rate,racial_crime_rate,racial_broad_crime_rate,sexual_crime_rate
2015-10-04,Alaska,3217,0.033436577557892984,921,0.009572610485178564,1287,0.12959419997986105,607,0.06112174000604169,3589,0.02391980965456569,2501,0.016668555014229255,503,0.06546069755335762,151,0.01965122332118688,20.091451292246514,1.1064719497274509,19.33774834437085,1.0649641881366725,-0.08281292246520873,0.4015904572564613,-0.09528940397350998,0.4304635761589404,4138,0.04300918804307155,1894,0.19071593998590275,6090,0.040588364668794945,654,0.0851119208745445,19.91743119266054,1.0968883533968583,-0.08569357798165138,0.40825688073394495,0,0,0,0,737547.0,0.0,0.0,0.0,0.0
2015-10-04,Washington,7150,0.018034651754658116,4879,0.01230644278475202,3103,0.08334900212200166,2774,0.0745118053130624,3589,0.02391980965456569,2501,0.016668555014229255,1417,0.033270720826485085,885,0.020779525710260625,19.54551870148197,0.988611659514672,20.974011299435038,1.0608647656836954,-0.08874008468595626,0.429075511644319,-0.06938689265536721,0.4293785310734463,12029,0.030341094539410134,5877,0.15786080743506406,6090,0.040588364668794945,2302,0.054050246536745714,20.0947002606429,1.0163892437716597,-0.08129978279756735,0.4291920069504778,6,4,4,2,7163543.0,8.375743678791347e-07,5.583829119194231e-07,5.583829119194231e-07,2.7919145595971155e-07
2015-10-04,Oklahoma,18298,0.0403108016117271,4902,0.010799188408606749,7588,0.15519921459543484,3204,0.06553219340587417,3589,0.02391980965456569,2501,0.016668555014229255,2514,0.061965443296936235,872,0.021493184787163246,22.86117740652347,1.1467389722261474,18.668577981651364,0.9364340929130696,-0.0817260938743039,0.4204455051710422,-0.030788302752293592,0.3738532110091743,23200,0.05110999002033385,10792,0.22073140800130903,6090,0.040588364668794945,3386,0.08345862808409948,21.78145304193739,1.0925789442400269,-0.06860803307737745,0.4084465445953928,2,2,2,0,3909831.0,5.11531061061207e-07,5.11531061061207e-07,5.11531061061207e-07,0.0
2015-10-04,New Jersey,25673,0.009383972352133807,77480,0.028320421370440836,16358,0.05218495383810478,34035,0.10857775424134344,3589,0.02391980965456569,2501,0.016668555014229255,4555,0.02075246478231553,10507,0.04786962622783518,20.57958287596051,1.1109434383819432,21.695917007709202,1.1712062768555405,-0.07421009879253568,0.4074643249176729,-0.040954087751023126,0.3832682973255925,103153,0.03770439372257464,50393,0.16076270807944823,6090,0.040588364668794945,15062,0.06862209101015071,21.35831894834688,1.1529817894536527,-0.05101126012481742,0.39058557960430224,8,6,8,0,8870869.0,9.018282199861141e-07,6.763711649895855e-07,9.018282199861141e-07,0.0
2015-10-04,Kansas,4643,0.04261861707498417,1373,0.012602920793442442,1866,0.1695592912312585,841,0.07641980917764653,3589,0.02391980965456569,2501,0.016668555014229255,659,0.05987643103761585,228,0.020715973105578774,16.603945371775428,0.8921169621550273,17.372807017543852,0.9334272953548948,-0.07861183611532628,0.3945371775417299,-0.05181842105263159,0.4035087719298245,6016,0.05522153786842661,2707,0.24597910040890503,6090,0.040588364668794945,887,0.08059240414319463,16.80157835400226,0.9027356272841928,-0.07172468996617816,0.3968432919954904,2,1,2,0,2909502.0,6.874028613831508e-07,3.437014306915754e-07,6.874028613831508e-07,0.0
2015-10-04,Indiana,26303,0.033187602122250186,8726,0.011009961453779232,11959,0.1333682766619456,5711,0.06368979245893229,3589,0.02391980965456569,2501,0.016668555014229255,4655,0.05344861240283375,2030,0.023308417438829755,23.977013963480054,1.197547864878592,20.92512315270933,1.0451191542039528,-0.07288388829215897,0.4070891514500537,-0.02990325123152708,0.3827586206896552,35029,0.044197563576029414,17670,0.19705806912087787,6090,0.040588364668794945,6685,0.07675702984166351,23.050261780104652,1.151260612422419,-0.05983217651458489,0.39970082273747193,0,0,0,0,6608296.0,0.0,0.0,0.0,0.0
2015-10-04,Mississippi,5754,0.03004182046957965,2872,0.014994805072755088,3160,0.0962446319251972,1847,0.056254378217037736,3589,0.02391980965456569,2501,0.016668555014229255,841,0.05735133660665576,460,0.031369339879978184,54.064209274673004,2.47712082188861,19.104347826086965,0.8753254403143887,-0.11706813317479188,0.4280618311533888,0.00952543478260871,0.35869565217391297,8626,0.045036625542334736,5007,0.15249901014223494,6090,0.040588364668794945,1301,0.08872067648663395,41.703305149884706,1.9107673433919599,-0.0723079169869331,0.4035357417371253,0,0,0,0,2988693.0,0.0,0.0,0.0,0.0
2015-07-12,West Virginia,6557,0.07707407668617909,1267,0.014892916754825212,2785,0.29662370859516457,786,0.08371498562147194,5255,0.037942786177417726,2736,0.01975479790321882,461,0.06587596456130324,106,0.015147184909974278,18.92190889370934,1.12770838390545,16.113207547169807,0.9603153331212256,-0.0432401301518438,0.3796095444685466,-0.012155660377358513,0.4150943396226415,7824,0.0919669934410043,3571,0.3803386942166365,7991,0.05769758408063655,567,0.0810231494712775,18.396825396825406,1.0964144449581346,-0.03742892416225749,0.3862433862433862,3,2,3,0,1841996.0,1.6286680318524035e-06,1.0857786879016023e-06,1.6286680318524035e-06,0.0
2015-07-12,Indiana,83842,0.08992034560163363,13036,0.013981078996957323,31370,0.34102274209679523,7839,0.08521763708309779,5255,0.037942786177417726,2736,0.01975479790321882,6803,0.07266997810179993,1898,0.02027452865459595,20.464941937380566,1.046444027334493,21.569546891464682,1.1029263403702352,-0.04358660884903719,0.3746876378068499,-0.07861570073761852,0.4178082191780822,96878,0.10390142459859095,39209,0.426240379179893,7991,0.05769758408063655,8701,0.09294450675639587,20.705895874037463,1.058764844498249,-0.05122770945868291,0.38409378232387076,2,1,1,0,6608296.0,3.0264988130071657e-07,1.5132494065035828e-07,1.5132494065035828e-07,0.0
2015-07-12,South Carolina,439376,0.08760092151473736,83110,0.01657011895754393,118007,0.38046768956967786,41937,0.1352095511069986,5255,0.037942786177417726,2736,0.01975479790321882,45866,0.0824226871744002,12027,0.021612908442997236,21.261479091265944,1.0562377810343495,22.765111831712023,1.130935957132163,-0.06924920524169811,0.3973137387436496,-0.09017213769019708,0.4287852332252432,522486,0.10417104047228129,159944,0.5156772406766764,7991,0.05769758408063655,57893,0.10403559561739743,21.573851761007447,1.0717559777753787,-0.07359584660694257,0.40385179453848014,3,3,3,0,4892253.0,6.132144024440273e-07,6.132144024440273e-07,6.132144024440273e-07,0.0
2015-07-12,Illinois,75347,0.04937332371383432,19425,0.012728798932156976,32963,0.16571233227929236,11214,0.056375272098412914,5255,0.037942786177417726,2736,0.01975479790321882,6690,0.0707031208716881,1818,0.019213493833292825,18.961733931240676,1.0525589050649369,19.492849284928454,1.082040923806891,-0.05370070254110615,0.3270553064275037,-0.04813074807480745,0.3822882288228823,94772,0.0621021226459913,44177,0.22208760437770528,7991,0.05769758408063655,8508,0.08991661470498093,19.075223319228968,1.0588586594223501,-0.0525105077574048,0.33885754583921013,1,1,1,0,12864342.0,7.773425177906496e-08,7.773425177906496e-08,7.773425177906496e-08,0.0
2015-07-12,Mississippi,21101,0.07621431460933888,5479,0.01978949953767915,10301,0.28203373124520864,3237,0.08862665644507721,5255,0.037942786177417726,2736,0.01975479790321882,1145,0.06005769735116706,532,0.027904537109887228,17.531004366812162,0.9392876364499924,20.82142857142857,1.1155841400275563,-0.06856454148471615,0.3903930131004367,-0.05144624060150373,0.3966165413533835,26580,0.09600381414701803,13538,0.37066038769028586,7991,0.05769758408063655,1677,0.08796223446105429,18.574836016696437,0.9952147323970789,-0.06313404889683957,0.3923673225998807,0,0,0,0,2988693.0,0.0,0.0,0.0,0.0
2015-07-12,Colorado,9952,0.04011706184444964,3675,0.01481412804243895,4412,0.15049802155819347,2173,0.07412334561331696,5255,0.037942786177417726,2736,0.01975479790321882,1314,0.05196140461879152,539,0.021314457450174,19.007610350076114,0.9793249768398592,23.309833024118763,1.200987460603888,-0.028020776255707768,0.3774733637747336,-0.12068033395176253,0.4526901669758813,13627,0.05493118988688859,6585,0.22462136717151043,7991,0.05769758408063655,1853,0.07327586206896552,20.25903939557476,1.0438020835580522,-0.05497355639503509,0.39935240151106316,1,1,1,0,5452107.0,1.8341532915623264e-07,1.8341532915623264e-07,1.8341532915623264e-07,0.0
2015-07-12,Oregon,3136,0.021975557797959414,2395,0.016782991366745152,1690,0.09053894781956498,1497,0.08019929283188686,5255,0.037942786177417726,2736,0.01975479790321882,597,0.039178369864811664,339,0.022247014043837773,22.91122278056952,1.0299502689930882,26.923303834808248,1.2103092136295883,-0.0917793969849246,0.4187604690117253,-0.10184100294985253,0.4513274336283186,5531,0.038758549164704566,3187,0.17073824065145182,7991,0.05769758408063655,936,0.061425383908649434,24.36431623931624,1.0952725790697693,-0.09542350427350425,0.4305555555555556,1,0,0,1,4016918.0,2.48947078332194e-07,0.0,0.0,2.48947078332194e-07
2015-07-12,Delaware,326,0.02574429440101082,224,0.017689331122166942,168,0.11052631578947368,134,0.0881578947368421,5255,0.037942786177417726,2736,0.01975479790321882,50,0.057471264367816084,20,0.02298850574712644,16.72,0.9508693946921168,11.049999999999995,0.6284154791476011,0.07840599999999998,0.24,-0.04761499999999999,0.4,550,0.04343362552317776,302,0.1986842105263158,7991,0.05769758408063655,70,0.08045977011494253,15.1,0.8587397045365409,0.042399999999999986,0.2857142857142857,0,0,0,0,941413.0,0.0,0.0,0.0,0.0
2015-07-12,New York,50774,0.043803693472495665,20885,0.018017885889886,22587,0.17335942896615242,10651,0.08174840739887942,5255,0.037942786177417726,2736,0.01975479790321882,6045,0.05175026324575596,2698,0.023097139824160395,19.155004135649296,1.0213583120151208,19.526315789473635,1.0411569109241006,-0.042587870263114364,0.3706768161509184,-0.05741093807934741,0.4186132740081572,71659,0.06182157936238167,33238,0.25510783636503187,7991,0.05769758408063655,8743,0.07484740306991636,19.269587098250014,1.0274679562855575,-0.0471621167423774,0.3854695146867562,11,3,6,4,19661411.0,5.594715455569287e-07,1.525831487882533e-07,3.051662975765066e-07,2.0344419838433771e-07
2015-07-12,Iowa,17573,0.08078277418702362,3456,0.01588717166052204,5022,0.32310364794441226,1664,0.10705783954191596,5255,0.037942786177417726,2736,0.01975479790321882,1903,0.08623736801558889,498,0.022567634929985952,23.825538623226514,1.1524729522111774,19.702811244979923,0.9530511524396574,-0.07906137677351548,0.3977929584866001,-0.08054116465863456,0.37751004016064255,21029,0.09666994584754565,6686,0.4301614874863282,7991,0.05769758408063655,2401,0.10880500294557484,22.970428987921725,1.111110163253986,-0.07936830487296959,0.3935860058309038,1,0,0,1,3121460.0,3.203629071011642e-07,0.0,0.0,3.203629071011642e-07
2015-07-12,Nebraska,3800,0.05295207836907599,990,0.013795409890890849,1725,0.1729149959903769,600,0.06014434643143544,5255,0.037942786177417726,2736,0.01975479790321882,378,0.05099838100377766,109,0.014705882352941175,24.48148148148149,0.9871114028523756,19.302752293577992,0.7783012196316085,-0.052398148148148166,0.3756613756613757,0.013002752293578002,0.3302752293577982,4790,0.06674748825996685,2325,0.23305934242181234,7991,0.05769758408063655,487,0.06570426335671883,23.32238193018481,0.9403756534251403,-0.03776016427104724,0.3655030800821355,3,0,0,3,1891507.0,1.586036953603661e-06,0.0,0.0,1.586036953603661e-06
2015-07-12,Montana,5516,0.038860395648988334,2554,0.017993011328411204,2464,0.14894517318503295,1325,0.08009429970380222,5255,0.037942786177417726,2736,0.01975479790321882,670,0.054054054054054064,317,0.025574828559903187,24.258208955223864,1.1843083734102169,22.362776025236577,1.0917715709461584,-0.059410746268656785,0.3880597014925373,-0.10578044164037853,0.42586750788643535,8070,0.05685340697739954,3789,0.22903947288883517,7991,0.05769758408063655,987,0.07962888261395726,23.64944275582572,1.1545878400960259,-0.07430354609929082,0.4002026342451874,0,0,0,0,1030503.0,0.0,0.0,0.0,0.0
2015-07-12,Wisconsin,237469,0.06698621145074968,45533,0.012844131932955395,102418,0.25965024363284195,28137,0.07133295812354543,5255,0.037942786177417726,2736,0.01975479790321882,20856,0.0654803019076444,6865,0.0215536187474098,19.987485615650208,1.0707019109252045,21.621995630007266,1.1582603477116789,-0.0578566743383199,0.3930283851169927,-0.09936805535324106,0.4467589220684632,283002,0.07983034338370507,130555,0.3309832017563874,7991,0.05769758408063655,27721,0.08703392065505419,20.392265791277396,1.0923854240935298,-0.0681368096389019,0.40633454781573536,0,0,0,0,5761406.0,0.0,0.0,0.0,0.0
2015-07-12,Oklahoma,41820,0.07084701314278162,8721,0.01477419420416544,15542,0.2513544547409959,4940,0.07989261397635566,5255,0.037942786177417726,2736,0.01975479790321882,3652,0.06974789915966388,1173,0.022402597402597403,20.267798466593703,1.0510758921241716,22.020460358056283,1.141967888321856,-0.0729356516976999,0.4055312157721797,-0.08582114236999144,0.41687979539641945,50541,0.08562120734694706,20482,0.33124706871735154,7991,0.05769758408063655,4825,0.09215049656226129,20.693886010362743,1.073172537002904,-0.07606822797927461,0.4082901554404146,1,1,1,0,3909831.0,2.557655305306035e-07,2.557655305306035e-07,2.557655305306035e-07,0.0
2015-07-12,New Hampshire,1907,0.04613300433026103,503,0.012168275394924644,745,0.1820625610948192,296,0.07233626588465299,5255,0.037942786177417726,2736,0.01975479790321882,273,0.04625550660792952,88,0.014910199932226363,16.10989010989011,0.8956346215954357,14.318181818181815,0.7960240117832433,-0.12983699633699636,0.4615384615384616,-0.0306806818181818,0.3181818181818182,2410,0.05830127972518567,1041,0.2543988269794722,7991,0.05769758408063655,361,0.061165706540155886,15.673130193905816,0.8713528108932947,-0.10566592797783934,0.4265927977839336,0,0,0,0,1336294.0,0.0,0.0,0.0,0.0
