date,state,state_reaction,state_user,post_total,page_total,reaction_total,user_total,trump_page,clinton_page,hate_crime,racial_crime,racial_broad_crime,sexual_crime,population,racial_crime_rate,racial_broad_crime_rate,sexual_crime_rate,population_rate
2015-10-18,Alabama,549,401,694,260,338176,240966,195156,143020,0,0,0,0,4853160.0,0.0,0.0,0.0,1.0
2015-10-18,Alaska,410,262,694,260,338176,240966,195156,143020,0,0,0,0,737547.0,0.0,0.0,0.0,1.0
2015-10-18,Arizona,18081,10776,694,260,338176,240966,195156,143020,0,0,0,0,6833596.0,0.0,0.0,0.0,1.0
2015-10-18,Arkansas,4491,2712,694,260,338176,240966,195156,143020,0,0,0,0,2978407.0,0.0,0.0,0.0,1.0
2015-10-18,California,27093,20818,694,260,338176,240966,195156,143020,0,0,0,0,38953142.0,0.0,0.0,0.0,1.0
2015-10-18,Colorado,700,562,694,260,338176,240966,195156,143020,0,0,0,0,5452107.0,0.0,0.0,0.0,1.0
2015-10-18,Connecticut,2130,1928,694,260,338176,240966,195156,143020,0,0,0,0,3587509.0,0.0,0.0,0.0,1.0
2015-10-18,Delaware,27,22,694,260,338176,240966,195156,143020,0,0,0,0,941413.0,0.0,0.0,0.0,1.0
2015-10-18,Florida,13780,9394,694,260,338176,240966,195156,143020,0,0,0,0,20224249.0,0.0,0.0,0.0,1.0
2015-10-18,Georgia,4359,2726,694,260,338176,240966,195156,143020,0,0,0,0,10181111.0,0.0,0.0,0.0,1.0
2015-10-18,Idaho,412,267,694,260,338176,240966,195156,143020,0,0,0,0,1651523.0,0.0,0.0,0.0,1.0
2015-10-18,Illinois,5069,4029,694,260,338176,240966,195156,143020,1,0,1,0,12864342.0,0.0,7.773425177906496e-08,0.0,1.0
2015-10-18,Indiana,3064,2204,694,260,338176,240966,195156,143020,1,1,1,0,6608296.0,1.5132494065035828e-07,1.5132494065035828e-07,0.0,1.0
2015-10-18,Iowa,990,600,694,260,338176,240966,195156,143020,0,0,0,0,3121460.0,0.0,0.0,0.0,1.0
2015-10-18,Kansas,566,353,694,260,338176,240966,195156,143020,0,0,0,0,2909502.0,0.0,0.0,0.0,1.0
2015-10-18,Kentucky,11328,7580,694,260,338176,240966,195156,143020,2,2,2,0,4425999.0,4.5187538451771e-07,4.5187538451771e-07,0.0,1.0
2015-10-18,Louisiana,1439,1027,694,260,338176,240966,195156,143020,0,0,0,0,4664851.0,0.0,0.0,0.0,1.0
2015-10-18,Maine,591,435,694,260,338176,240966,195156,143020,0,0,0,0,1328484.0,0.0,0.0,0.0,1.0
2015-10-18,Maryland,2561,1891,694,260,338176,240966,195156,143020,0,0,0,0,5986717.0,0.0,0.0,0.0,1.0
2015-10-18,Massachusetts,29929,24417,694,260,338176,240966,195156,143020,1,1,1,0,6795891.0,1.4714773971507196e-07,1.4714773971507196e-07,0.0,1.0
2015-10-18,Michigan,1916,1352,694,260,338176,240966,195156,143020,0,0,0,0,9932573.0,0.0,0.0,0.0,1.0
2015-10-18,Minnesota,3368,2775,694,260,338176,240966,195156,143020,0,0,0,0,5482503.0,0.0,0.0,0.0,1.0
2015-10-18,Mississippi,636,526,694,260,338176,240966,195156,143020,0,0,0,0,2988693.0,0.0,0.0,0.0,1.0
2015-10-18,Missouri,947,693,694,260,338176,240966,195156,143020,1,0,0,0,6071745.0,0.0,0.0,0.0,1.0
2015-10-18,Montana,490,382,694,260,338176,240966,195156,143020,0,0,0,0,1030503.0,0.0,0.0,0.0,1.0
2015-10-18,Nebraska,231,168,694,260,338176,240966,195156,143020,0,0,0,0,1891507.0,0.0,0.0,0.0,1.0
2015-10-18,Nevada,249,164,694,260,338176,240966,195156,143020,0,0,0,0,2868666.0,0.0,0.0,0.0,1.0
2015-10-18,New Hampshire,137,90,694,260,338176,240966,195156,143020,0,0,0,0,1336294.0,0.0,0.0,0.0,1.0
2015-10-18,New Jersey,12569,9510,694,260,338176,240966,195156,143020,0,0,0,0,8870869.0,0.0,0.0,0.0,1.0
2015-10-18,New Mexico,578,420,694,260,338176,240966,195156,143020,0,0,0,0,2090211.0,0.0,0.0,0.0,1.0
2015-10-18,New York,3743,2843,694,260,338176,240966,195156,143020,1,0,1,0,19661411.0,0.0,5.086104959608443e-08,0.0,1.0
2015-10-18,North Carolina,3842,2646,694,260,338176,240966,195156,143020,0,0,0,0,10033079.0,0.0,0.0,0.0,1.0
2015-10-18,North Dakota,134,97,694,260,338176,240966,195156,143020,1,0,0,1,754022.0,0.0,0.0,1.3262212508388348e-06,1.0
2015-10-18,Ohio,3613,2561,694,260,338176,240966,195156,143020,2,2,2,0,11617850.0,1.7214889157632436e-07,1.7214889157632436e-07,0.0,1.0
2015-10-18,Oklahoma,2057,1382,694,260,338176,240966,195156,143020,0,0,0,0,3909831.0,0.0,0.0,0.0,1.0
2015-10-18,Oregon,456,389,694,260,338176,240966,195156,143020,0,0,0,0,4016918.0,0.0,0.0,0.0,1.0
2015-10-18,Pennsylvania,2582,1780,694,260,338176,240966,195156,143020,1,1,1,0,12785759.0,7.821201697920319e-08,7.821201697920319e-08,0.0,1.0
2015-10-18,Rhode Island,110,85,694,260,338176,240966,195156,143020,0,0,0,0,1056173.0,0.0,0.0,0.0,1.0
2015-10-18,South Carolina,23397,14360,694,260,338176,240966,195156,143020,0,0,0,0,4892253.0,0.0,0.0,0.0,1.0
2015-10-18,South Dakota,413,283,694,260,338176,240966,195156,143020,0,0,0,0,853933.0,0.0,0.0,0.0,1.0
2015-10-18,Tennessee,1750,1155,694,260,338176,240966,195156,143020,1,1,1,0,6590808.0,1.517264651010923e-07,1.517264651010923e-07,0.0,1.0
2015-10-18,Texas,67543,41413,694,260,338176,240966,195156,143020,0,0,0,0,27486814.0,0.0,0.0,0.0,1.0
2015-10-18,Utah,13485,7621,694,260,338176,240966,195156,143020,1,0,0,1,2982497.0,0.0,0.0,3.352895241805775e-07,1.0
2015-10-18,Vermont,51251,44763,694,260,338176,240966,195156,143020,0,0,0,0,625197.0,0.0,0.0,0.0,1.0
2015-10-18,Virginia,2161,1511,694,260,338176,240966,195156,143020,1,1,1,0,8362907.0,1.1957564516740412e-07,1.1957564516740412e-07,0.0,1.0
2015-10-18,Washington,1509,1091,694,260,338176,240966,195156,143020,1,0,0,1,7163543.0,0.0,0.0,1.3959572797985578e-07,1.0
2015-10-18,West Virginia,246,195,694,260,338176,240966,195156,143020,0,0,0,0,1841996.0,0.0,0.0,0.0,1.0
2015-10-18,Wisconsin,10544,7807,694,260,338176,240966,195156,143020,1,1,1,0,5761406.0,1.735687434629672e-07,1.735687434629672e-07,0.0,1.0
2015-10-18,Wyoming,178,122,694,260,338176,240966,195156,143020,0,0,0,0,585668.0,0.0,0.0,0.0,1.0
2015-10-19,Alabama,704,494,803,287,541857,378452,253464,288393,0,0,0,0,4853160.0,0.0,0.0,0.0,1.0
2015-10-19,Alaska,534,332,803,287,541857,378452,253464,288393,0,0,0,0,737547.0,0.0,0.0,0.0,1.0
2015-10-19,Arizona,22965,12270,803,287,541857,378452,253464,288393,0,0,0,0,6833596.0,0.0,0.0,0.0,1.0
2015-10-19,Arkansas,5513,2904,803,287,541857,378452,253464,288393,0,0,0,0,2978407.0,0.0,0.0,0.0,1.0
2015-10-19,California,40006,30002,803,287,541857,378452,253464,288393,1,0,0,0,38953142.0,0.0,0.0,0.0,1.0
2015-10-19,Colorado,1528,1226,803,287,541857,378452,253464,288393,1,1,1,0,5452107.0,1.8341532915623264e-07,1.8341532915623264e-07,0.0,1.0
2015-10-19,Connecticut,2699,2334,803,287,541857,378452,253464,288393,0,0,0,0,3587509.0,0.0,0.0,0.0,1.0
2015-10-19,Delaware,58,40,803,287,541857,378452,253464,288393,0,0,0,0,941413.0,0.0,0.0,0.0,1.0
2015-10-19,Florida,21482,14138,803,287,541857,378452,253464,288393,0,0,0,0,20224249.0,0.0,0.0,0.0,1.0
2015-10-19,Georgia,5346,3100,803,287,541857,378452,253464,288393,0,0,0,0,10181111.0,0.0,0.0,0.0,1.0
2015-10-19,Idaho,595,355,803,287,541857,378452,253464,288393,0,0,0,0,1651523.0,0.0,0.0,0.0,1.0
2015-10-19,Illinois,5150,4133,803,287,541857,378452,253464,288393,0,0,0,0,12864342.0,0.0,0.0,0.0,1.0
2015-10-19,Indiana,4124,2718,803,287,541857,378452,253464,288393,0,0,0,0,6608296.0,0.0,0.0,0.0,1.0
2015-10-19,Iowa,1348,717,803,287,541857,378452,253464,288393,0,0,0,0,3121460.0,0.0,0.0,0.0,1.0
2015-10-19,Kansas,712,407,803,287,541857,378452,253464,288393,0,0,0,0,2909502.0,0.0,0.0,0.0,1.0
2015-10-19,Kentucky,16232,10477,803,287,541857,378452,253464,288393,0,0,0,0,4425999.0,0.0,0.0,0.0,1.0
2015-10-19,Louisiana,1956,1344,803,287,541857,378452,253464,288393,0,0,0,0,4664851.0,0.0,0.0,0.0,1.0
2015-10-19,Maine,912,665,803,287,541857,378452,253464,288393,0,0,0,0,1328484.0,0.0,0.0,0.0,1.0
2015-10-19,Maryland,3947,2867,803,287,541857,378452,253464,288393,0,0,0,0,5986717.0,0.0,0.0,0.0,1.0
2015-10-19,Massachusetts,69540,56005,803,287,541857,378452,253464,288393,3,1,2,0,6795891.0,1.4714773971507196e-07,2.942954794301439e-07,0.0,1.0
2015-10-19,Michigan,3130,2215,803,287,541857,378452,253464,288393,0,0,0,0,9932573.0,0.0,0.0,0.0,1.0
2015-10-19,Minnesota,8179,6669,803,287,541857,378452,253464,288393,1,1,1,0,5482503.0,1.8239844100404506e-07,1.8239844100404506e-07,0.0,1.0
2015-10-19,Mississippi,853,599,803,287,541857,378452,253464,288393,0,0,0,0,2988693.0,0.0,0.0,0.0,1.0
2015-10-19,Missouri,1302,869,803,287,541857,378452,253464,288393,1,0,1,0,6071745.0,0.0,1.646972987172551e-07,0.0,1.0
2015-10-19,Montana,867,689,803,287,541857,378452,253464,288393,0,0,0,0,1030503.0,0.0,0.0,0.0,1.0
2015-10-19,Nebraska,347,255,803,287,541857,378452,253464,288393,0,0,0,0,1891507.0,0.0,0.0,0.0,1.0
2015-10-19,Nevada,274,211,803,287,541857,378452,253464,288393,0,0,0,0,2868666.0,0.0,0.0,0.0,1.0
2015-10-19,New Hampshire,207,141,803,287,541857,378452,253464,288393,0,0,0,0,1336294.0,0.0,0.0,0.0,1.0
2015-10-19,New Jersey,22595,17106,803,287,541857,378452,253464,288393,2,1,1,1,8870869.0,1.1272852749826427e-07,1.1272852749826427e-07,1.1272852749826427e-07,1.0
2015-10-19,New Mexico,921,676,803,287,541857,378452,253464,288393,0,0,0,0,2090211.0,0.0,0.0,0.0,1.0
2015-10-19,New York,6018,4592,803,287,541857,378452,253464,288393,0,0,0,0,19661411.0,0.0,0.0,0.0,1.0
2015-10-19,North Carolina,5383,3497,803,287,541857,378452,253464,288393,0,0,0,0,10033079.0,0.0,0.0,0.0,1.0
2015-10-19,North Dakota,157,126,803,287,541857,378452,253464,288393,1,0,0,1,754022.0,0.0,0.0,1.3262212508388348e-06,1.0
2015-10-19,Ohio,5118,3611,803,287,541857,378452,253464,288393,1,0,1,0,11617850.0,0.0,8.607444578816218e-08,0.0,1.0
2015-10-19,Oklahoma,2585,1598,803,287,541857,378452,253464,288393,0,0,0,0,3909831.0,0.0,0.0,0.0,1.0
2015-10-19,Oregon,1242,1039,803,287,541857,378452,253464,288393,0,0,0,0,4016918.0,0.0,0.0,0.0,1.0
2015-10-19,Pennsylvania,3783,2487,803,287,541857,378452,253464,288393,0,0,0,0,12785759.0,0.0,0.0,0.0,1.0
2015-10-19,Rhode Island,188,147,803,287,541857,378452,253464,288393,0,0,0,0,1056173.0,0.0,0.0,0.0,1.0
2015-10-19,South Carolina,31471,17382,803,287,541857,378452,253464,288393,0,0,0,0,4892253.0,0.0,0.0,0.0,1.0
2015-10-19,South Dakota,598,406,803,287,541857,378452,253464,288393,0,0,0,0,853933.0,0.0,0.0,0.0,1.0
2015-10-19,Tennessee,2330,1408,803,287,541857,378452,253464,288393,0,0,0,0,6590808.0,0.0,0.0,0.0,1.0
2015-10-19,Texas,92115,51861,803,287,541857,378452,253464,288393,0,0,0,0,27486814.0,0.0,0.0,0.0,1.0
2015-10-19,Utah,18259,9474,803,287,541857,378452,253464,288393,0,0,0,0,2982497.0,0.0,0.0,0.0,1.0
2015-10-19,Vermont,105602,88773,803,287,541857,378452,253464,288393,0,0,0,0,625197.0,0.0,0.0,0.0,1.0
2015-10-19,Virginia,3392,2360,803,287,541857,378452,253464,288393,0,0,0,0,8362907.0,0.0,0.0,0.0,1.0
2015-10-19,Washington,2952,2131,803,287,541857,378452,253464,288393,1,0,0,0,7163543.0,0.0,0.0,0.0,1.0
2015-10-19,West Virginia,349,235,803,287,541857,378452,253464,288393,0,0,0,0,1841996.0,0.0,0.0,0.0,1.0
2015-10-19,Wisconsin,15248,10546,803,287,541857,378452,253464,288393,0,0,0,0,5761406.0,0.0,0.0,0.0,1.0
2015-10-19,Wyoming,277,188,803,287,541857,378452,253464,288393,0,0,0,0,585668.0,0.0,0.0,0.0,1.0
2015-10-20,Alabama,803,552,979,337,461174,289945,342048,119126,0,0,0,0,4853160.0,0.0,0.0,0.0,1.0
2015-10-20,Alaska,554,347,979,337,461174,289945,342048,119126,0,0,0,0,737547.0,0.0,0.0,0.0,1.0
2015-10-20,Arizona,27834,15082,979,337,461174,289945,342048,119126,1,1,1,0,6833596.0,1.4633583840777242e-07,1.4633583840777242e-07,0.0,1.0
2015-10-20,Arkansas,7177,3902,979,337,461174,289945,342048,119126,0,0,0,0,2978407.0,0.0,0.0,0.0,1.0
2015-10-20,California,33190,22997,979,337,461174,289945,342048,119126,2,0,0,2,38953142.0,0.0,0.0,5.134374012756147e-08,1.0
2015-10-20,Colorado,980,693,979,337,461174,289945,342048,119126,0,0,0,0,5452107.0,0.0,0.0,0.0,1.0
2015-10-20,Connecticut,1516,1308,979,337,461174,289945,342048,119126,0,0,0,0,3587509.0,0.0,0.0,0.0,1.0
2015-10-20,Delaware,37,28,979,337,461174,289945,342048,119126,0,0,0,0,941413.0,0.0,0.0,0.0,1.0
2015-10-20,Florida,17623,11363,979,337,461174,289945,342048,119126,0,0,0,0,20224249.0,0.0,0.0,0.0,1.0
2015-10-20,Georgia,6838,3958,979,337,461174,289945,342048,119126,0,0,0,0,10181111.0,0.0,0.0,0.0,1.0
2015-10-20,Idaho,620,372,979,337,461174,289945,342048,119126,0,0,0,0,1651523.0,0.0,0.0,0.0,1.0
2015-10-20,Illinois,6082,4666,979,337,461174,289945,342048,119126,0,0,0,0,12864342.0,0.0,0.0,0.0,1.0
2015-10-20,Indiana,5305,3472,979,337,461174,289945,342048,119126,1,1,1,0,6608296.0,1.5132494065035828e-07,1.5132494065035828e-07,0.0,1.0
2015-10-20,Iowa,1640,907,979,337,461174,289945,342048,119126,0,0,0,0,3121460.0,0.0,0.0,0.0,1.0
2015-10-20,Kansas,902,543,979,337,461174,289945,342048,119126,0,0,0,0,2909502.0,0.0,0.0,0.0,1.0
2015-10-20,Kentucky,20021,12370,979,337,461174,289945,342048,119126,1,1,1,0,4425999.0,2.25937692258855e-07,2.25937692258855e-07,0.0,1.0
2015-10-20,Louisiana,2191,1490,979,337,461174,289945,342048,119126,2,2,2,0,4664851.0,4.287382383703145e-07,4.287382383703145e-07,0.0,1.0
2015-10-20,Maine,950,620,979,337,461174,289945,342048,119126,0,0,0,0,1328484.0,0.0,0.0,0.0,1.0
2015-10-20,Maryland,3808,2537,979,337,461174,289945,342048,119126,0,0,0,0,5986717.0,0.0,0.0,0.0,1.0
2015-10-20,Massachusetts,24666,18623,979,337,461174,289945,342048,119126,1,0,0,1,6795891.0,0.0,0.0,1.4714773971507196e-07,1.0
2015-10-20,Michigan,2836,1869,979,337,461174,289945,342048,119126,2,1,1,1,9932573.0,1.0067884726344322e-07,1.0067884726344322e-07,1.0067884726344322e-07,1.0
2015-10-20,Minnesota,2919,2267,979,337,461174,289945,342048,119126,1,1,1,0,5482503.0,1.8239844100404506e-07,1.8239844100404506e-07,0.0,1.0
2015-10-20,Mississippi,1173,830,979,337,461174,289945,342048,119126,0,0,0,0,2988693.0,0.0,0.0,0.0,1.0
2015-10-20,Missouri,2217,1643,979,337,461174,289945,342048,119126,1,1,1,0,6071745.0,1.646972987172551e-07,1.646972987172551e-07,0.0,1.0
2015-10-20,Montana,615,426,979,337,461174,289945,342048,119126,0,0,0,0,1030503.0,0.0,0.0,0.0,1.0
2015-10-20,Nebraska,347,231,979,337,461174,289945,342048,119126,0,0,0,0,1891507.0,0.0,0.0,0.0,1.0
2015-10-20,Nevada,312,199,979,337,461174,289945,342048,119126,0,0,0,0,2868666.0,0.0,0.0,0.0,1.0
2015-10-20,New Hampshire,193,120,979,337,461174,289945,342048,119126,0,0,0,0,1336294.0,0.0,0.0,0.0,1.0
2015-10-20,New Jersey,13502,9360,979,337,461174,289945,342048,119126,0,0,0,0,8870869.0,0.0,0.0,0.0,1.0
2015-10-20,New Mexico,765,513,979,337,461174,289945,342048,119126,0,0,0,0,2090211.0,0.0,0.0,0.0,1.0
2015-10-20,New York,4685,3297,979,337,461174,289945,342048,119126,1,0,1,0,19661411.0,0.0,5.086104959608443e-08,0.0,1.0
2015-10-20,North Carolina,6520,4181,979,337,461174,289945,342048,119126,0,0,0,0,10033079.0,0.0,0.0,0.0,1.0
2015-10-20,North Dakota,154,125,979,337,461174,289945,342048,119126,0,0,0,0,754022.0,0.0,0.0,0.0,1.0
2015-10-20,Ohio,5053,3468,979,337,461174,289945,342048,119126,1,1,1,0,11617850.0,8.607444578816218e-08,8.607444578816218e-08,0.0,1.0
2015-10-20,Oklahoma,3154,2009,979,337,461174,289945,342048,119126,0,0,0,0,3909831.0,0.0,0.0,0.0,1.0
2015-10-20,Oregon,403,320,979,337,461174,289945,342048,119126,0,0,0,0,4016918.0,0.0,0.0,0.0,1.0
2015-10-20,Pennsylvania,3767,2323,979,337,461174,289945,342048,119126,0,0,0,0,12785759.0,0.0,0.0,0.0,1.0
2015-10-20,Rhode Island,97,70,979,337,461174,289945,342048,119126,0,0,0,0,1056173.0,0.0,0.0,0.0,1.0
2015-10-20,South Carolina,41766,23196,979,337,461174,289945,342048,119126,0,0,0,0,4892253.0,0.0,0.0,0.0,1.0
2015-10-20,South Dakota,657,427,979,337,461174,289945,342048,119126,0,0,0,0,853933.0,0.0,0.0,0.0,1.0
2015-10-20,Tennessee,3048,1842,979,337,461174,289945,342048,119126,0,0,0,0,6590808.0,0.0,0.0,0.0,1.0
2015-10-20,Texas,123229,70157,979,337,461174,289945,342048,119126,0,0,0,0,27486814.0,0.0,0.0,0.0,1.0
2015-10-20,Utah,22682,11996,979,337,461174,289945,342048,119126,0,0,0,0,2982497.0,0.0,0.0,0.0,1.0
2015-10-20,Vermont,34672,27474,979,337,461174,289945,342048,119126,0,0,0,0,625197.0,0.0,0.0,0.0,1.0
2015-10-20,Virginia,3517,2218,979,337,461174,289945,342048,119126,0,0,0,0,8362907.0,0.0,0.0,0.0,1.0
2015-10-20,Washington,1889,1195,979,337,461174,289945,342048,119126,1,0,1,0,7163543.0,0.0,1.3959572797985578e-07,0.0,1.0
2015-10-20,West Virginia,421,309,979,337,461174,289945,342048,119126,0,0,0,0,1841996.0,0.0,0.0,0.0,1.0
2015-10-20,Wisconsin,17068,11520,979,337,461174,289945,342048,119126,0,0,0,0,5761406.0,0.0,0.0,0.0,1.0
2015-10-20,Wyoming,318,192,979,337,461174,289945,342048,119126,0,0,0,0,585668.0,0.0,0.0,0.0,1.0
2015-10-21,Alabama,922,626,982,330,503131,335360,349327,153804,0,0,0,0,4853160.0,0.0,0.0,0.0,1.0
2015-10-21,Alaska,653,420,982,330,503131,335360,349327,153804,0,0,0,0,737547.0,0.0,0.0,0.0,1.0
2015-10-21,Arizona,29500,16467,982,330,503131,335360,349327,153804,0,0,0,0,6833596.0,0.0,0.0,0.0,1.0
2015-10-21,Arkansas,7828,4523,982,330,503131,335360,349327,153804,0,0,0,0,2978407.0,0.0,0.0,0.0,1.0
2015-10-21,California,34040,23933,982,330,503131,335360,349327,153804,3,2,3,0,38953142.0,5.134374012756147e-08,7.701561019134221e-08,0.0,1.0
2015-10-21,Colorado,1049,769,982,330,503131,335360,349327,153804,0,0,0,0,5452107.0,0.0,0.0,0.0,1.0
2015-10-21,Connecticut,1438,1249,982,330,503131,335360,349327,153804,1,1,1,0,3587509.0,2.78744945308848e-07,2.78744945308848e-07,0.0,1.0
2015-10-21,Delaware,43,31,982,330,503131,335360,349327,153804,0,0,0,0,941413.0,0.0,0.0,0.0,1.0
2015-10-21,Florida,18379,12470,982,330,503131,335360,349327,153804,0,0,0,0,20224249.0,0.0,0.0,0.0,1.0
2015-10-21,Georgia,7520,4599,982,330,503131,335360,349327,153804,1,1,1,0,10181111.0,9.822110769639974e-08,9.822110769639974e-08,0.0,1.0
2015-10-21,Idaho,565,350,982,330,503131,335360,349327,153804,0,0,0,0,1651523.0,0.0,0.0,0.0,1.0
2015-10-21,Illinois,5471,4511,982,330,503131,335360,349327,153804,0,0,0,0,12864342.0,0.0,0.0,0.0,1.0
2015-10-21,Indiana,5409,3594,982,330,503131,335360,349327,153804,0,0,0,0,6608296.0,0.0,0.0,0.0,1.0
2015-10-21,Iowa,1676,942,982,330,503131,335360,349327,153804,0,0,0,0,3121460.0,0.0,0.0,0.0,1.0
2015-10-21,Kansas,916,533,982,330,503131,335360,349327,153804,0,0,0,0,2909502.0,0.0,0.0,0.0,1.0
2015-10-21,Kentucky,20661,13456,982,330,503131,335360,349327,153804,0,0,0,0,4425999.0,0.0,0.0,0.0,1.0
2015-10-21,Louisiana,2208,1553,982,330,503131,335360,349327,153804,0,0,0,0,4664851.0,0.0,0.0,0.0,1.0
2015-10-21,Maine,925,661,982,330,503131,335360,349327,153804,0,0,0,0,1328484.0,0.0,0.0,0.0,1.0
2015-10-21,Maryland,4116,2813,982,330,503131,335360,349327,153804,0,0,0,0,5986717.0,0.0,0.0,0.0,1.0
2015-10-21,Massachusetts,30475,25193,982,330,503131,335360,349327,153804,1,0,0,0,6795891.0,0.0,0.0,0.0,1.0
2015-10-21,Michigan,3153,2210,982,330,503131,335360,349327,153804,1,0,0,0,9932573.0,0.0,0.0,0.0,1.0
2015-10-21,Minnesota,3110,2564,982,330,503131,335360,349327,153804,0,0,0,0,5482503.0,0.0,0.0,0.0,1.0
2015-10-21,Mississippi,1177,852,982,330,503131,335360,349327,153804,0,0,0,0,2988693.0,0.0,0.0,0.0,1.0
2015-10-21,Missouri,1568,1071,982,330,503131,335360,349327,153804,0,0,0,0,6071745.0,0.0,0.0,0.0,1.0
2015-10-21,Montana,613,429,982,330,503131,335360,349327,153804,0,0,0,0,1030503.0,0.0,0.0,0.0,1.0
2015-10-21,Nebraska,354,274,982,330,503131,335360,349327,153804,0,0,0,0,1891507.0,0.0,0.0,0.0,1.0
2015-10-21,Nevada,313,209,982,330,503131,335360,349327,153804,1,1,1,0,2868666.0,3.4859408519500003e-07,3.4859408519500003e-07,0.0,1.0
2015-10-21,New Hampshire,193,123,982,330,503131,335360,349327,153804,1,1,1,0,1336294.0,7.483383147720487e-07,7.483383147720487e-07,0.0,1.0
2015-10-21,New Jersey,16332,11935,982,330,503131,335360,349327,153804,1,1,1,0,8870869.0,1.1272852749826427e-07,1.1272852749826427e-07,0.0,1.0
2015-10-21,New Mexico,851,617,982,330,503131,335360,349327,153804,0,0,0,0,2090211.0,0.0,0.0,0.0,1.0
2015-10-21,New York,5312,3899,982,330,503131,335360,349327,153804,3,2,2,1,19661411.0,1.0172209919216886e-07,1.0172209919216886e-07,5.086104959608443e-08,1.0
2015-10-21,North Carolina,6925,4616,982,330,503131,335360,349327,153804,0,0,0,0,10033079.0,0.0,0.0,0.0,1.0
2015-10-21,North Dakota,189,130,982,330,503131,335360,349327,153804,0,0,0,0,754022.0,0.0,0.0,0.0,1.0
2015-10-21,Ohio,5400,3795,982,330,503131,335360,349327,153804,0,0,0,0,11617850.0,0.0,0.0,0.0,1.0
2015-10-21,Oklahoma,3473,2279,982,330,503131,335360,349327,153804,1,1,1,0,3909831.0,2.557655305306035e-07,2.557655305306035e-07,0.0,1.0
2015-10-21,Oregon,449,385,982,330,503131,335360,349327,153804,0,0,0,0,4016918.0,0.0,0.0,0.0,1.0
2015-10-21,Pennsylvania,4261,2765,982,330,503131,335360,349327,153804,0,0,0,0,12785759.0,0.0,0.0,0.0,1.0
2015-10-21,Rhode Island,101,81,982,330,503131,335360,349327,153804,0,0,0,0,1056173.0,0.0,0.0,0.0,1.0
2015-10-21,South Carolina,43471,24512,982,330,503131,335360,349327,153804,0,0,0,0,4892253.0,0.0,0.0,0.0,1.0
2015-10-21,South Dakota,754,492,982,330,503131,335360,349327,153804,0,0,0,0,853933.0,0.0,0.0,0.0,1.0
2015-10-21,Tennessee,3362,1995,982,330,503131,335360,349327,153804,1,1,1,0,6590808.0,1.517264651010923e-07,1.517264651010923e-07,0.0,1.0
2015-10-21,Texas,118678,68269,982,330,503131,335360,349327,153804,0,0,0,0,27486814.0,0.0,0.0,0.0,1.0
2015-10-21,Utah,25119,13109,982,330,503131,335360,349327,153804,0,0,0,0,2982497.0,0.0,0.0,0.0,1.0
2015-10-21,Vermont,60095,53167,982,330,503131,335360,349327,153804,0,0,0,0,625197.0,0.0,0.0,0.0,1.0
2015-10-21,Virginia,3360,2176,982,330,503131,335360,349327,153804,1,1,1,0,8362907.0,1.1957564516740412e-07,1.1957564516740412e-07,0.0,1.0
2015-10-21,Washington,1883,1294,982,330,503131,335360,349327,153804,0,0,0,0,7163543.0,0.0,0.0,0.0,1.0
2015-10-21,West Virginia,423,329,982,330,503131,335360,349327,153804,0,0,0,0,1841996.0,0.0,0.0,0.0,1.0
2015-10-21,Wisconsin,17518,12406,982,330,503131,335360,349327,153804,0,0,0,0,5761406.0,0.0,0.0,0.0,1.0
2015-10-21,Wyoming,305,187,982,330,503131,335360,349327,153804,0,0,0,0,585668.0,0.0,0.0,0.0,1.0
2015-10-22,Alabama,595,404,893,313,326638,222179,183362,143276,0,0,0,0,4853160.0,0.0,0.0,0.0,1.0
2015-10-22,Alaska,336,218,893,313,326638,222179,183362,143276,0,0,0,0,737547.0,0.0,0.0,0.0,1.0
2015-10-22,Arizona,15934,9363,893,313,326638,222179,183362,143276,1,0,1,0,6833596.0,0.0,1.4633583840777242e-07,0.0,1.0
2015-10-22,Arkansas,3766,2255,893,313,326638,222179,183362,143276,0,0,0,0,2978407.0,0.0,0.0,0.0,1.0
2015-10-22,California,28665,20200,893,313,326638,222179,183362,143276,2,2,2,0,38953142.0,5.134374012756147e-08,5.134374012756147e-08,0.0,1.0
2015-10-22,Colorado,765,591,893,313,326638,222179,183362,143276,0,0,0,0,5452107.0,0.0,0.0,0.0,1.0
2015-10-22,Connecticut,1444,1215,893,313,326638,222179,183362,143276,0,0,0,0,3587509.0,0.0,0.0,0.0,1.0
2015-10-22,Delaware,44,35,893,313,326638,222179,183362,143276,0,0,0,0,941413.0,0.0,0.0,0.0,1.0
2015-10-22,Florida,12934,8563,893,313,326638,222179,183362,143276,0,0,0,0,20224249.0,0.0,0.0,0.0,1.0
2015-10-22,Georgia,3843,2451,893,313,326638,222179,183362,143276,0,0,0,0,10181111.0,0.0,0.0,0.0,1.0
2015-10-22,Idaho,356,233,893,313,326638,222179,183362,143276,0,0,0,0,1651523.0,0.0,0.0,0.0,1.0
2015-10-22,Illinois,5969,4553,893,313,326638,222179,183362,143276,0,0,0,0,12864342.0,0.0,0.0,0.0,1.0
2015-10-22,Indiana,2862,1943,893,313,326638,222179,183362,143276,1,1,1,0,6608296.0,1.5132494065035828e-07,1.5132494065035828e-07,0.0,1.0
