"week","state_name","n","year","month_year","quarter","month","mean","std","trump_mean","clinton_mean","mean_diff","candidate","right_1_total","right_1_ratio","left_1_total","left_1_ratio","right_2std_total","right_2std_ratio","left_2std_total","left_2std_ratio","right_5_total","right_5_ratio","left_5_total","left_5_ratio","right_10_total","right_10_ratio","left_10_total","left_10_ratio","posts","Census","Estimates Base","2010","2011","2012","2013","2014","2015","2016","2017","2018","population","crime"
42,"Illinois",3,2016,2,1,122,-0.289187254241623,0.405825291760937,0.509838594575893,-0.398024847794979,0.907863442370873,"Clinton",3189,0.0162748090044757,5142,0.026241789871751,1967,0.010038428758797,449,0.00229143594951696,2454,0.0125237946995871,10899,0.0556221835496333,4929,0.0251547612364568,19170,0.0978325771764814,390,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,191
44,"Illinois",2,2016,3,1,123,-0.301316392778679,0.4145614468856,0.527960773672521,-0.418395169226471,0.946355942898993,"Clinton",3665,0.0186093508814688,5210,0.026454220489073,2191,0.011124989844829,277,0.00140649118531156,2565,0.0130240068242749,10952,0.0556097164676253,5089,0.0258398326427817,19611,0.0995765293687546,335,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,294
49,"Illinois",2,2016,4,2,124,-0.286539815170317,0.400288096148594,0.621899707566785,-0.381590054393904,1.00348976196069,"Clinton",4125,0.0208094760047824,4150,0.020935594041175,2492,0.0125714458676164,210,0.00105939150569801,2374,0.0119761687358432,12522,0.0631700020683358,4661,0.0235134467050402,20477,0.103300761248468,456,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,259
50,"Illinois",2,2016,4,2,124,-0.285721667123868,0.410225292293559,0.607670733921993,-0.388698169019049,0.996368902941042,"Clinton",4371,0.0225672215108835,3793,0.0195830407665937,2577,0.013304902730164,236,0.00121845442154393,2435,0.012571764900252,12380,0.0639172277064144,4704,0.0242864813514518,20406,0.105355003923836,327,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,263
51,"Illinois",2,2016,4,2,124,-0.287888707647469,0.416772999823126,0.601756857143251,-0.395290118611268,0.997046975754518,"Clinton",4670,0.0242142049755784,6476,0.033578413580695,2500,0.0129626364965623,260,0.00134811419564248,2388,0.0123819103815163,12700,0.0658501934025365,4715,0.0244475324325165,20765,0.107667658740447,192,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,290
52,"Illinois",3,2016,4,2,124,-0.268042943943621,0.435448107623892,0.583901613381506,-0.389330660265145,0.973232273646651,"Clinton",4776,0.0265336281514239,5797,0.0322059133990378,2130,0.0118334648162757,661,0.00367226302514472,2357,0.0130945899398882,10609,0.0589395437727086,4686,0.0260336225958066,18129,0.100717785753175,220,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,282
54,"Illinois",1,2016,5,2,125,-0.274417745147567,0.443413443706719,0.542401516391015,-0.403993319612807,0.946394836003822,"Clinton",4452,0.0251607871505917,7129,0.0402900385437036,1799,0.0101671734240599,944,0.00533508155214703,2226,0.0125803935752959,11396,0.0644052853477411,4570,0.0258276723446101,18674,0.105537407738129,323,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,272
55,"Illinois",4,2016,5,2,125,-0.287641278426726,0.438254820707056,0.558323936375163,-0.412455906866248,0.970779843241411,"Clinton",4285,0.0238425114483004,6768,0.0376583704742351,1946,0.0108278943473495,433,0.00240928995498578,2290,0.0127419722792551,12219,0.0679887158428898,4627,0.0257454610201368,20003,0.111300293232288,301,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,280
56,"Illinois",5,2016,5,2,125,-0.290390035364375,0.450851244817526,0.557896210098744,-0.419872883054549,0.977769093153293,"Clinton",4454,0.024293794555441,7859,0.0428659477797959,1906,0.010396042304147,403,0.00219811387648018,2339,0.0127577874865686,12859,0.0701378321033714,4708,0.0256792062790786,21469,0.117100016908568,378,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,329
57,"Illinois",1,2016,5,2,125,-0.290470107510328,0.452418032807071,0.586321004028298,-0.415278040410385,1.00159904443868,"Clinton",4851,0.0257471776825948,7822,0.0415160634576904,1777,0.00943160889341804,306,0.00162412623600783,2238,0.0118784134515867,13831,0.0734094443471384,4606,0.0244468151733728,23248,0.123391133119968,274,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,321
59,"Illinois",4,2016,6,2,126,-0.28439491543479,0.452130495039506,0.56047968589584,-0.418774631892062,0.979254317787902,"Clinton",4870,0.0254908426634005,7434,0.0389114834414208,1603,0.00839051761589959,265,0.0013870787075567,2367,0.0123894917010819,13528,0.0708090594559511,4793,0.025087804699318,23542,0.123224931823773,186,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,262
60,"Illinois",4,2016,6,2,126,-0.296185157255537,0.446633825558331,0.552364668057773,-0.432545106914954,0.984909774972726,"Clinton",4803,0.0253854325777075,6512,0.034418058910271,1707,0.00902205567564996,252,0.00133190277109771,2361,0.0124786604863559,13371,0.0706701267950297,4789,0.0253114379793132,23223,0.122741182750802,198,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,329
61,"Illinois",4,2016,6,2,126,-0.2918954341023,0.455743893565871,0.516136202500568,-0.441479024053319,0.957615226553887,"Clinton",4905,0.0263430667518811,6609,0.035494664253452,1642,0.00881861684130249,588,0.00315794561673926,2551,0.0137005429733025,11991,0.0643995338270756,5038,0.027057363974715,20822,0.111827795292083,189,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,343
62,"Illinois",1,2016,7,3,127,-0.287383792670402,0.463265034455895,0.554424048208094,-0.431649537922615,0.98607358613071,"Clinton",5268,0.0273361285233924,7031,0.0364844949977168,1611,0.00835962472497821,412,0.00213790526796463,2551,0.0132373697538295,12243,0.0635300344555606,5141,0.0266771140354519,21694,0.112572128357342,2533,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,281
63,"Illinois",1,2016,7,3,127,-0.301374330233609,0.475770296639149,0.550757288384097,-0.445046376363435,0.995803664747532,"Clinton",5357,0.0285776777236015,9056,0.0483105188472905,1571,0.00838072273731155,234,0.00124830625113361,2383,0.0127124521215872,14272,0.0761360120349526,4960,0.0264598248103535,24450,0.130431999317166,1750,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,278
64,"Illinois",3,2016,7,3,127,-0.295178541580333,0.479353950589762,0.566759413024348,-0.435265116407831,1.00202452943218,"Clinton",5367,0.0287304943657825,9337,0.0499826021787425,1567,0.00838842643398196,276,0.0014774765129413,2371,0.0126923797542892,14127,0.0756243141243543,4961,0.0265571050025428,24115,0.129091833730361,1308,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,353
65,"Illinois",5,2016,7,3,127,-0.287406084097992,0.47412611319818,0.639876079006988,-0.415236530821895,1.05511260982888,"Clinton",5471,0.029547099296832,8756,0.0472883204977263,1649,0.00890571499551744,275,0.00148518594528035,2223,0.0120057031140299,14032,0.0757822879424504,4688,0.0253183698599065,24168,0.130523541547402,556,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,338
66,"Illinois",3,2016,8,3,128,-0.271840987879069,0.464967745647816,0.59499193927417,-0.404579470448958,0.999571409723129,"Clinton",5064,0.0283716552373269,8172,0.04578459056071,1640,0.00918829277038232,370,0.00207296849087894,2236,0.0125274528259603,13846,0.0775738424992156,4632,0.0259513244587871,23324,0.130675451570974,685,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,322
67,"Illinois",5,2016,8,3,128,-0.269729785547016,0.447330412704941,0.609899476540412,-0.402970658321493,1.0128701348619,"Clinton",5031,0.0286669933560496,5042,0.0287296721330158,1723,0.00981777570114759,542,0.00308835428323969,2172,0.0123762094154919,11249,0.0640975965538069,4534,0.0258350522513077,19515,0.111197848408529,467,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,277
69,"Illinois",2,2016,8,3,128,-0.261108123786669,0.468820611074107,0.571462817081074,-0.404471016334981,0.975933833416055,"Clinton",5229,0.0285052333187963,8163,0.0444995638901003,1475,0.00804077627562146,1093,0.00595835150457915,2294,0.0125054513737462,12150,0.0662341910161361,4758,0.0259376362843437,20920,0.11404273877017,398,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,274
71,"Illinois",2,2016,9,3,129,-0.27720496126014,0.471469638735423,0.630919362630319,-0.409673334182158,1.04059269681248,"Clinton",5193,0.0280234635122957,8464,0.0456750616537783,1419,0.00765748020873244,883,0.00476501411156501,2289,0.0123523412246572,12456,0.0672174584073089,4779,0.0257893572357522,21879,0.118067659962549,250,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,277
72,"Illinois",2,2016,9,3,129,-0.278372572765914,0.460611506834655,0.616113505356271,-0.406350347409899,1.02246385276617,"Clinton",4906,0.0260705062120713,7343,0.0390207352456664,1471,0.00781690065999936,778,0.00413429552241979,2383,0.0126632727891084,12512,0.0664888246484786,4903,0.0260545641984887,22111,0.117497954108257,355,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,279
73,"Illinois",1,2016,9,3,129,-0.287057414735107,0.471754393039266,0.609039378846121,-0.417531970934699,1.02657134978082,"Clinton",5075,0.0268881294868738,8489,0.0449760258549895,1261,0.00668097168136904,384,0.00203449097989351,2315,0.0122652255688892,13274,0.0703276907997563,4798,0.0254205409414819,23230,0.12307610797637,2127,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,269
74,"Illinois",4,2016,9,3,129,-0.275219698090533,0.46820990001904,0.594016970265791,-0.401719267245883,0.995736237511675,"Clinton",4597,0.0238692358417579,8646,0.0448930635387946,1069,0.00555062282245795,418,0.00217040256294427,2203,0.0114387484358044,12760,0.0662543940267198,4538,0.0235628871546438,22458,0.116609810427279,1084,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,285
75,"Illinois",3,2016,10,4,130,-0.280354138161701,0.465035672432184,0.582206116649208,-0.408771356502509,0.990977473151717,"Clinton",4769,0.0248411292843004,9217,0.0480102093968122,1034,0.00538597770601104,401,0.00208875924575477,2120,0.0110428169601,13127,0.0683769142619023,4367,0.0227471611626211,22616,0.117803937910199,499,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,275
76,"Illinois",2,2016,10,4,130,-0.29972447296407,0.450235651596218,0.577308776886038,-0.420509651968678,0.997818428854716,"Clinton",4636,0.0235392083189471,9075,0.0460781526088105,1017,0.00516379958161545,306,0.00155370960862766,1949,0.00989601316083433,12656,0.064260617015659,4052,0.0205739586083636,21668,0.110018888234458,293,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,267
77,"Illinois",6,2016,10,4,130,-0.330597673239074,0.459723805663545,0.57616005475458,-0.463169015353161,1.03932907010774,"Clinton",5049,0.0238335756500066,7752,0.0365929646343536,872,0.00411623647589736,222,0.00104794093767112,2117,0.00999320254526916,14108,0.066596174543532,4495,0.021218443760503,24243,0.11443798266649,271,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,241
78,"Illinois",4,2016,10,4,130,-0.331704834316655,0.465604640246635,0.558951151802004,-0.468752440574317,1.02770359237632,"Clinton",5089,0.0240913093288139,8110,0.0383927134322423,798,0.00377772938581126,168,0.000795311449644477,2189,0.0103627188289986,14601,0.0691210861682084,4468,0.0211514973631638,25026,0.118473002016683,194,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,277
79,"Illinois",5,2016,11,4,131,-0.32886421911151,0.47140543184445,0.541838779181736,-0.469305493481928,1.01114427266366,"Clinton",5060,0.0240436015984719,8610,0.0409121363167673,747,0.00354951984072302,188,0.000893319585081563,2195,0.0104299813258193,11926,0.0566687732536315,4469,0.0212353469453697,24793,0.117808896132591,302,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,268
3,"Illinois",0,2015,5,2,113,-0.232729553239571,0.340082159970646,0.327091943221877,-0.327075645441964,0.654167588663841,"Clinton",1211,0.00726323996881185,2529,0.0151682360702933,1447,0.00867870209320458,717,0.00430036586097283,1950,0.0116955556888382,7865,0.0471720746116476,3820,0.0229112937083908,14517,0.0870689138127512,528,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12864342,284
4,"Illinois",0,2015,5,2,113,-0.228506912931545,0.341045393277136,0.306050825701819,-0.322027669922748,0.628078495624568,"Clinton",1242,0.00729751167778137,2617,0.0153764799200917,1343,0.00789094861776198,806,0.00473574429331061,1941,0.0114045653515086,7983,0.0469050207115368,3756,0.0220688034313581,14709,0.0864243955462851,768,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12864342,283
16,"Illinois",0,2015,8,3,116,-0.322422682450358,0.366157463400764,0.467137219983705,-0.4239014600796,0.891038680063305,"Clinton",2063,0.0107907648209559,3898,0.0203889487504054,1395,0.00729671203355964,615,0.00321683003630049,2226,0.0116433555460242,9651,0.0504806937891643,4218,0.0220627464928707,16653,0.087105480641483,782,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12864342,303
23,"Illinois",0,2015,10,4,118,-0.265619172712902,0.363600492807248,0.491559784816349,-0.358605087237424,0.850164872053773,"Clinton",2156,0.0117447105223019,3223,0.0175571437909921,1410,0.00768090994269279,515,0.00280543873793389,1966,0.0107096942888894,9184,0.0500294162508444,3925,0.0213812564007583,16102,0.0877149020547796,255,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12864342,285
26,"Illinois",0,2015,10,4,118,-0.287407825358539,0.383557519779699,0.421580578901062,-0.399466717276477,0.821047296177539,"Clinton",2529,0.0132945029411919,4618,0.0242760041844303,1752,0.00920995221548765,1181,0.00620830683018888,2423,0.0127372798048668,11244,0.059107707026794,4538,0.0238554584211661,19381,0.101882467972812,583,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12864342,256
28,"Illinois",0,2015,11,4,119,-0.288275923520605,0.393144937923205,0.42635885905905,-0.402111475076442,0.828470334135492,"Clinton",2511,0.0132762312633833,5109,0.0270124514235863,1709,0.00903587384672324,1210,0.00639754672588363,2326,0.012298093954054,11371,0.0601210775372089,4582,0.0242260818991725,19401,0.1025775239908,438,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12864342,272
35,"Illinois",0,2015,12,4,120,-0.272208059547297,0.384535364193631,0.46933694409832,-0.370931531037896,0.840268475136215,"Clinton",2595,0.0135209066041422,4554,0.0237280187573271,1818,0.00947245017584994,554,0.00288654422300378,2284,0.0119004819590986,10143,0.0528487690504103,4529,0.0235977595414876,17836,0.0929321349485476,556,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12864342,284
36,"Illinois",0,2016,1,1,121,-0.26937956736914,0.387473483337554,0.433445535381359,-0.371614678388649,0.805060213770008,"Clinton",2596,0.0134853640165191,4670,0.024259110152983,1780,0.0092465130775824,429,0.00222851354510272,2343,0.012171112438638,10078,0.052351886963975,4590,0.0238435365315187,17726,0.0920807251759694,665,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,230
40,"Illinois",0,2016,1,1,121,-0.268420470225542,0.399701831224253,0.488618418260425,-0.375572525324446,0.86419094358487,"Clinton",2876,0.0152803974178466,4585,0.0243604388598146,1898,0.0100842122041283,613,0.00325691363600138,2410,0.0128045054857477,10366,0.055075312807162,4780,0.0253964880588688,18354,0.0975161384586776,247,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,229
43,"Illinois",0,2016,2,1,122,-0.307014856307171,0.41289106115315,0.537102740076072,-0.420317065228976,0.957419805305048,"Clinton",3565,0.0182114469032878,5397,0.0275700361674738,2053,0.0104875457201823,281,0.00143546047119884,2449,0.0125104722205194,10976,0.0560698011810621,4887,0.0249647520382517,19042,0.0972741576247982,476,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,260
45,"Illinois",0,2016,3,1,123,-0.299115279024552,0.415817083794305,0.515617726329946,-0.419177813401098,0.934795539731045,"Clinton",3683,0.0191806932755604,5028,0.0261853178901758,2027,0.0105564119656695,277,0.00144258811765686,2379,0.0123895925339555,10677,0.0556047412715607,4775,0.0248677193567203,18646,0.0971064911257395,320,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,283
46,"Illinois",0,2016,3,1,123,-0.277000060819057,0.410418277309025,0.515515966354952,-0.39114630284601,0.906662269200962,"Clinton",3656,0.0187037330727635,5329,0.0272626349958305,2020,0.0103341194767457,423,0.00216402600923932,2347,0.012007019015803,10944,0.0559884176007449,4720,0.0241470514506137,18868,0.0965268149936819,458,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,268
47,"Illinois",0,2016,3,1,123,-0.271896801999822,0.407961956494404,0.520574290020913,-0.383137987291859,0.903712277312772,"Clinton",3668,0.0189184310287026,5076,0.0261804678030791,2062,0.0106351703329293,443,0.00228485958171081,2304,0.0118833329035253,10586,0.0545993759187147,4554,0.0234881501921242,18271,0.0942362740799959,231,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,242
48,"Illinois",0,2016,3,1,123,-0.289325451872754,0.399239989267717,0.551186852380019,-0.388350005552764,0.939536857932783,"Clinton",3813,0.0190410083295048,4437,0.0221570820765835,2277,0.0113706729520804,190,0.000948804506322034,2243,0.011200886882528,12758,0.0637097257455606,4418,0.0220622016259513,20667,0.103204961748197,420,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,274
53,"Illinois",0,2016,5,2,125,-0.273596203922241,0.440218398110228,0.52813127263868,-0.404093192359108,0.932224464997788,"Clinton",4330,0.0243923048756443,6473,0.0364645241247219,1937,0.0109117539362871,903,0.00508689406529026,2234,0.0125848519843394,11336,0.0638593921640425,4684,0.0263865025490804,18740,0.105568543503366,157,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,263
58,"Illinois",0,2016,6,2,126,-0.286005435477836,0.455580640413908,0.581272608282435,-0.413752716289159,0.995025324571595,"Clinton",4833,0.0258214457445103,8031,0.0429075172303254,1790,0.00956349842389272,296,0.00158145001869958,2266,0.0121066410215312,14078,0.0752150451461238,4608,0.0246193300208367,23728,0.12677245285035,169,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,283
68,"Illinois",0,2016,8,3,128,-0.270284846109763,0.469369417954633,0.595929996052711,-0.414743690774147,1.01067368682686,"Clinton",5379,0.0299130802297841,7414,0.0412298897236697,1583,0.00880319873652132,801,0.00445442968285128,2260,0.0125680537868213,11707,0.0651036308328838,4639,0.025797876777462,20362,0.113234827967812,887,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,302
70,"Illinois",0,2016,8,3,128,-0.273757530137759,0.465365469859281,0.592358543821098,-0.410478086695603,1.0028366305167,"Clinton",5233,0.0281289642864822,8535,0.0458782171192672,1450,0.007794190371756,940,0.00505278548237975,2267,0.0121858134984627,12241,0.0657990926487347,4794,0.0257692059601367,21185,0.113875808983208,487,"12,830,632 ","12,831,572 ","12,840,762 ","12,867,291 ","12,884,119 ","12,898,269 ","12,888,962 ","12,864,342 ","12,826,895 ","12,786,196 ","12,741,080 ",12826895,287
1,"Massachusetts",5,2015,5,2,113,-0.466923520215267,0.375461903853792,0.208135129902637,-0.570097524184726,0.778232654087363,"Clinton",2705,0.00452836379585701,29472,0.0493382394792968,2890,0.00483806704991747,7060,0.0118189458036046,3617,0.0060551171347929,90853,0.15209443103327,6690,0.0111995392954837,167403,0.280244615348558,1078,"6,547,629 ","6,547,790 ","6,566,431 ","6,613,149 ","6,663,158 ","6,713,944 ","6,763,652 ","6,795,891 ","6,826,022 ","6,863,246 ","6,902,149 ",6795891,4187
2,"Massachusetts",8,2015,5,2,113,-0.471728305867272,0.367556283882749,0.217036692581788,-0.569348288441943,0.786384981023731,"Clinton",2316,0.0037915623004764,29493,0.0482834831295123,2606,0.00426632614639098,6782,0.0111029255275609,3499,0.00572827136846586,93181,0.152548172159193,6784,0.011106199760981,171294,0.280428269731349,453,"6,547,629 ","6,547,790 ","6,566,431 ","6,613,149 ","6,663,158 ","6,713,944 ","6,763,652 ","6,795,891 ","6,826,022 ","6,863,246 ","6,902,149 ",6795891,4270
3,"Massachusetts",9,2015,5,2,113,-0.46258045799787,0.365989079794372,0.286438878101458,-0.553483303784654,0.839922181886112,"Clinton",2380,0.00387178219110336,27884,0.0453616700070278,2771,0.00450786069392748,6582,0.0107075925974127,3752,0.00610375074832765,89071,0.144900635102423,7531,0.0122514250761342,167265,0.272106574871808,528,"6,547,629 ","6,547,790 ","6,566,431 ","6,613,149 ","6,663,158 ","6,713,944 ","6,763,652 ","6,795,891 ","6,826,022 ","6,863,246 ","6,902,149 ",6795891,4194
4,"Massachusetts",7,2015,5,2,113,-0.471250245469499,0.371627904386278,0.27759212646142,-0.566062663454157,0.843654789915577,"Clinton",2533,0.00409638554216867,27982,0.0452526886067761,2741,0.00443276461550902,8214,0.0132837389827767,3883,0.00627961510471416,94113,0.152200210236921,7530,0.0121775693377537,174017,0.28142152502628,768,"6,547,629 ","6,547,790 ","6,566,431 ","6,613,149 ","6,663,158 ","6,713,944 ","6,763,652 ","6,795,891 ","6,826,022 ","6,863,246 ","6,902,149 ",6795891,4289
5,"Massachusetts",11,2015,6,2,114,-0.514390366211754,0.345120492415452,0.303935747156844,-0.590061466649607,0.893997213806451,"Clinton",2222,0.00323269120815651,21498,0.0312765056673936,2405,0.00349892995302268,5234,0.00761471907447847,3465,0.00504107787410544,100211,0.145792627660023,7048,0.010253828818671,201711,0.293460565386344,525,"6,547,629 ","6,547,790 ","6,566,431 ","6,613,149 ","6,663,158 ","6,713,944 ","6,763,652 ","6,795,891 ","6,826,022 ","6,863,246 ","6,902,149 ",6795891,3840
6,"Massachusetts",9,2015,6,2,114,-0.523903343954377,0.352017936463699,0.301749956578015,-0.601074876216275,0.90282483279429,"Clinton",2225,0.00333549203379565,24504,0.0367338862005073,2190,0.00328302361978089,4584,0.00687186313839069,3457,0.00518238020711532,96965,0.145359993284043,6438,0.00965118998362986,194624,0.291760360263122,844,"6,547,629 ","6,547,790 ","6,566,431 ","6,613,149 ","6,663,158 ","6,713,944 ","6,763,652 ","6,795,891 ","6,826,022 ","6,863,246 ","6,902,149 ",6795891,4183
