"week","state_name","n","year","month_year","quarter","month","mean","std","trump_mean","clinton_mean","mean_diff","candidate","right_1_total","right_1_ratio","left_1_total","left_1_ratio","right_2std_total","right_2std_ratio","left_2std_total","left_2std_ratio","right_5_total","right_5_ratio","left_5_total","left_5_ratio","right_10_total","right_10_ratio","left_10_total","left_10_ratio","posts","Census","Estimates Base","2010","2011","2012","2013","2014","2015","2016","2017","2018","population","crime"
1,"Arizona",6,2015,5,2,113,0.271261281397144,0.52742873546689,0.507055497067144,-0.403623790870582,0.910679287937725,"Trump",11733,0.0697587309892148,835,0.00496450527367207,12721,0.075632900103452,226,0.00134368645730525,17015,0.101162942792252,2546,0.0151372819482265,33919,0.201665933386447,5244,0.0311782822217202,1078,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,396
2,"Arizona",11,2015,5,2,113,0.262017594124871,0.531029829751617,0.507938429645244,-0.406217809466838,0.914156239112081,"Trump",11861,0.0698490657150092,835,0.0049172894251777,13557,0.0798367577690228,243,0.00143101955726728,18169,0.106996684510244,2653,0.0156234357425107,35450,0.208763964218622,5601,0.0329841174496051,453,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,375
3,"Arizona",11,2015,5,2,113,0.262287554413249,0.529051502290911,0.533938939304523,-0.385639486661687,0.91957842596621,"Trump",11352,0.0663122845960629,773,0.00451545066884748,13324,0.0778316490449208,221,0.0012909632571996,18309,0.10695134061569,2608,0.0152345347274958,36071,0.210707401133244,5648,0.0329925813423681,528,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,350
4,"Arizona",6,2015,5,2,113,0.270142298599099,0.533694873746889,0.535502357488806,-0.396040927615531,0.931543285104337,"Trump",12184,0.0710955506929249,789,0.00460393873085339,13229,0.0771932895696572,251,0.00146462436177972,18805,0.109730123997082,2659,0.0155156819839533,36702,0.214161925601751,5691,0.0332078774617068,768,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,376
5,"Arizona",2,2015,6,2,114,0.25462025090099,0.548116096097465,0.550756843924083,-0.406745616964438,0.95750246088852,"Trump",11806,0.0676980595440158,687,0.00393940088994908,13391,0.0767867792100555,185,0.00106082847837057,18526,0.106231937244828,2994,0.0171682187256296,36497,0.209281389054544,5743,0.0329315564934171,525,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,389
6,"Arizona",5,2015,6,2,114,0.267133793668818,0.556674451303349,0.565494743788907,-0.413503399699382,0.978998143488288,"Trump",12286,0.0731980505939969,784,0.00467094836933856,11973,0.0713332459516462,175,0.00104262240387021,17708,0.10550147158705,2904,0.0173015740619377,34524,0.205688547835516,5382,0.03206510730074,844,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,353
7,"Arizona",10,2015,6,2,114,0.283829611686768,0.561585185277565,0.585526318185829,-0.416669657262538,1.00219597544837,"Trump",13921,0.0771875155944176,998,0.00553359245479698,12437,0.0689592077758618,225,0.00124755340914762,18804,0.10426219691383,3041,0.0168613774098573,36974,0.205009065554773,5656,0.0313607203650619,2236,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,395
8,"Arizona",3,2015,6,2,114,0.298319011576641,0.558797849996616,0.582419566435738,-0.422678271489046,1.00509783792478,"Trump",14314,0.0772327016877455,1051,0.005670781715371,11668,0.0629559286916735,176,0.000949626624077351,19181,0.103493115206975,2848,0.0153666853714335,36676,0.197889239003755,5459,0.0294546121638538,1197,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,373
9,"Arizona",6,2015,6,2,114,0.314341325208241,0.54192280864247,0.566042823164472,-0.422606410498591,0.988649233663062,"Trump",13429,0.0716576398708679,1122,0.00598703343027134,10079,0.0537819161708599,230,0.00122728849283637,19074,0.101779568314613,2770,0.0147808222832902,36755,0.196126037192177,5460,0.0291347616125504,486,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,370
10,"Arizona",4,2015,7,3,115,0.301678780359892,0.535812132854795,0.555071612800311,-0.416938769026882,0.972010381827193,"Trump",12222,0.0657443168981506,1155,0.00621295090961905,9612,0.0517046615958946,247,0.00132865703435143,17858,0.0960613656657809,2896,0.0155781002893998,34729,0.186813482372433,5362,0.0288431539198072,790,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,367
11,"Arizona",2,2015,7,3,115,0.297068932557386,0.539195766565048,0.549682512058053,-0.432513337729285,0.982195849787338,"Trump",12606,0.0678420355839711,922,0.00496195119851034,10103,0.0543715758769522,202,0.00108710861399033,18123,0.0975330168878556,2885,0.0155262789671392,35545,0.191293443981616,5542,0.0298255244491804,547,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,347
12,"Arizona",3,2015,7,3,115,0.287959058255448,0.534613547566221,0.5455319643278,-0.420837750772431,0.966369715100232,"Trump",12027,0.0668467477031331,873,0.00485218348256716,11147,0.0619556578237985,179,0.000994892145910104,17560,0.0975994753194493,2826,0.0157070681806813,35080,0.194976628371656,5359,0.0297856257538114,472,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,358
13,"Arizona",5,2015,7,3,115,0.284249499572171,0.556621695862623,0.573070665198572,-0.426380678273722,0.999451343472294,"Trump",14518,0.0790125338108118,1032,0.00561654049405964,13135,0.071485716462668,172,0.000936090082343273,18874,0.102719559384575,2938,0.015989724778631,37242,0.202685272364117,5572,0.0303249647605623,763,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,369
14,"Arizona",7,2015,8,3,116,0.294394845507319,0.567052888534732,0.588910273670744,-0.428729406489159,1.0176396801599,"Trump",16107,0.0881396926848488,1015,0.00555421792233945,13296,0.0727575187147047,173,0.000946679507945541,19417,0.106252462461148,2862,0.015661252900232,37673,0.206151775160881,5512,0.0301624129930394,667,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,326
15,"Arizona",6,2015,8,3,116,0.306502624373797,0.56125663013985,0.591221762698952,-0.421417140250662,1.01263890294961,"Trump",15822,0.0857886460987909,1102,0.00597516672992463,11922,0.0646424117551374,161,0.000872959930596974,19130,0.103724990511305,2943,0.0159572737624031,37884,0.205411267147427,5461,0.029610150192485,778,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,355
16,"Arizona",2,2015,8,3,116,0.321533413247985,0.574150910228927,0.615415828935293,-0.426083361563669,1.04149919049896,"Trump",19148,0.102147726909002,1024,0.00546267350923427,13520,0.0721243611766087,115,0.000613483841369083,20793,0.110923213161629,2975,0.0158705602441132,39552,0.210995764294173,5475,0.0292071654912672,782,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,303
17,"Arizona",5,2015,8,3,116,0.330817040082929,0.56933385549564,0.61895007459429,-0.41327713214052,1.03222720673481,"Trump",19253,0.102438998435721,1058,0.0056292764943122,13540,0.0720419695018782,148,0.000787460227937812,21092,0.11222372383557,3013,0.0160312004511934,39865,0.212108797207709,5539,0.0294712310982942,747,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,341
18,"Arizona",6,2015,8,3,116,0.329472787999405,0.575288087534017,0.625436041207915,-0.412156093522097,1.03759213473001,"Trump",20450,0.108179880129287,1022,0.00540634902162011,15283,0.0808466067489433,152,0.000804075392648,21848,0.115575257753773,3056,0.0161661473679756,41107,0.217454783984088,5645,0.029861878891434,1376,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,349
19,"Arizona",1,2015,9,3,117,0.319429616456732,0.573137197002286,0.621259330690357,-0.400407973717495,1.02166730440785,"Trump",20294,0.106938289430003,1057,0.00556981235476069,16170,0.0852070631754781,197,0.00103808234048047,21528,0.113440795055145,3069,0.0161719528067744,41690,0.219683516622491,5731,0.0301992380370232,759,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,372
20,"Arizona",4,2015,9,3,117,0.308382385093722,0.573762869042044,0.615638473340872,-0.399679820166701,1.01531829350757,"Trump",18868,0.100974531598692,1199,0.00641660289309051,15520,0.0830572784827062,223,0.00119341321531208,20199,0.108097549489187,3148,0.0168469273623427,39931,0.213695888343617,5835,0.0312267538625381,623,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,279
21,"Arizona",2,2015,9,3,117,0.311755347298429,0.588440149080541,0.632299729689053,-0.407035419082533,1.03933514877159,"Trump",20738,0.112765355837828,1106,0.00601400730816078,16192,0.0880459370106142,153,0.000831955803027667,20012,0.108817643988168,3099,0.016851183226031,39166,0.212969810335827,5807,0.0315762571776579,598,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,413
22,"Arizona",1,2015,9,3,117,0.309662970817419,0.57857523467697,0.626278297084038,-0.399420300179343,1.02569859726338,"Trump",19500,0.106292517006803,1040,0.00566893424036281,15141,0.0825320512820513,173,0.000943005407291122,19193,0.104619091226234,2997,0.0163363422291994,38130,0.20784275248561,5717,0.0311627856270713,271,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,339
23,"Arizona",1,2015,10,4,118,0.327279551679414,0.586557051800702,0.650236021335555,-0.395575779403561,1.04581180073912,"Trump",21529,0.117887024706501,1024,0.00560714911512178,14901,0.0815938759418258,146,0.000799456807429473,19862,0.108758980199755,3125,0.0171116611179254,38771,0.212299588224987,6013,0.0329255738566673,255,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,301
24,"Arizona",4,2015,10,4,118,0.321309041625642,0.581375520114318,0.638541961608686,-0.394572514201727,1.03311447581041,"Trump",21155,0.114282781682342,945,0.00510504508105947,15466,0.0835498700779532,165,0.000891357077645305,20387,0.110133919648211,3069,0.0165792416442027,39445,0.213088363198297,6007,0.032450799790396,284,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,308
25,"Arizona",2,2015,10,4,118,0.327046902253052,0.575330059431824,0.62189402022143,-0.399822810208836,1.02171683043027,"Trump",21915,0.114790506670578,922,0.00482942492129923,16355,0.0856672934792288,182,0.000953313813098113,21812,0.11425099390822,3231,0.0169239391764835,41309,0.216376045633351,6327,0.0331407499751196,378,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,290
26,"Arizona",4,2015,10,4,118,0.337885853793777,0.578968825880886,0.608293954678771,-0.426650606768524,1.0349445614473,"Trump",24073,0.122528236006698,1025,0.00521710804249016,17129,0.0871842377168917,166,0.000844917009808163,23072,0.117433284640325,3026,0.0154019209137319,43627,0.222055387872896,6421,0.0326820007227603,583,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,314
27,"Arizona",2,2015,11,4,119,0.333804896501171,0.577351778468796,0.60168456073572,-0.427343929932819,1.02902849066854,"Trump",23751,0.120071584928744,1027,0.00519192950704475,16762,0.0847391649436066,191,0.000965587668788263,22573,0.114116285065746,2991,0.015120799567255,42840,0.21657474204654,6284,0.031768339846416,484,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,298
28,"Arizona",2,2015,11,4,119,0.347115773333619,0.583732393932683,0.61760895248488,-0.431475959485203,1.04908491197008,"Trump",24589,0.124383495121075,1136,0.00574645778427514,16949,0.0857365431211966,194,0.000981349304708959,23145,0.117079018853035,2952,0.0149326966366023,43870,0.221916463905062,6020,0.0304521794554017,438,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,307
29,"Arizona",7,2015,11,4,119,0.356572965324004,0.590377338755455,0.633989184733254,-0.437302708443615,1.07129189317687,"Trump",26216,0.131836742904271,1156,0.00581336873654778,17115,0.0860690362681794,179,0.000900166958340877,23799,0.119681974533824,2967,0.0149206444994267,44864,0.225615030273771,5903,0.0296853941624927,328,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,314
30,"Arizona",5,2015,11,4,119,0.349276868399955,0.588414093778532,0.63475720150082,-0.42617379302541,1.06093099452623,"Trump",25553,0.130868547606488,1172,0.00600234562653324,16660,0.0853234455102762,129,0.000660667735343675,23140,0.118510475936842,2946,0.015087807351337,43547,0.223024014503961,5659,0.0289823156148051,1332,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,287
31,"Arizona",1,2015,12,4,120,0.35640860267168,0.584626745058163,0.638494628885567,-0.422321024425136,1.0608156533107,"Trump",25291,0.129820599029849,1115,0.00572337858994431,16941,0.0869594230423735,175,0.000898288119497985,23388,0.120052357364679,3090,0.0158612016528501,44133,0.226537997587455,5829,0.0299206939917358,930,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,319
32,"Arizona",5,2015,12,4,120,0.343192397450746,0.584399481556959,0.635878437899533,-0.413354833725675,1.04923327162521,"Trump",23707,0.124482133949434,989,0.00519310037018562,16737,0.0878836409462049,173,0.000908398750295361,22022,0.115634435138754,2923,0.0153482632781118,42358,0.222415920606999,5728,0.0300769250964846,702,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,293
33,"Arizona",3,2015,12,4,120,0.335873010502108,0.587944786005852,0.630781394126981,-0.417367261122521,1.0481486552495,"Trump",23179,0.121315370765817,1213,0.0063486580412846,16386,0.0857618389649542,209,0.00109387430389817,21545,0.112763262571704,2982,0.015607335761839,41649,0.217984549679688,6042,0.0316229116945107,393,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,327
34,"Arizona",2,2015,12,4,120,0.327878952712233,0.594915908823714,0.63589661100742,-0.416604334255527,1.05250094526295,"Trump",24629,0.127504374566426,1185,0.00613474699992752,16728,0.0866008842318883,185,0.000957745312224972,21492,0.111264120272103,3149,0.0163023783145753,41515,0.214923225064971,6012,0.0311241341464677,418,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,313
35,"Arizona",7,2015,12,4,120,0.318020518414497,0.596800044260786,0.633009664219275,-0.415297953943053,1.04830761816233,"Trump",24222,0.124857600890735,1235,0.00636607782594576,16923,0.0872333077315629,163,0.000840219178647092,21285,0.109718191518426,3157,0.0162734475275391,41430,0.213560003505209,5835,0.0300777847080109,556,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6833596,364
36,"Arizona",3,2016,1,1,121,0.318070526686954,0.591397261601016,0.610838049194845,-0.431056605491656,1.0418946546865,"Trump",23971,0.120959969319736,1334,0.00673149218107411,16561,0.0835683973094216,143,0.000721591740549924,21361,0.107789658530678,3191,0.0161020926160476,41780,0.210825894546684,5812,0.029327910462071,665,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,358
37,"Arizona",4,2016,1,1,121,0.325105884236634,0.592290084134597,0.627056577032103,-0.414149127114572,1.04120570414667,"Trump",23860,0.120502616108765,1244,0.00628270135956849,17493,0.0883467000666653,125,0.000631300377770146,21378,0.107967515807761,3150,0.0159087695198077,42716,0.215733015494636,5639,0.0284792226419668,357,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,367
38,"Arizona",4,2016,1,1,121,0.32845343304551,0.576398769776087,0.597544993293327,-0.408855584092589,1.00640057738592,"Trump",24610,0.119013651992669,1342,0.00648989520415121,17292,0.0836238955813582,162,0.000783429972483231,21434,0.10365455574201,3128,0.0151269688514046,42374,0.204920133666694,5424,0.0262303961157349,335,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,397
39,"Arizona",4,2016,1,1,121,0.328697963313294,0.564142603829939,0.591079394970807,-0.39789729910134,0.988976694072147,"Trump",23580,0.113456477075344,1467,0.00705855181804622,16146,0.0776873739973921,215,0.00103448441777773,21633,0.104088378650166,2991,0.0143913622956893,42678,0.205347562706596,5646,0.0271660419663865,166,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,391
40,"Arizona",2,2016,1,1,121,0.341764821825076,0.577854835551312,0.619972545221641,-0.394375610832846,1.01434815605449,"Trump",26959,0.130396087972256,1294,0.00625885744412253,17693,0.0855780253159659,193,0.000933508104107919,22878,0.110656986558451,2952,0.0142783208462517,43816,0.211930523780272,5663,0.0273909657697572,247,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,390
41,"Arizona",2,2016,2,1,122,0.340483319584918,0.581891469987029,0.618698754309507,-0.398628510279706,1.01732726458921,"Trump",27346,0.136240216421963,1345,0.00670091022773131,17073,0.0850592121323841,149,0.000742331318908524,21519,0.107209581554312,2869,0.0142936144560306,41889,0.208694742401068,5357,0.0266890528549863,338,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,447
42,"Arizona",1,2016,2,1,122,0.360264713409234,0.608128197944602,0.670012943707492,-0.412947268935417,1.08296021264291,"Trump",32233,0.157103099365895,1509,0.00735484059638058,19775,0.096383017093059,119,0.000580003996666195,24801,0.120879656481667,3158,0.0153920388358979,47403,0.231041423982922,5904,0.0287759966077077,390,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,378
43,"Arizona",5,2016,2,1,122,0.380139096155759,0.629077386049564,0.705990858681015,-0.420202636459378,1.12619349514039,"Trump",36043,0.176789699570815,1505,0.00738197424892704,20897,0.102499080318823,79,0.00038749233599019,25192,0.123565910484365,3194,0.0156664622930717,48237,0.236600858369099,5758,0.0282427958307787,476,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,308
44,"Arizona",5,2016,3,1,123,0.383955993433474,0.626083750623113,0.700612660088392,-0.423742427256347,1.12435508734474,"Trump",35917,0.174464467868072,1509,0.00732986836353038,21349,0.103701364939039,77,0.000374022441346481,25189,0.122353912663331,3210,0.0155923641132754,49416,0.240034973526983,6071,0.0294894836547336,335,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,350
45,"Arizona",5,2016,3,1,123,0.396021707621679,0.62729584264272,0.701556551362711,-0.430406982169581,1.13196353353229,"Trump",36885,0.182932272655134,1414,0.00701277574988097,20708,0.1027019520711,73,0.00036204570703063,24440,0.121210918901762,3123,0.0154886129185844,48028,0.238196318044755,5764,0.0285867322647199,320,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,339
46,"Arizona",4,2016,3,1,123,0.398130170752995,0.633144464343273,0.720430435092745,-0.414940200041192,1.13537063513394,"Trump",37695,0.189757762474326,1404,0.00706777818050018,21501,0.108236679956506,75,0.000377552253231847,24545,0.123560267407676,3160,0.0159075349361685,48059,0.241930449840925,5937,0.029887036365833,458,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,337
47,"Arizona",2,2016,3,1,123,0.398135363404473,0.640447004247056,0.726615457207733,-0.416491557784715,1.14310701499245,"Trump",38297,0.194285627317786,1333,0.00676248116600801,22092,0.11207556933192,72,0.000365265299289255,24633,0.124966390519336,3110,0.0157774316776331,47245,0.239679987012789,5892,0.0298908769918373,231,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,347
48,"Arizona",3,2016,3,1,123,0.386993493326648,0.657261919395586,0.742571110615097,-0.413862811508978,1.15643392212408,"Trump",40763,0.209228795072501,1274,0.00653920184781214,24660,0.126575131528295,52,0.000266906197869883,24190,0.124162710124471,3208,0.0164660592839728,47620,0.244424483510843,5834,0.0299448222764019,420,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,379
49,"Arizona",3,2016,4,2,124,0.394645474540353,0.665444103287714,0.773453879067439,-0.398325558205714,1.17177943727315,"Trump",42445,0.220496942809498,1211,0.00629100713257869,24834,0.129009802750173,70,0.000363642030784895,23630,0.122755159820673,3120,0.0162080448006982,47110,0.244731086718235,5855,0.0304160584320795,456,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,384
50,"Arizona",3,2016,4,2,124,0.409524022891763,0.668988455649849,0.768457608582127,-0.417222643317934,1.18568025190006,"Trump",44628,0.229974852619862,1199,0.0061786288494043,25263,0.130184070577565,80,0.00041225213340479,24021,0.123783856206456,3236,0.0166755987962238,47861,0.246634991961083,6027,0.0310580451003834,327,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,336
51,"Arizona",4,2016,4,2,124,0.422011095924762,0.674157986833504,0.775454608726037,-0.415628315939466,1.1910829246655,"Trump",47490,0.242232888381085,1275,0.0065034098270348,25340,0.129252082366323,74,0.00037745280564751,24199,0.123432168160326,3329,0.0169802755405481,47941,0.244533310210098,5913,0.030160519456672,192,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,316
52,"Arizona",4,2016,4,2,124,0.438210872061052,0.664466221079455,0.772534226730594,-0.416853749842376,1.18938797657297,"Trump",47793,0.244941574415744,1643,0.00842045920459205,20794,0.106570315703157,108,0.000553505535055351,23469,0.120279827798278,3338,0.0171074210742107,47045,0.241108036080361,5904,0.0302583025830258,220,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,333
53,"Arizona",6,2016,5,2,125,0.4303689159642,0.648018832066092,0.735880896354249,-0.426599942427145,1.16248083878139,"Trump",43987,0.222705455871036,1742,0.00881971728300053,19751,0.099998987403297,129,0.000653124873425412,23244,0.117683988820932,3375,0.0170875693628742,46771,0.236800801976589,5989,0.0303222082708899,157,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,336
54,"Arizona",2,2016,5,2,125,0.435657089395829,0.646507014542715,0.745073827688097,-0.415905749262773,1.16097957695087,"Trump",44537,0.226637559029474,1842,0.00937347337567171,17774,0.0904474027031428,142,0.00072260218205504,22608,0.11504640937958,3165,0.0161058866634099,45641,0.232255536557564,5934,0.0301966292134831,323,"6,392,017 ","6,392,288 ","6,407,774 ","6,473,497 ","6,556,629 ","6,634,999 ","6,733,840 ","6,833,596 ","6,945,452 ","7,048,876 ","7,171,646 ",6945452,317
