agency_id,incident_id,nibrs_month_id,incident_number,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,ddocname,orig_format,ff_line_number,did
10734,82320308,6893798,201500007605,,,2015-12-11 00:00:00,,18,6,,0,C,2015_12_NB0760200_201500007605_INC,,,
10734,82320309,6893798,201500007606,,,2015-12-09 00:00:00,,15,6,,0,C,2015_12_NB0760200_201500007606_INC,,,
10734,82320310,6893798,201500007611,,,2015-12-12 00:00:00,,14,6,,0,C,2015_12_NB0760200_201500007611_INC,,,
10734,82320311,6893798,201500007635,,,2015-12-14 00:00:00,,5,6,,0,C,2015_12_NB0760200_201500007635_INC,,,
10734,82320312,6893798,201500007644,,,2015-12-11 00:00:00,,15,6,,0,C,2015_12_NB0760200_201500007644_INC,,,
10734,82320313,6893798,201500007645,,,2015-12-14 00:00:00,,11,6,,0,C,2015_12_NB0760200_201500007645_INC,,,
10734,82320314,6893798,201500007656,,,2015-12-15 00:00:00,,21,6,,0,C,2015_12_NB0760200_201500007656_INC,,,
10734,82320315,6893798,201500007659,,,2015-12-01 00:00:00,,12,6,,0,C,2015_12_NB0760200_201500007659_INC,,,
10734,82320316,6893798,201500007714,,,2015-12-20 00:00:00,,19,6,,0,C,2015_12_NB0760200_201500007714_INC,,,
10734,82320317,6893798,201500007749,,,2015-12-22 00:00:00,,22,6,,0,C,2015_12_NB0760200_201500007749_INC,,,
10734,82320318,6893798,201500007787,,,2015-12-20 00:00:00,,19,6,,0,C,2015_12_NB0760200_201500007787_INC,,,
10734,82320319,6893798,201500007794,,,2015-12-27 00:00:00,,0,6,,0,C,2015_12_NB0760200_201500007794_INC,,,
10734,82320320,6893798,201500007807,,,2015-12-27 00:00:00,,15,6,,0,C,2015_12_NB0760200_201500007807_INC,,,
10734,82320321,6893798,201500007813,,,2015-12-26 00:00:00,,15,6,,0,C,2015_12_NB0760200_201500007813_INC,,,
10734,82320322,6893798,201500007822,,,2015-12-28 00:00:00,,20,6,,0,C,2015_12_NB0760200_201500007822_INC,,,
10734,82320323,6893798,201500007847,,,2015-12-29 00:00:00,,17,6,,0,C,2015_12_NB0760200_201500007847_INC,,,
10734,82320324,6893798,201500007858,,,2015-12-30 00:00:00,,20,6,,0,C,2015_12_NB0760200_201500007858_INC,,,
10734,82320325,6893798,201500007861,,,2015-12-31 00:00:00,,9,6,,0,C,2015_12_NB0760200_201500007861_INC,,,
10734,82320326,6893798,201500007864,,,2015-12-31 00:00:00,,20,6,,0,C,2015_12_NB0760200_201500007864_INC,,,
10734,82320327,6893798,201600000010,,,2015-12-23 00:00:00,,0,6,,0,C,2015_12_NB0760200_201600000010_INC,,,
10734,82320328,6893798,201600000020,,,2015-12-28 00:00:00,,19,6,,0,C,2015_12_NB0760200_201600000020_INC,,,
10734,82320329,6893798,201600000255,,,2015-12-04 00:00:00,,12,6,,0,C,2015_12_NB0760200_201600000255_INC,,,
10734,82320330,6893798,201600000764,,,2015-12-17 00:00:00,,7,6,,0,C,2015_12_NB0760200_201600000764_INC,,,
10736,82326721,6796151,150820032454,,,2015-03-15 00:00:00,,8,6,,0,C,2015_03_NB0770000_150820032454_INC,,,
10736,82321485,6796151,150307009601,,,2015-03-07 00:00:00,,15,6,,0,C,2015_03_NB0770000_150307009601_INC,,,
10736,82321486,6796151,150307009605,,,2015-03-07 00:00:00,,15,6,,0,C,2015_03_NB0770000_150307009605_INC,,,
10736,82323477,6796151,150424015951,,,2015-03-14 00:00:00,,14,6,,0,C,2015_03_NB0770000_150424015951_INC,,,
10736,82322372,6796151,150308009770,,,2015-03-08 00:00:00,,22,6,,0,C,2015_03_NB0770000_150308009770_INC,,,
10736,82322373,6796151,150309009777,,,2015-03-09 00:00:00,,0,6,,0,C,2015_03_NB0770000_150309009777_INC,,,
10736,82322374,6796151,150309009815,,,2015-03-06 00:00:00,,15,6,,0,C,2015_03_NB0770000_150309009815_INC,,,
10736,82322375,6796151,150309009840,,,2015-03-08 00:00:00,,15,6,,0,C,2015_03_NB0770000_150309009840_INC,,,
10736,82322376,6796151,150309009889,,,2015-03-09 00:00:00,,13,6,,0,C,2015_03_NB0770000_150309009889_INC,,,
10736,82322377,6796151,150309009896,,,2015-03-09 00:00:00,,16,6,,0,C,2015_03_NB0770000_150309009896_INC,,,
10736,82322378,6796151,150310010042,,,2015-03-09 00:00:00,,15,6,,0,C,2015_03_NB0770000_150310010042_INC,,,
10736,82322380,6796151,150311010098,,,2015-03-11 00:00:00,,1,6,,0,C,2015_03_NB0770000_150311010098_INC,,,
10736,82322381,6796151,150311010153,,,2015-03-11 00:00:00,,8,6,,0,C,2015_03_NB0770000_150311010153_INC,,,
10736,82322382,6796151,150311010237,,,2015-03-11 00:00:00,,1,6,,0,C,2015_03_NB0770000_150311010237_INC,,,
10736,82322383,6796151,150312010318,,,2015-03-11 00:00:00,,12,6,,0,C,2015_03_NB0770000_150312010318_INC,,,
10736,82322384,6796151,150312010377,,,2015-03-10 00:00:00,,6,6,,0,C,2015_03_NB0770000_150312010377_INC,,,
10736,82322385,6796151,150313010431,,,2015-03-13 00:00:00,,2,6,,0,C,2015_03_NB0770000_150313010431_INC,,,
10736,82322387,6796151,150313010484,,,2015-03-13 00:00:00,,9,6,,0,C,2015_03_NB0770000_150313010484_INC,,,
10736,82322388,6796151,150313010503,,,2015-03-13 00:00:00,,16,6,,0,C,2015_03_NB0770000_150313010503_INC,,,
10736,82322389,6796151,150314010598,,,2015-03-14 00:00:00,,11,6,,0,C,2015_03_NB0770000_150314010598_INC,,,
10736,82322390,6796151,150314010659,,,2015-03-14 00:00:00,,21,6,,0,C,2015_03_NB0770000_150314010659_INC,,,
10736,82322391,6796151,150315010717,,,2015-03-15 00:00:00,,0,6,,0,C,2015_03_NB0770000_150315010717_INC,,,
10736,82322392,6796151,150315010718,,,2015-03-14 00:00:00,,23,6,,0,C,2015_03_NB0770000_150315010718_INC,,,
10736,82322393,6796151,150315010719,,,2015-03-09 00:00:00,,19,6,,0,C,2015_03_NB0770000_150315010719_INC,,,
10736,82322394,6796151,150316010793,,,2015-03-16 00:00:00,,1,6,,0,C,2015_03_NB0770000_150316010793_INC,,,
10736,82322395,6796151,150316010853,,,2015-03-16 00:00:00,,12,6,,0,C,2015_03_NB0770000_150316010853_INC,,,
10736,82322396,6796151,150316010890,,,2015-03-16 00:00:00,,17,6,,0,C,2015_03_NB0770000_150316010890_INC,,,
10736,82322397,6796151,150316010894,,,2015-03-12 00:00:00,,1,6,,0,C,2015_03_NB0770000_150316010894_INC,,,
10736,82322398,6796151,150316010899,,,2015-03-16 00:00:00,,18,6,,0,C,2015_03_NB0770000_150316010899_INC,,,
10736,82322399,6796151,150316010910,,,2015-03-12 00:00:00,,10,6,,0,C,2015_03_NB0770000_150316010910_INC,,,
10736,82322400,6796151,150317011002,,,2015-03-14 00:00:00,,12,6,,0,C,2015_03_NB0770000_150317011002_INC,,,
