state,agency,ID,date,source,quarter,number_of_victims,total_offenders,offenders_race,offense_type,number_of_group_victims,location,motivation,victim_type
01,AL0011100,1A0BRVH39G19,20111201,D,4,000,01,W,23*,001,08,12, 
01,AL0011200,2W1M0U7VLG2X,20110716,N,3,001,02,W,13C,001,14,12,I
01,AL0011200,2W1M0UF2JL0O,20111118,N,4,001,02,W,13B,001,21,32,I
01,AL0011300,6X0IJ4RCZC63,20110502,D,2,001,00,U,13B,001,13,11,I
01,AL0011300,720N0WKLPU7C,20110516,D,2,001,01,W,13B,001,10,12,I
01,AL0011900,6X0NJ4A SC6U,20111201,D,4,001,01,B,13B,001,20,11,I
01,AL0012200,720TYBRVMC6X,20110227,D,1,001,01,W,13A,001,20,11,I
01,AL0012200,1A1M0U739GTX,20111130,D,4,000,00,U,23*,001,08,11, 
01,AL0020500,0W0MQUH2SN0 ,20110306,D,1,001,00,U,290,001,20,12,I
01,AL0020500,0W0MQUR3JN0R,20110615,D,2,001,00,U,290,001,20,12,I
01,AL0020800,102MR1SC9W2W,20111120,D,4,001,00,U,23*,001,12,11,I
01,AL0030100,2W1M0U8OL6J4,20110321,D,1,001,00,U,13B,001,25,33,I
01,AL0040100,3901A5Z4O73S,20110511,D,2,001,00,U,13B,001,13,12,I
01,AL0050300,5H0U729G0 5H,20110406,D,2,000,00,U,290,001,06,15, 
01,AL0050300,5H0U729G0 5J,20110406,D,2,000,00,U,290,001,13,15, 
01,AL0051200,5H0K739NBW5H,20110423,D,2,001,01,W,13B,001,14,12,I
01,AL0051200,280X45HZV72 ,20110821,D,3,002,01,W,13B,002,56,41,I
01,AL0051200,5H0K739N W5L,20110827,D,3,001,00,U,13B,001,20,41,I
01,AL0080000,4K0BL72 3J4R,20110607,D,2,003,01,W,13C,003,20,11,I
01,AL0080000,9G085MQUZ396,20110810,D,3,001,01,W,13C,001,20,12,I
01,AL0100100,5F1T-1A3HLOZ,20111115,D,4,001,01,B,13B,001,12,12,I
01,AL0110200,720G0WI8PL7C,20111230,D,4,001,00,U,13C,001,13,12,I
01,AL0110300,1A0BR-S39G12,20110111,D,1,001,00,U,13A,001,13,12,I
01,AL0110400,8N0 KHPLS283,20110813,D,3,001,03,W,13A,001,17,12,I
01,AL0110500,1A0MRVFQ9718,20110318,D,1,001,00,U,13C,001,20,41,I
01,AL0110500,720N0WKSZK71,20110425,D,2,001,00,U,290,001,18,12,I
01,AL0110500,6X0IJ4RCSL6F,20110511,D,2,001,00,U,13C,001,53,43,I
01,AL0110500,720N0WKAZR7X,20110618,D,2,001,01,W,13B,001,20,32,I
01,AL0110500,0W0HQ-F38G0N,20111111,D,4,001,02,W,13A,001,20,41,I
01,AL0130100,0W0JP-F39N0O,20111101,D,4,001,00,U,13C,001,25,12,I
01,AL0140000,0W0JP-F2840W,20110213,D,1,001,01,W,13B,001,20,21,I
01,AL0140000,9G085MQUOP94,20110714,D,3,001,01,W,13C,001,20,32,I
01,AL0140000,5H0K739NBW5Y,20111130,D,4,001,00,U,23*,001,20,11,I
01,AL0140100,0W0MQUH2840X,20110302,D,1,001,00,U,13C,001,08,11,I
01,AL0140100,1A0BR-53TL1G,20110701,D,3,001,01,B,13C,001,25,11,I
01,AL0160100,1A0BRVS39U1G,20111129,D,4,001,01,W,13B,001,23,15,I
01,AL0180100,0W0MQUOZUG0 ,20110223,D,1,001,00,U,290,001,39,12,I
01,AL0190100,0W0H4UF3820X,20110906,D,3,001,01,W,13C,001,21,12,I
01,AL0190200,5F1T-1G3H5UH,20110908,D,3,001,00,U,13C,001,03,12,I
01,AL0190200,5F1T-1W3JP-8,20111017,D,4,001,00,U,290,001,20,15,I
01,AL0200100,8N045HZX4S8E,20110514,D,2,001,02,W,13C,001,20,12,I
01,AL0200200,3A1B1VHP9W48,20111122,D,4,000,00,U,290,001,53,12, 
01,AL0220000,3901A50PUX36,20110317,D,1,000,00,U,290,001,04,26, 
01,AL0250000,8N0ARVBMF2 N,20110824,D,3,007,01,W,13B,007,22,12,I
01,AL0260100,1A0BRVFE9W1H,20111021,D,4,001,00,U,290,001,18,11,I
01,AL0280100,0W0JP-F28G0X,20110103,D,1,002,01,B,13B,002,20,11,I
01,AL0280100,5H0K739N0I5A,20110211,D,1,001,01,W,13B,001,53,44,I
01,AL0281100,0A1M0U728NJO,20110109,D,1,000,02,W,220,001,24,26, 
01,AL0281100,0A1M0U728NJX,20110121,D,1,001,00,U,290,001,20,26,I
01,AL0370100,-F1T-083H4HZ,20110221,D,1,001,00,U,11A,001,20,11,I
01,AL0370100,-F1T-0H3HPKP,20110503,D,2,000,00,U,23*,001,40,11, 
01,AL0420200,720G0418PU7X,20110626,D,2,001,01,W,13A,001,13,52,I
01,AL0470000,LU5 5H8NX4ZB,20111016,D,4,001,00,U,290,001,20,15,I
01,AL0480000,4K0ZT428ZJ41,20110417,D,2,001,01,W,13B,001,39,11,I
01,AL0500200,1A0BR1F8TG1N,20110408,D,2,003,01,W,13B,003,03,21,I
01,AL0500200,9G0AE9PHOO97,20110910,D,3,001,00,U,120,001,23,33,I
01,AL0500600,2800W2OEJ62S,20110614,D,2,001,01,W,220,001,20,32,I
01,AL0520100,2W1M0B7ZI76D,20110621,D,2,001,01,B,120,001,25,32,I
01,AL0520100,2W1M0O7P9CJO,20110806,D,3,002,01,W,13C,002,18,32,I
01,AL0520100,2W1M0O7PIY R,20110826,D,3,001,01,B,13B,001,20,11,I
01,AL0560100,3901A5MPKF3A,20110102,D,1,001,01,W,13B,001,11,11,I
01,AL0560100,5H0-F2J60W5P,20110521,D,2,001,01,B,13B,001,20,12,I
01,AL0560100,5H0-F27G645P,20110917,D,3,001,01,W,290,001,20,52,I
01,AL0560100,3901AEMPB73G,20111106,D,4,001,01,W,13C,001,20,12,I
01,AL0570100,8N0W5XALZ18C,20110316,D,1,001,00,U,13B,001,20,12,I
01,AL0590400,4K0PU6X I941,20110210,D,1,001,01,W,13B,001,22,32,I
01,AL0590600,2800W2O4RQ2L,20111130,D,4,000,00,U,290,001,04,14, 
01,AL0610100,8N0W58ZU7V86,20110707,D,3,001,01,W,13B,001,10,12,I
01,AL0610100,8N0W58ZU7V8D,20110707,D,3,001,01,W,13B,001,10,12,I
01,AL0610400,8N0W5OEJ628C,20110629,D,2,001,02,W,220,001,20,12,I
01,AL0610400,1A0BR-QE9G1H,20110903,D,3,001,01,B,13A,001,03,11,I
