state,agency,ID,date,source,quarter,number_of_victims,total_offenders,offenders_race,offense_type,number_of_group_victims,location,motivation,victim_type
02,AZ0071700,2W0WPHO2620A,20090402,F,2,001,01,W,290,001,20,12,I
02,AZ0071700,2W0WPHZ2820A,20090408,F,2,001,01,W,290,001,20,12,I
02,AZ0071700,O2020 IOEO73,20090502,F,2,001,01,W,290,001,08,12,I
02,AZ0071700,LN0N5SELRI8G,20090526,F,2,003,01,W,13B,003,13,41,I
02,AZ0071700,VX0XJARVS962,20090629,F,2,004,03,W,13B,004,03,41,I
02,AZ0071700,O202X NOEO73,20090811,F,3,000,00,U,290,001,25,14, 
02,AZ0071700, K0KKOL 6R45,20091205,F,4,002,03,W,13A,002,13,25,I
02,AZ0072100, X04AASQ72 N,20090924,F,3,001,00,U,220,001,20,12,I
02,AZ0072300,2W0W5U7ZU40I,20090105,F,1,001,01,B,13A,001,07,32,I
02,AZ0072300,NH0HP284TR5H,20090111,F,1,002,00,U,290,002,20,15,I
02,AZ0072300,LN0NJOZVRL83,20090117,F,1,001,01,W,13A,001,13,12,I
02,AZ0072300,UG0G0HPHFP92,20090117,F,1,001,00,U,290,001,20,41,I
02,AZ0072300,VX0X BRBBV6U,20090118,F,1,001,01,I,13A,001,13,13,I
02,AZ0072300,P909G5MW2O39,20090124,F,1,001,00,U,290,001,20,12,I
02,AZ0072300,3A0AE-SHZ71A,20090131,F,1,001,01,B,13A,001,21,42,I
02,AZ0072300, K0KO62SDX4R,20090201,F,1,002,01,W,290,002,20,21,I
02,AZ0072300,LN0NJOPVDV8D,20090201,F,1,003,00,U,290,003,20,12,I
02,AZ0072300,UG0G0H4UFV9X,20090204,F,1,001,00,U,13C,001,13,15,I
02,AZ0072300,2W0W5UO26X04,20090205,F,1,001,00,U,290,001,20,21,I
02,AZ0072300,P909G5J42Z3L,20090209,F,1,001,01,W,13B,001,25,12,I
02,AZ0072300,LN0NJOBTZV8E,20090211,F,1,001,01,B,13C,001,18,11,I
02,AZ0072300,P909G5JYUH39,20090212,F,1,001,00,U,290,001,20,41,I
02,AZ0072300,Z808NKYRT72A,20090219,F,1,001,03,B,13A,001,20,33,I
02,AZ0072300,UG0G0HW-8L94,20090225,F,1,001,01,W,13B,001,13,11,I
02,AZ0072300,P909G50JKR3J,20090306,F,1,005,01,B,13A,005,05,32,I
02,AZ0072300,3A0AE-MH0L18,20090301,F,1,002,01,W,13C,002,20,12,I
02,AZ0072300,Z808NKSZXZ2T,20090313,F,1,001,00,U,13C,001,04,21,I
02,AZ0072300,Z808NKSZVR2C,20090313,F,1,002,01,W,13A,002,18,32,I
02,AZ0072300,Z808NKSPLV2L,20090308,F,1,000,00,U,290,001,04,25, 
02,AZ0072300, K0KO618TD4R,20090312,F,1,001,01,W,13C,001,14,41,I
02,AZ0072300,2W0W5UXZSC0I,20090316,F,1,000,00,U,290,001,04,25, 
02,AZ0072300,3A0AE-28N719,20090318,F,1,002,02,W,13A,002,18,32,I
02,AZ0072300,NH0HP2I28X54,20090326,F,1,001,01,W,13C,001,20,12,I
02,AZ0072300, K0KO6I T14Y,20090314,F,1,004,00,U,290,004,20,32,I
02,AZ0072300,O20284ZHEK7I,20090331,F,1,001,00,U,290,001,20,32,I
02,AZ0072300,2W0W5UXU6L0R,20090328,F,1,007,25,W,13B,001,18,32,I
02,AZ0072300,0W9W0OO38N05,20090511,F,2,001,00,U,220,001,20,15,I
02,AZ0072300,3A0AE-9G-F1N,20090406,F,2,000,00,U,290,001,22,21, 
02,AZ0072300,UG0G0H747P9Y,20090409,F,2,001,01,W,13C,001,13,12,I
02,AZ0072300,3A0AE-9UUJ1W,20090411,F,2,001,04,W,13B,001,03,43,I
02,AZ0072300, K0KO6ITBJ4S,20090410,F,2,001,00,U,13C,001,25,24,I
02,AZ0072300,2W0W5URPLX08,20090419,F,2,001,03,W,13B,001,13,32,I
02,AZ0072300,2W0W5URVL40N,20090424,F,2,001,00,U,290,001,20,12,I
02,AZ0072300,Z808NKAYT 2T,20090426,F,2,005,01,W,13A,005,20,12,I
02,AZ0072300,2W0W5URLIC0 ,20090428,F,2,001,00,U,13C,001,22,21,I
02,AZ0072300,UG0G0HJUPP9G,20090502,F,2,002,01,W,13B,002,25,41,I
02,AZ0072300,NH0HP2ZG2R5L,20090502,F,2,001,00,U,290,001,20,33,I
02,AZ0072300,2W0W5UK37Y04,20090504,F,2,001,01,W,13C,001,20,21,I
02,AZ0072300,2W0W5UKZUG08,20090506,F,2,001,00,U,220,001,22,32,I
02,AZ0072300,P909G5N4O738,20090505,F,2,003,00,U,13C,003,20,12,I
02,AZ0072300,3A0AE-5QN71N,20090506,F,2,001,01,W,290,001,20,42,I
02,AZ0072300,O20284 J6O7Z,20090505,F,2,000,00,U,290,001,22,21, 
02,AZ0072300,LN0NJOYTR-8B,20090507,F,2,000,00,U,290,001,05,25, 
02,AZ0072300,LN0NJOYXQV86,20090510,F,2,000,00,U,290,001,04,25, 
02,AZ0072300,UG0G0HJBOZ97,20090511,F,2,001,01,W,13A,001,20,32,I
02,AZ0072300,2W0W5UZ3670 ,20090521,F,2,001,01,W,13A,001,22,24,I
02,AZ0072300,Z808NKB4BS2F,20090524,F,2,002,04,W,290,002,22,21,I
02,AZ0072300,VX0X BEFSV6D,20090524,F,2,000,00,U,290,001,04,25, 
02,AZ0072300,Z808NKB6R 2Y,20090523,F,2,000,00,U,290,001,24,41, 
02,AZ0072300,VX0X BECM-6D,20090527,F,2,002,03,W,13B,002,13,32,I
02,AZ0072300,P909G5WQ5P3J,20090607,F,2,001,01,W,13C,001,20,12,I
02,AZ0072300,3A0AE-QCP21H,20090607,F,2,004,02,B,13A,004,20,32,I
02,AZ0072300,Z808NKB6UQ2F,20090526,F,2,004,02,W,13C,004,20,32,I
02,AZ0072300, K0KUO-AT14R,20090825,F,3,001,01,W,13C,001,20,12,I
02,AZ0072300,VX0X 4RF3960,20090706,F,3,001,01,W,13C,001,25,12,I
02,AZ0072300,UG0G0MPB8O9C,20090704,F,3,001,01,W,13C,001,20,12,I
02,AZ0072300,P909GEHYB73S,20090704,F,3,003,03,W,13B,003,03,43,I
02,AZ0072300,3A0AEVFH-31G,20090705,F,3,001,01,W,13B,001,20,41,I
02,AZ0072300,O2028WKBKO7L,20090708,F,3,001,00,U,290,001,18,32,I
02,AZ0072300,UG0G0MPHH 9X,20090709,F,3,001,01,W,13B,001,20,42,I
02,AZ0072300,UG0G0MPHX29Y,20090709,F,3,001,00,U,290,001,18,25,I
02,AZ0072300,2W0W5-F26L04,20090711,F,3,000,00,U,290,001,04,24, 
02,AZ0072300,Z808N5HPKD2C,20090712,F,3,001,01,W,13B,001,20,41,I
02,AZ0072300,Z808N5HPMQ2A,20090713,F,3,000,00,U,290,001,21,21, 
02,AZ0072300,Z808N5H4RS26,20090716,F,3,001,01,W,13B,001,20,32,I
02,AZ0072300,UG0G0MQ2FL9N,20090719,F,3,001,00,U,290,001,18,24,I
02,AZ0072300,NH0HP394KR5H,20090720,F,3,004,00,U,290,004,18,43,I
02,AZ0072300, K0KO72FDR40,20090722,F,3,000,01,W,290,001,21,21, 
02,AZ0072300,UG0G0MQ4FO9L,20090723,F,3,000,01,W,290,001,21,21, 
02,AZ0072300,O2028W54ZL7I,20090726,F,3,001,01,W,13B,001,20,22,I
02,AZ0072300,3A0AEVH3TW19,20090728,F,3,001,00,U,290,001,20,14,I
02,AZ0072300,LN0NJHBUOS8I,20090730,F,3,001,01,W,13B,001,13,42,I
02,AZ0072300,UG0G0M46HZ9N,20090804,F,3,001,01,W,13C,001,20,32,I
02,AZ0072300,Z808N5Y6KQ2T,20090806,F,3,001,01,W,13A,001,13,12,I
02,AZ0072300,3A0AEVHOUD1K,20090808,F,3,001,01,W,13C,001,20,14,I
02,AZ0072300,2W0W5-OVUY08,20090808,F,3,001,00,U,290,001,20,21,I
02,AZ0072300,NH0HP3LCBI5J,20090808,F,3,001,00,U,290,001,20,21,I
02,AZ0072300,3A0AEVMCZ31N,20090817,F,3,001,00,U,290,001,20,12,I
02,AZ0072300,NH0HP3U72 5S,20090820,F,3,001,00,U,13C,001,20,12,I
02,AZ0072300,VX0X 4ICMV6S,20090823,F,3,001,01,W,13C,001,09,21,I
02,AZ0072300,O2028WNIEU7S,20090829,F,3,001,01,B,13B,001,20,42,I
02,AZ0072300,NH0HP3UXJ45J,20090828,F,3,001,01,W,13C,001,01,41,I
02,AZ0072300,UG0G0MLUO296,20090901,F,3,003,00,U,13C,003,20,12,I
02,AZ0072300,VX0X 4-YB96C,20090905,F,3,001,00,U,290,001,20,21,I
02,AZ0072300,UG0G0ML67Z94,20090908,F,3,001,03,B,13B,001,13,32,I
02,AZ0072300,O2028WVAKM7-,20090914,F,3,001,03,W,13B,001,18,41,I
02,AZ0072300,P909GEUPKO36,20090919,F,3,001,00,U,13C,001,25,21,I
02,AZ0072300,NH0HP3JNXX5H,20090919,F,3,001,01,W,13B,001,13,12,I
02,AZ0072300,3A0AEV9CFJ19,20090922,F,3,001,10,B,120,001,13,32,I
02,AZ0072300,3A0AEV9PFG1A,20090923,F,3,001,00,U,290,001,20,41,I
02,AZ0072300,VX0X 4SFSR6D,20090926,F,3,001,01,W,13B,001,13,32,I
02,AZ0072300,VX0X 4SC5Q6U,20090928,F,3,003,01,W,13C,003,20,21,I
02,AZ0072300,O2028WZYCX72,20091112,F,4,002,01,W,220,002,20,12,I
02,AZ0072300,3A0AEV9H0J1H,20091002,F,4,002,01,W,13C,002,20,12,I
02,AZ0072300,3A0AEV9UNG1G,20091004,F,4,001,01,W,13A,001,12,32,I
02,AZ0072300,O2028W1S4K7Z,20091015,F,4,001,01,B,13C,001,20,41,I
02,AZ0072300, K0KO7-F314S,20091009,F,4,000,00,U,290,001,04,15, 
02,AZ0072300,O2028W O4M7L,20091025,F,4,004,01,W,290,004,13,32,I
02,AZ0072300, K0KO7VYNR4R,20091104,F,4,001,04,B,13B,001,13,41,I
02,AZ0072300,VX0X 41CMH6C,20091103,F,4,001,01,W,13B,001,20,41,I
02,AZ0072300, K0KO7VF314I,20091105,F,4,001,00,U,290,001,20,24,I
02,AZ0072300,P909GENJ-R38,20091106,F,4,000,00,U,290,001,25,33, 
02,AZ0072300,2W0W5-KU860X,20091108,F,4,001,00,U,13C,001,12,33,I
02,AZ0072300,NH0HP36NB 5H,20091113,F,4,001,02,W,13A,001,13,12,I
02,AZ0072300,VX0X 4EES96F,20091013,F,4,001,00,U,13C,001,25,41,I
02,AZ0072300,3A0AEVPQ-71H,20091117,F,4,000,00,U,290,001,04,12, 
02,AZ0072300,P909GE4WBP36,20091119,F,4,001,01,W,13C,001,22,14,I
02,AZ0072300, K0KO7CTE94S,20091128,F,4,001,00,U,13C,001,08,12,I
02,AZ0072300,NH0HP37G6R5S,20091204,F,4,001,01,W,13A,001,01,43,I
02,AZ0072300,2W0W5K72U20W,20091220,F,4,001,01,W,13C,001,20,32,I
02,AZ0072300,Z808NIOCKR28,20091229,F,4,001,01,W,290,001,20,41,I
02,AZ0072300,O2028 KS6M7I,20091229,F,4,001,02,W,13B,001,20,12,I
02,AZ0072300,2W0W5K7 SL0R,20091229,F,4,001,00,U,290,001,20,15,I
02,AZ0072500,3F-1W N3VSCT,20090321,F,1,003,01,W,13C,003,03,12,I
02,AZ0072500,CI0IXVZ-SU N,20090116,F,1,001,00,U,13C,001,13,12,I
02,AZ0072500,CI0IXVT913 N,20090224,F,1,001,01,W,13C,001,20,15,I
02,AZ0072500,CI0IXVTH-A N,20090226,F,1,001,01,W,13B,001,21,32,I
02,AZ0072500,5W--FNL51AEM,20090428,F,2,001,00,U,13C,001,24,21,I
02,AZ0072500,3F-18 43VSCT,20090509,F,2,001,01,W,290,001,03,42,I
02,AZ0072500,CI0IXORVPF N,20090727,F,3,001,04,W,13A,001,13,12,I
02,AZ0072500,CI0IXEZ9TU N,20090807,F,3,001,01,A,13B,001,20,21,I
02,AZ0072500,CI0IXEMD-S N,20090825,F,3,001,01,W,13B,001,18,14,I
02,AZ0072500,CI0IXE3VVU N,20090921,F,3,000,00,U,290,001,12,15, 
02,AZ0072500,3F-2XJM3VSCT,20091011,F,4,001,00,U,13B,001,18,41,I
02,AZ0072500,7U-6 8Y7Q-F3,20091031,F,4,001,01,W,13B,001,13,12,I
02,AZ0072500,93-80WJ9SCTD,20091118,F,4,000,00,U,290,001,11,21, 
02,AZ0072500,0G-0P-R0TD1A,20091120,F,4,000,00,U,290,001,18,21, 
02,AZ0072500,6L-6JBK6PU72,20091130,F,4,001,01,W,13C,001,03,12,I
02,AZ0072500,93-9ENJ9SCTD,20091209,F,4,001,01,W,13C,001,12,33,I
02,AZ0072500,CI0IXET-FU N,20091001,F,4,000,00,U,290,001,25,15, 
02,AZ0072900,4J-ZL V4X0W5,20090109,F,1,001,01,I,13C,001,18,12,I
02,AZ0072900,82-45JZ8639G,20090121,F,1,001,00,U,290,001,20,21,I
02,AZ0072900,4J-ZRVI4N0W5,20090206,F,1,001,01,B,13B,001,18,41,I
02,AZ0072900,93-WNZW97CTD,20090209,F,1,001,01,W,13B,001,21,41,I
02,AZ0072900,1D-MA-Q1UX I,20090220,F,1,001,03,I,13A,001,18,11,I
02,AZ0072900,82-4ZAC8S39G,20090403,F,2,001,01,W,13C,001,13,12,I
02,AZ0072900,6L-IRDR6BU72,20090404,F,2,001,01,W,13B,001,18,12,I
02,AZ0072900,27-JD5Y2TF39,20090412,F,2,001,03,M,13B,001,16,41,I
02,AZ0072900,5W-UZVS5JAEM,20090525,F,2,002,04,M,13A,002,18,41,I
02,AZ0072900,3F-0G0H3BSCT,20090614,F,2,001,01,W,13B,001,18,13,I
02,AZ0072900,5W--XPZ5TAEM,20090821,F,3,002,00,U,290,002,14,21,I
02,AZ0072900,3F-2WOI32SCT,20091212,F,4,001,02,W,13B,001,13,32,I
02,AZ0079700,CI0IKW3C-2 N,20090923,F,3,001,00,U,13C,001,20,12,I
02,AZ0079700,CI0IXORD1- N,20091107,F,4,000,00,U,290,001,20,21, 
02,AZ0080400, X-DYE3 728N,20091129,F,4,001,04,W,13C,001,13,12,I
02,AZ0080500,7U-N0NY7E-F3,20090417,F,2,003,02,W,13C,003,16,32,I
02,AZ0090300, X0QKVB-72 N,20090417,F,2,000,00,U,290,001,13,21, 
02,AZ0090300, X0VKYTQ72 N,20090519,F,2,002,02,W,13B,002,05,41,I
02,AZ0100000, X04RBB-V2 N,20090109,F,1,001,01,W,13C,001,20,41,I
02,AZ0100000, X0QAM3RF2 N,20090428,F,2,000,00,U,290,001,22,21, 
02,AZ0100000,1D1M1MFPNX I,20091029,F,4,001,01,W,13B,001,07,41,I
02,AZ0100000,271X2VYPXF39,20091224,F,4,001,00,U,290,001,20,12,I
02,AZ0100300, X01RCSCSC N,20090205,F,1,001,00,U,240,001,22,12,I
02,AZ0100300, X0 IOSR6F N,20090331,F,1,001,00,U,13C,001,04,21,I
02,AZ0100300, X0VRYSQ6S N,20090503,F,2,003,01,W,13C,003,03,15,I
02,AZ0100300, X0DRWSQQ3 N,20090706,F,3,000,00,U,290,001,04,23, 
02,AZ0100300, X0DRMSLF3 N,20090708,F,3,005,00,U,290,005,05,21,I
02,AZ0100300, X0DRBSCTX N,20090708,F,3,002,00,U,200,001,20,21,I
02,AZ0100300, X0IIVSCGS N,20090930,F,3,001,02,W,13A,001,25,12,I
02,AZ0100300,1D1B1VFH03 I,20091110,F,4,003,00,U,290,003,20,24,I
02,AZ0100300,1D1B13FHNJ I,20091115,F,4,001,01,B,13B,001,20,42,I
02,AZ0100300,27102ZOBXS39,20091125,F,4,001,00,U,290,001,20,41,I
02,AZ0100300,0G1J057ZUN1A,20091203,F,4,000,00,U,290,001,04,21, 
02,AZ0109700,6K9Z46- IM 5,20090406,F,2,001,00,U,290,001,22,12,I
02,AZ0109700,BX9I6B1VSCS2,20090607,F,2,001,00,U,290,001,22,14,I
02,AZ0109700,ON948H6L62TG,20090815,F,3,001,00,U,290,001,22,14,I
02,AZ0109700,UW9M0-H2862A,20091013,F,4,001,00,U,290,001,22,32,I
02,AZ0109800,CW9902P3ID1A,20091218,F,4,001,00,U,290,001,22,12,I
02,AZ0109800,CW9902PO7D1A,20091224,F,4,001,00,U,290,001,22,12,I
02,AZ0110000, X0QRES9P2 N,20090402,F,2,001,01,W,13B,001,20,12,I
02,AZ0110000, X0GKEZQ-2 N,20090612,F,2,001,01,W,290,001,20,32,I
02,AZ0110000,1D1B13FPUX I,20091115,F,4,001,08,W,13B,001,20,12,I
02,AZ0110000,27102YO4OF39,20091128,F,4,001,00,U,290,001,20,12,I
02,AZ0110000,27102YOYOF39,20091128,F,4,001,00,U,290,001,20,12,I
02,AZ0110300,CI0IKBB-T2 N,20090910,F,3,001,01,W,13B,001,22,12,I
02,AZ0130000,7U-NJOK7Z-F3,20090206,F,1,001,02,W,13B,001,25,42,I
02,AZ0130000,7U-NBON7K-F3,20091112,F,4,001,02,W,13C,001,03,15,I
02,AZ0130500,4J-ZL6I4G0W5,20090320,F,1,001,00,U,13C,001,05,43,I
02,AZ0131100, X-11F5 728N,20090126,F,1,001,01,W,13B,001,13,14,I
03,AR0010000,1D-BQ-F1MD I,20090208,N,1,001,01,W,13B,001,20,11,I
03,AR0010000,5W--7285UWEM,20090205,N,1,002,01,W,13B,002,20,11,I
03,AR0040400,3F-0WGM30FCT,20090801,N,3,001,00,U,13C,001,25,12,I
03,AR0050100,0G-HWKR0HG1A,20091108,N,4,000,00,U,290,001,18,12, 
03,AR0080100,DE-GBIN7NLZ3,20091030,N,4,006,04,W,290,008,04,12,I
03,AR0100100,82-45O68429G,20090909,N,3,000,01,U,290,001,04,23, 
03,AR0120300,27-J4KL2J739,20091121,N,4,002,01,W,13B,002,18,42,I
03,AR0140100,27-J4KI2OF39,20090528,N,2,001,00,U,220,001,21,44,I
03,AR0150000,6L-IY 16IL72,20090406,N,2,001,02,W,200,001,20,41,I
03,AR0160000,7U-NJON7NUF3,20090529,N,2,001,01,W,13B,001,13,44,I
03,AR0160100,0G-HL5H0HG1A,20090511,N,2,000,01,U,290,001,11,21, 
03,AR0160100,1D-BRMS1MD I,20091123,N,4,001,01,U,290,001,20,12,I
03,AR0160100,27-0 JB2J739,20091222,N,4,001,02,W,13C,001,20,12,I
03,AR0180100,27-JXNJ2J739,20090915,N,3,001,00,U,13A,001,13,11,I
03,AR0190100,5W-U7L75UWEM,20090812,N,3,001,01,B,290,001,20,12,I
03,AR0190100,27-J4 S2J739,20090710,N,3,001,01,B,220,001,20,12,I
03,AR0210100,4J-ZLQC4ZJW5,20090414,N,2,001,01,B,120,001,17,12,I
03,AR0230000, X0BIB5972 N,20090926,N,3,001,03,W,13B,001,19,11,I
03,AR0230100,82-4IJZ8F39G,20090225,N,1,001,01,W,13B,001,13,12,I
03,AR0230100,27-JOII2-F39,20090510,N,2,001,02,W,290,001,25,12,I
03,AR0230100,93-W8J49SCTD,20090625,N,2,001,01,W,290,001,18,32,I
03,AR0230300,3F-0G5Z30FCT,20090929,N,3,001,00,U,23H,001,25,11,I
03,AR0230300,5W-UP2I5UWEM,20091001,N,4,001,00,U,23H,001,25,11,I
03,AR0250000,4J-ZL6Z4ZJW5,20090120,N,1,001,02,W,120,001,13,41,I
03,AR0260100,0GL0P6KL8D1A,20090206,N,1,000,00,U,23H,001,20,24, 
03,AR0280100,CI0IRFSMVU N,20090422,N,2,001,01,W,290,001,13,45,I
03,AR0280100,CI0IRMSDQD N,20090810,N,3,001,01,W,290,001,20,42,I
03,AR0350100, X0BRVE9G0 N,20090218,N,1,001,03,U,290,001,20,12,I
03,AR0350100, X0BROSD-S N,20090309,N,1,002,01,W,13C,002,20,12,I
03,AR0350100, X0BRO3RQD N,20090402,N,2,001,01,U,290,001,20,44,I
03,AR0350100, X0BRYQVT- N,20090825,N,3,001,01,B,120,001,13,11,I
03,AR0350100, X0BRF5RTC N,20091009,N,4,001,01,B,13B,001,22,11,I
03,AR0350100, X0BRCSDG- N,20091105,N,4,001,01,B,13C,001,20,41,I
03,AR0430200,3F-08J030FCT,20091216,N,4,001,00,U,23H,001,20,11,I
03,AR0460100, X0BRVZR1S N,20090301,N,1,001,02,W,220,001,20,32,I
03,AR0460100, X0BRVZR1F N,20090228,N,1,002,02,W,290,001,20,32,I
03,AR0460100, X0BRV39GF N,20090622,N,2,001,01,U,13C,001,20,45,I
03,AR0570000,7U-NJ8I7NUF3,20090717,N,3,002,01,W,200,002,20,22,I
03,AR0570100,7U-GX I7NUF3,20090812,N,3,001,00,U,290,001,20,32,I
03,AR0580100,3A0AQ-F3931K,20090110,N,1,001,00,U,13B,001,18,42,I
03,AR0600000,CI0IRV3Q6A N,20090228,N,1,001,01,W,250,001,02,11,I
03,AR0600000,CI0IRV3HGD N,20090306,N,1,002,01,B,13B,002,22,12,I
03,AR0600000,CI0IRVT9TC N,20090316,N,1,000,01,U,290,001,25,12, 
03,AR0600000,CI0IRO3CPS N,20090706,N,3,001,01,W,13B,001,20,52,I
03,AR0600000,CI0IRE3RGA N,20091119,N,4,002,01,W,23H,002,20,11,I
03,AR0600100,82-WZY48F39G,20090702,N,3,001,01,W,13C,001,20,12,I
03,AR0600300,CI0IRCZLVF N,20090624,N,2,001,01,W,13B,001,20,12,I
03,AR0600300,CI0IRWSVPU N,20090723,N,3,002,01,W,13C,002,20,12,I
03,AR0600300,CI0IRWTDFS N,20090806,N,3,001,04,B,13B,001,13,11,I
03,AR0600300,CI0IRBBD1C N,20091108,N,4,001,01,W,290,001,19,32,I
03,AR0600400, X0BRESCTS N,20090101,N,1,001,01,W,13C,001,13,12,I
03,AR0600400,1D2M01Q39D I,20090508,N,2,001,01,U,13B,001,13,12,I
03,AR0600400,7U2C 7IOZUF3,20090618,N,2,001,01,W,13A,001,20,44,I
03,AR0600400,1D1N13239D I,20090407,N,2,001,01,W,13C,001,05,14,I
03,AR0600400,993H04YU73TD,20090813,N,3,000,01,W,35A,001,24,45, 
03,AR0600400,4J4ZT4C IJW5,20090909,N,3,000,01,W,35A,001,13,11, 
03,AR0600400,4J4YV4S IJW5,20091024,N,4,000,01,W,35A,001,13,11, 
03,AR0600400,1D4-F1239D I,20091010,N,4,001,01,W,11A,001,20,11,I
03,AR0600400,8I0DEESCTX N,20091127,N,4,000,03,W,35B,001,20,45, 
03,AR0600800,82-4KOB8429G,20090410,N,2,002,02,B,13B,002,22,11,I
03,AR0630200,CI0IRVSHQS N,20090129,N,1,002,02,W,13B,002,22,13,I
03,AR0630200,CI0IRVB91C N,20090519,N,2,001,01,B,13B,001,15,41,I
03,AR0660100,0G0HJ4OVSN0A,20091101,N,4,001,01,W,13C,001,25,12,I
03,AR0660300,5W-U7375UWEM,20090312,N,1,001,01,U,290,001,25,32,I
03,AR0720000,CI0IRV5VF2 N,20090310,N,1,001,01,U,13C,001,25,12,I
03,AR0720100,P909W5HQHX39,20090228,N,1,002,00,U,13B,002,21,43,I
03,AR0720200, N0IRV3-TX N,20090803,N,3,001,00,U,290,001,18,27,I
03,AR0720500,4J-ZL6I4ZJW5,20090207,N,1,001,01,B,13A,001,20,12,I
03,AR0730100,0G-HWKX0HG1A,20090629,N,2,001,00,U,220,001,25,11,I
03,AR0730100,6L-IX106IL72,20090701,N,3,001,01,U,13B,001,13,32,I
03,AR0730300,5W-U73L5UWEM,20090118,N,1,000,01,U,290,001,25,12, 
03,AR0730700,82-4KOC84S9G,20090615,N,2,001,00,U,23H,001,20,11,I
03,AR0730700,82-4KOR84S9G,20091005,N,4,002,01,U,220,001,20,11,I
03,AR0750000,5W-U7285UWEM,20090101,N,1,001,01,W,13A,001,20,41,I
03,AR0750000,6L-IYQA6IL72,20090613,N,2,001,01,W,13A,001,20,11,I
04,CA0010200, X-BAVB 728N,20090124,F,1,001,01,W,13B,001,24,41,I
04,CA0010200, X-1YW5 728N,20091119,F,4,000,01,U,290,001,22,21, 
04,CA0010300,5W-B7N751AEM,20091020,F,4,001,00,U,290,001,25,33,I
04,CA0010700,27-J4IL2UF39,20090407,F,2,001,01,W,13A,001,20,41,I
04,CA0010800, X-VAFZ 728N,20091015,F,4,002,01,U,13C,002,20,33,I
